customer_id,age,gender,location,income_band,risk_profile
CUST0000921,34,Female,"Dubai, UAE",Middle,Medium Risk
CUST0000922,38,Male,"Dubai, UAE",Low,High Risk
CUST0000923,31,Female,"London, UK",Low,Medium Risk
CUST0000924,26,Female,"Berlin, Germany",Middle,Medium Risk
CUST0000925,63,Female,"Lagos, Nigeria",Low,Medium Risk
CUST0000926,18,Female,"Berlin, Germany",Middle,Low Risk
CUST0000927,68,Male,"Dubai, UAE",Low,Medium Risk
CUST0000928,62,Male,"Berlin, Germany",High,Low Risk
CUST0000929,30,Male,"Johannesburg, South Africa",Low,Low Risk
CUST0000930,21,Female,Singapore,Middle,Low Risk
CUST0000931,18,Female,"New York, USA",Middle,Low Risk
CUST0000932,66,Male,"Johannesburg, South Africa",High,High Risk
CUST0000933,57,Male,"Lagos, Nigeria",Middle,Low Risk
CUST0000934,49,Male,"Toronto, Canada",Low,Medium Risk
CUST0000935,51,Female,Singapore,Low,Low Risk
CUST0000936,45,Female,"New York, USA",High,Medium Risk
CUST0000937,48,Male,"Toronto, Canada",Middle,Low Risk
CUST0000938,25,Male,"London, UK",High,High Risk
CUST0000939,56,Male,"Toronto, Canada",Low,Low Risk
CUST0000940,43,Female,Singapore,High,Low Risk
CUST0000941,51,Female,"Berlin, Germany",Middle,High Risk
CUST0000942,71,Female,Singapore,High,Low Risk
CUST0000943,71,Male,"Johannesburg, South Africa",Middle,Medium Risk
CUST0000944,20,Male,"Toronto, Canada",Middle,Low Risk
CUST0000945,67,Female,"Dubai, UAE",Low,Low Risk
CUST0000946,29,Male,"New York, USA",Low,Low Risk
CUST0000947,18,Female,"New York, USA",Low,High Risk
CUST0000948,71,Male,"Toronto, Canada",Middle,Low Risk
CUST0000949,61,Male,"New York, USA",High,Low Risk
CUST0000950,22,Male,"Dubai, UAE",Middle,Medium Risk
CUST0000951,47,Male,Singapore,Low,Low Risk
CUST0000952,47,Female,"New York, USA",Low,Low Risk
CUST0000953,74,Male,"Toronto, Canada",High,Low Risk
CUST0000954,34,Female,"Lagos, Nigeria",Low,Low Risk
CUST0000955,65,Female,"Lagos, Nigeria",Low,Medium Risk
CUST0000956,64,Female,"London, UK",Low,Medium Risk
CUST0000957,40,Male,"Johannesburg, South Africa",High,High Risk
CUST0000958,32,Female,"New York, USA",Middle,Low Risk
CUST0000959,54,Female,"Johannesburg, South Africa",Low,High Risk
CUST0000960,38,Female,Singapore,High,High Risk
CUST0000961,31,Male,"Toronto, Canada",Low,Low Risk
CUST0000962,19,Male,"New York, USA",High,Medium Risk
CUST0000963,28,Female,"Berlin, Germany",Low,Medium Risk
CUST0000964,68,Male,"Dubai, UAE",High,Low Risk
CUST0000965,56,Female,"New York, USA",Low,Low Risk
CUST0000966,55,Female,"New York, USA",Middle,Medium Risk
CUST0000967,51,Male,"Johannesburg, South Africa",Low,Low Risk
CUST0000968,55,Female,"Johannesburg, South Africa",High,Low Risk
CUST0000969,67,Male,"Lagos, Nigeria",Low,Low Risk
CUST0000970,51,Male,"Dubai, UAE",Middle,Medium Risk
CUST0000971,35,Female,"Toronto, Canada",Low,High Risk
CUST0000972,47,Male,"New York, USA",High,High Risk
CUST0000973,32,Male,"Lagos, Nigeria",High,Low Risk
CUST0000974,44,Female,"Johannesburg, South Africa",Middle,Medium Risk
CUST0000975,68,Female,"London, UK",High,Low Risk
CUST0000976,51,Male,"Dubai, UAE",Low,Medium Risk
CUST0000977,69,Male,"Lagos, Nigeria",Low,Low Risk
CUST0000978,74,Female,"Lagos, Nigeria",Low,Medium Risk
CUST0000979,55,Male,Singapore,High,Medium Risk
CUST0000980,50,Male,"Lagos, Nigeria",Low,High Risk
CUST0000981,41,Male,Singapore,Low,Low Risk
CUST0000982,32,Male,"New York, USA",Low,High Risk
CUST0000983,47,Male,"New York, USA",Middle,High Risk
CUST0000984,72,Male,"Johannesburg, South Africa",High,Medium Risk
CUST0000985,59,Male,"London, UK",High,Low Risk
CUST0000986,68,Female,"Berlin, Germany",High,Medium Risk
CUST0000987,34,Female,"Berlin, Germany",Middle,Medium Risk
CUST0000988,22,Female,"Berlin, Germany",High,Medium Risk
CUST0000989,46,Female,"Johannesburg, South Africa",Middle,Low Risk
CUST0000990,21,Female,Singapore,Middle,Low Risk
CUST0000991,27,Male,"Johannesburg, South Africa",High,Medium Risk
CUST0000992,73,Male,"Dubai, UAE",Low,Low Risk
CUST0000993,34,Male,"Dubai, UAE",Low,Medium Risk
CUST0000994,27,Male,"London, UK",High,Low Risk
CUST0000995,34,Female,"Dubai, UAE",High,Low Risk
CUST0000996,37,Male,"Berlin, Germany",Middle,High Risk
CUST0000997,41,Male,"Berlin, Germany",High,Medium Risk
CUST0000998,22,Female,"Johannesburg, South Africa",Middle,High Risk
CUST0000999,51,Male,"Lagos, Nigeria",High,High Risk
CUST0001000,23,Male,"Dubai, UAE",Low,Medium Risk
CUST0001001,70,Female,"Johannesburg, South Africa",Low,Medium Risk
CUST0001002,19,Male,"New York, USA",High,Low Risk
CUST0001003,30,Male,"New York, USA",Middle,Medium Risk
CUST0001004,60,Male,"Lagos, Nigeria",Low,High Risk
CUST0001005,60,Male,"Lagos, Nigeria",Middle,High Risk
CUST0001006,65,Male,"Lagos, Nigeria",High,Medium Risk
CUST0001007,28,Female,"Johannesburg, South Africa",High,High Risk
CUST0001008,68,Female,"New York, USA",Low,Low Risk
CUST0001009,64,Female,"Berlin, Germany",High,High Risk
CUST0001010,74,Female,"Lagos, Nigeria",Low,Low Risk
CUST0001011,40,Female,"London, UK",Middle,High Risk
CUST0001012,72,Female,Singapore,Low,Low Risk
CUST0001013,33,Male,"Johannesburg, South Africa",Low,Low Risk
CUST0001014,48,Female,"Lagos, Nigeria",Middle,Medium Risk
CUST0001015,28,Female,Singapore,Low,Low Risk
CUST0001016,71,Male,"Toronto, Canada",Low,Medium Risk
CUST0001017,33,Male,"Lagos, Nigeria",High,High Risk
CUST0001018,25,Female,"New York, USA",Middle,High Risk
CUST0001019,21,Male,"Dubai, UAE",Low,High Risk
CUST0001020,57,Female,"Lagos, Nigeria",Middle,Low Risk
CUST0001021,21,Male,"Johannesburg, South Africa",Middle,High Risk
CUST0001022,73,Female,"Dubai, UAE",Low,High Risk
CUST0001023,42,Male,"Toronto, Canada",High,Medium Risk
CUST0001024,20,Male,"London, UK",Middle,Medium Risk
CUST0001025,49,Female,"Dubai, UAE",Low,High Risk
CUST0001026,20,Female,Singapore,Middle,High Risk
CUST0001027,44,Female,"Berlin, Germany",High,Low Risk
CUST0001028,46,Female,"Lagos, Nigeria",High,Low Risk
CUST0001029,49,Female,"Toronto, Canada",High,High Risk
CUST0001030,67,Male,"Toronto, Canada",Low,Medium Risk
CUST0001031,68,Female,"Dubai, UAE",Low,High Risk
CUST0001032,36,Female,"London, UK",High,Low Risk
CUST0001033,38,Male,"New York, USA",Low,Medium Risk
CUST0001034,22,Male,"Lagos, Nigeria",High,Medium Risk
CUST0001035,35,Female,"Toronto, Canada",Low,Low Risk
CUST0001036,45,Male,"London, UK",High,High Risk
CUST0001037,59,Male,"Berlin, Germany",Middle,High Risk
CUST0001038,39,Female,"Toronto, Canada",High,High Risk
CUST0001039,38,Male,"London, UK",High,Low Risk
CUST0001040,23,Male,"Johannesburg, South Africa",Low,Medium Risk
CUST0001041,18,Female,"New York, USA",Low,Low Risk
CUST0001042,22,Female,"New York, USA",Low,High Risk
CUST0001043,58,Male,"Toronto, Canada",Low,Low Risk
CUST0001044,29,Male,Singapore,Low,Medium Risk
CUST0001045,43,Female,"Toronto, Canada",Low,Low Risk
CUST0001046,63,Male,"Dubai, UAE",Middle,High Risk
CUST0001047,51,Male,"Lagos, Nigeria",High,Medium Risk
CUST0001048,66,Male,"London, UK",High,Low Risk
CUST0001049,31,Female,"Toronto, Canada",High,Low Risk
CUST0001050,43,Male,"Lagos, Nigeria",Middle,Medium Risk
CUST0001051,62,Male,"Dubai, UAE",High,Medium Risk
CUST0001052,44,Female,"Johannesburg, South Africa",Middle,High Risk
CUST0001053,26,Male,"Johannesburg, South Africa",Middle,Medium Risk
CUST0001054,43,Male,"Lagos, Nigeria",Middle,High Risk
CUST0001055,74,Female,"Toronto, Canada",High,Low Risk
CUST0001056,64,Female,"New York, USA",Middle,High Risk
CUST0001057,74,Female,"London, UK",High,Low Risk
CUST0001058,39,Female,"London, UK",High,Medium Risk
CUST0001059,64,Male,"Johannesburg, South Africa",Low,Low Risk
CUST0001060,73,Male,"Johannesburg, South Africa",Low,Medium Risk
CUST0001061,47,Female,"New York, USA",Middle,Low Risk
CUST0001062,60,Female,Singapore,Middle,Low Risk
CUST0001063,65,Male,"Toronto, Canada",High,Low Risk
CUST0001064,34,Female,"Johannesburg, South Africa",Middle,Low Risk
CUST0001065,43,Male,"Johannesburg, South Africa",Middle,High Risk
CUST0001066,53,Female,"Johannesburg, South Africa",High,Low Risk
CUST0001067,18,Male,"London, UK",Middle,High Risk
CUST0001068,25,Female,"Toronto, Canada",Middle,Medium Risk
CUST0001069,66,Female,"Dubai, UAE",High,Medium Risk
CUST0001070,52,Male,"Toronto, Canada",High,High Risk
CUST0001071,69,Female,"Lagos, Nigeria",Low,Medium Risk
CUST0001072,32,Male,"New York, USA",High,Medium Risk
CUST0001073,64,Male,Singapore,Low,Low Risk
CUST0001074,73,Male,"Johannesburg, South Africa",Middle,Low Risk
CUST0001075,39,Male,"Johannesburg, South Africa",High,Low Risk
CUST0001076,31,Male,"Toronto, Canada",High,High Risk
CUST0001077,43,Female,Singapore,High,High Risk
CUST0001078,45,Female,"Johannesburg, South Africa",Middle,Medium Risk
CUST0001079,40,Male,Singapore,Low,Low Risk
CUST0001080,31,Female,"Dubai, UAE",Middle,High Risk
CUST0001081,41,Male,"Berlin, Germany",Middle,High Risk
CUST0001082,19,Female,"New York, USA",High,Low Risk
CUST0001083,62,Female,Singapore,Low,High Risk
CUST0001084,43,Female,"London, UK",Middle,Low Risk
CUST0001085,31,Female,"Lagos, Nigeria",High,Medium Risk
CUST0001086,73,Male,"London, UK",Middle,Medium Risk
CUST0001087,68,Male,"Johannesburg, South Africa",Middle,Medium Risk
CUST0001088,24,Female,"Dubai, UAE",High,Low Risk
CUST0001089,20,Female,"Dubai, UAE",High,High Risk
CUST0001090,64,Male,"London, UK",Low,Medium Risk
CUST0001091,40,Female,"New York, USA",Middle,Medium Risk
CUST0001092,63,Male,"London, UK",High,Medium Risk
CUST0001093,60,Male,"Toronto, Canada",High,High Risk
CUST0001094,64,Male,"Johannesburg, South Africa",Low,High Risk
CUST0001095,62,Female,"Johannesburg, South Africa",Low,Low Risk
CUST0001096,35,Male,"London, UK",High,Medium Risk
CUST0001097,55,Female,"Lagos, Nigeria",Low,High Risk
CUST0001098,52,Male,"Lagos, Nigeria",High,Low Risk
CUST0001099,68,Female,"Johannesburg, South Africa",Middle,Medium Risk
CUST0001100,32,Female,"Berlin, Germany",Low,High Risk
CUST0001101,42,Female,"Lagos, Nigeria",Middle,High Risk
CUST0001102,72,Male,"London, UK",Middle,Low Risk
CUST0001103,54,Male,"Lagos, Nigeria",Middle,Medium Risk
CUST0001104,45,Female,"Johannesburg, South Africa",High,Medium Risk
CUST0001105,27,Female,"New York, USA",Middle,High Risk
CUST0001106,56,Female,Singapore,Middle,Medium Risk
CUST0001107,74,Male,"Lagos, Nigeria",Middle,Low Risk
CUST0001108,34,Male,"Toronto, Canada",High,High Risk
CUST0001109,56,Male,"New York, USA",Middle,High Risk
CUST0001110,39,Male,"Berlin, Germany",Middle,Low Risk
CUST0001111,43,Female,"Toronto, Canada",Low,High Risk
CUST0001112,61,Female,"London, UK",High,Medium Risk
CUST0001113,42,Male,Singapore,Middle,Medium Risk
CUST0001114,34,Male,"London, UK",Low,High Risk
CUST0001115,30,Female,Singapore,High,Low Risk
CUST0001116,37,Male,Singapore,High,Low Risk
CUST0001117,42,Male,"London, UK",High,Medium Risk
CUST0001118,21,Male,"Toronto, Canada",High,Low Risk
CUST0001119,27,Male,"Toronto, Canada",High,High Risk
CUST0001120,20,Male,Singapore,High,High Risk
CUST0001121,58,Male,"Toronto, Canada",Middle,Medium Risk
CUST0001122,62,Female,Singapore,Middle,Medium Risk
CUST0001123,35,Male,"Johannesburg, South Africa",Middle,Medium Risk
CUST0001124,64,Male,Singapore,Middle,Low Risk
CUST0001125,53,Female,"Johannesburg, South Africa",Low,High Risk
CUST0001126,64,Female,"New York, USA",Middle,High Risk
CUST0001127,39,Female,"Dubai, UAE",High,High Risk
CUST0001128,51,Male,"New York, USA",Middle,Medium Risk
CUST0001129,64,Female,"London, UK",Middle,High Risk
CUST0001130,25,Male,"Dubai, UAE",High,Low Risk
CUST0001131,57,Male,"Lagos, Nigeria",Middle,Low Risk
CUST0001132,66,Male,"London, UK",Middle,High Risk
CUST0001133,61,Female,"Berlin, Germany",Middle,Medium Risk
CUST0001134,36,Female,"New York, USA",Low,High Risk
CUST0001135,59,Female,"Toronto, Canada",Middle,Low Risk
CUST0001136,58,Female,"New York, USA",High,Low Risk
CUST0001137,54,Female,"Toronto, Canada",High,Low Risk
CUST0001138,23,Male,"Dubai, UAE",Middle,High Risk
CUST0001139,69,Male,"Berlin, Germany",Middle,Low Risk
CUST0001140,43,Male,"Dubai, UAE",Middle,Medium Risk
CUST0001141,51,Male,"Berlin, Germany",High,High Risk
CUST0001142,73,Female,"New York, USA",High,High Risk
CUST0001143,62,Female,"Toronto, Canada",Low,Low Risk
CUST0001144,23,Male,"Dubai, UAE",Low,Low Risk
CUST0001145,54,Female,"Berlin, Germany",Low,Medium Risk
CUST0001146,74,Female,Singapore,High,High Risk
CUST0001147,50,Male,"London, UK",Low,Low Risk
CUST0001148,70,Male,"London, UK",Middle,Medium Risk
CUST0001149,39,Female,"Dubai, UAE",Middle,Low Risk
CUST0001150,38,Female,"Toronto, Canada",High,High Risk
CUST0001151,23,Male,Singapore,Low,Low Risk
CUST0001152,23,Male,"Dubai, UAE",Middle,High Risk
CUST0001153,72,Male,"New York, USA",High,Low Risk
CUST0001154,65,Female,"Berlin, Germany",Low,High Risk
CUST0001155,21,Male,"Johannesburg, South Africa",Middle,Medium Risk
CUST0001156,47,Male,"New York, USA",Low,High Risk
CUST0001157,28,Female,"London, UK",High,Medium Risk
CUST0001158,47,Female,"Berlin, Germany",Low,High Risk
CUST0001159,48,Female,"Dubai, UAE",High,Medium Risk
CUST0001160,41,Female,"New York, USA",Low,Low Risk
CUST0001161,72,Female,"Lagos, Nigeria",Middle,High Risk
CUST0001162,26,Male,"Johannesburg, South Africa",High,Low Risk
CUST0001163,72,Male,"Toronto, Canada",High,Medium Risk
CUST0001164,20,Female,Singapore,High,High Risk
CUST0001165,68,Female,Singapore,Low,High Risk
CUST0001166,48,Female,"Toronto, Canada",Low,Low Risk
CUST0001167,57,Female,"Lagos, Nigeria",Middle,High Risk
CUST0001168,54,Female,"London, UK",High,High Risk
CUST0001169,53,Male,"Berlin, Germany",High,Low Risk
CUST0001170,41,Male,"Toronto, Canada",Low,High Risk
CUST0001171,48,Male,"Lagos, Nigeria",Low,Low Risk
CUST0001172,23,Male,"Dubai, UAE",Middle,Low Risk
CUST0001173,19,Female,"Johannesburg, South Africa",Middle,Low Risk
CUST0001174,37,Male,Singapore,Low,Low Risk
CUST0001175,45,Female,"Johannesburg, South Africa",High,Low Risk
CUST0001176,28,Female,"Lagos, Nigeria",Middle,Medium Risk
CUST0001177,21,Female,"Johannesburg, South Africa",Low,Medium Risk
CUST0001178,32,Male,"London, UK",Low,Low Risk
CUST0001179,23,Female,"London, UK",High,Medium Risk
CUST0001180,71,Male,"New York, USA",Low,Medium Risk
CUST0001181,66,Male,"Toronto, Canada",Low,High Risk
CUST0001182,47,Female,"New York, USA",Middle,Low Risk
CUST0001183,73,Female,"Johannesburg, South Africa",Low,Medium Risk
CUST0001184,55,Female,Singapore,Low,High Risk
CUST0001185,68,Male,"Lagos, Nigeria",Middle,High Risk
CUST0001186,74,Female,"Berlin, Germany",High,Low Risk
CUST0001187,19,Male,"Johannesburg, South Africa",High,Low Risk
CUST0001188,32,Female,"Berlin, Germany",Middle,High Risk
CUST0001189,28,Female,"London, UK",Middle,Low Risk
CUST0001190,25,Male,"Berlin, Germany",High,Low Risk
CUST0001191,43,Male,"Berlin, Germany",High,High Risk
CUST0001192,68,Male,Singapore,High,High Risk
CUST0001193,62,Male,"Berlin, Germany",High,Low Risk
CUST0001194,61,Male,"Johannesburg, South Africa",High,Medium Risk
CUST0001195,22,Male,"Lagos, Nigeria",Middle,Low Risk
CUST0001196,23,Female,"Berlin, Germany",Low,Medium Risk
CUST0001197,43,Female,"Dubai, UAE",High,High Risk
CUST0001198,71,Male,"Berlin, Germany",High,Medium Risk
CUST0001199,21,Female,"Berlin, Germany",Low,High Risk
CUST0001200,36,Male,"New York, USA",Low,Low Risk
CUST0001201,37,Female,"Lagos, Nigeria",Low,Low Risk
CUST0001202,50,Female,"Johannesburg, South Africa",Low,High Risk
CUST0001203,37,Male,"London, UK",Low,High Risk
CUST0001204,66,Male,"New York, USA",Low,High Risk
CUST0001205,29,Male,"Johannesburg, South Africa",Middle,Low Risk
CUST0001206,64,Female,"Toronto, Canada",Low,Low Risk
CUST0001207,18,Male,"Lagos, Nigeria",Low,Medium Risk
CUST0001208,43,Female,"Dubai, UAE",Middle,High Risk
CUST0001209,31,Male,"Lagos, Nigeria",Low,Medium Risk
CUST0001210,55,Female,"Toronto, Canada",High,Low Risk
CUST0001211,54,Female,"Toronto, Canada",High,Medium Risk
CUST0001212,28,Male,"Toronto, Canada",Low,Medium Risk
CUST0001213,53,Female,Singapore,Middle,Low Risk
CUST0001214,30,Female,"London, UK",High,Low Risk
CUST0001215,60,Male,"Berlin, Germany",Middle,High Risk
CUST0001216,20,Female,"Lagos, Nigeria",High,Medium Risk
CUST0001217,50,Male,"Johannesburg, South Africa",Low,Low Risk
CUST0001218,23,Male,Singapore,Middle,Low Risk
CUST0001219,67,Male,"Johannesburg, South Africa",Middle,Medium Risk
CUST0001220,73,Male,"Berlin, Germany",Middle,Low Risk
CUST0001221,27,Female,"Berlin, Germany",High,High Risk
CUST0001222,22,Female,"Dubai, UAE",High,High Risk
CUST0001223,40,Female,"Toronto, Canada",High,Medium Risk
CUST0001224,27,Male,"London, UK",Low,High Risk
CUST0001225,61,Female,"Dubai, UAE",High,Low Risk
CUST0001226,19,Female,"New York, USA",Low,Low Risk
CUST0001227,30,Male,Singapore,Middle,Low Risk
CUST0001228,57,Male,Singapore,Middle,Low Risk
CUST0001229,19,Female,"London, UK",Low,Medium Risk
CUST0001230,37,Male,"Berlin, Germany",High,High Risk
CUST0001231,18,Male,"Johannesburg, South Africa",Low,High Risk
CUST0001232,54,Male,Singapore,Middle,Low Risk
CUST0001233,26,Male,"London, UK",Middle,Medium Risk
CUST0001234,34,Female,Singapore,Low,Low Risk
CUST0001235,26,Male,Singapore,High,Low Risk
CUST0001236,28,Male,"Toronto, Canada",High,Medium Risk
CUST0001237,32,Male,"New York, USA",Low,Medium Risk
CUST0001238,41,Male,"Toronto, Canada",Low,Low Risk
CUST0001239,55,Male,"New York, USA",High,High Risk
CUST0001240,72,Male,Singapore,Middle,Low Risk
CUST0001241,52,Male,"Dubai, UAE",Low,High Risk
CUST0001242,47,Male,"Johannesburg, South Africa",High,High Risk
CUST0001243,48,Female,"Berlin, Germany",High,Medium Risk
CUST0001244,66,Male,Singapore,Middle,Medium Risk
CUST0001245,22,Female,"New York, USA",Middle,Low Risk
CUST0001246,61,Male,"New York, USA",Middle,High Risk
CUST0001247,67,Male,"New York, USA",Middle,High Risk
CUST0001248,31,Male,Singapore,Middle,Low Risk
CUST0001249,70,Male,"London, UK",Low,Low Risk
CUST0001250,73,Female,"Dubai, UAE",High,Low Risk
CUST0001251,28,Male,"London, UK",Low,Medium Risk
CUST0001252,26,Male,"Berlin, Germany",Low,Low Risk
CUST0001253,51,Female,Singapore,Low,Low Risk
CUST0001254,29,Female,"New York, USA",Low,High Risk
CUST0001255,52,Male,"Dubai, UAE",Low,Low Risk
CUST0001256,52,Female,"Dubai, UAE",Middle,High Risk
CUST0001257,18,Female,"Lagos, Nigeria",Middle,High Risk
CUST0001258,57,Female,"Berlin, Germany",High,Medium Risk
CUST0001259,39,Male,"Johannesburg, South Africa",Low,Low Risk
CUST0001260,46,Male,"Johannesburg, South Africa",High,Low Risk
CUST0001261,25,Male,"Dubai, UAE",Middle,High Risk
CUST0001262,28,Female,Singapore,Middle,Medium Risk
CUST0001263,58,Male,"New York, USA",Middle,Medium Risk
CUST0001264,54,Female,"New York, USA",Low,Low Risk
CUST0001265,31,Male,"Dubai, UAE",Low,High Risk
CUST0001266,47,Male,"London, UK",Middle,Low Risk
CUST0001267,52,Female,"Berlin, Germany",High,Low Risk
CUST0001268,38,Male,"New York, USA",High,Low Risk
CUST0001269,54,Female,"Dubai, UAE",Middle,Low Risk
CUST0001270,22,Female,"New York, USA",High,High Risk
CUST0001271,36,Male,"Johannesburg, South Africa",Middle,Medium Risk
CUST0001272,31,Female,"Dubai, UAE",High,Low Risk
CUST0001273,43,Male,"Berlin, Germany",Middle,Low Risk
CUST0001274,21,Male,"Dubai, UAE",High,Low Risk
CUST0001275,42,Female,"Lagos, Nigeria",Low,Low Risk
CUST0001276,62,Male,"Dubai, UAE",Middle,Medium Risk
CUST0001277,59,Female,"Dubai, UAE",Middle,Medium Risk
CUST0001278,42,Male,Singapore,High,Medium Risk
CUST0001279,35,Male,"Johannesburg, South Africa",Middle,Medium Risk
CUST0001280,57,Male,"Berlin, Germany",Middle,Low Risk
CUST0001281,25,Male,Singapore,Middle,High Risk
CUST0001282,56,Male,"Dubai, UAE",Low,Medium Risk
CUST0001283,57,Female,"Berlin, Germany",Low,Medium Risk
CUST0001284,31,Female,"Lagos, Nigeria",High,Low Risk
CUST0001285,49,Female,"Berlin, Germany",Low,Low Risk
CUST0001286,68,Female,"New York, USA",High,Low Risk
CUST0001287,55,Female,Singapore,Low,Low Risk
CUST0001288,50,Female,"Berlin, Germany",High,High Risk
CUST0001289,40,Male,"Johannesburg, South Africa",Low,High Risk
CUST0001290,32,Male,"Lagos, Nigeria",Low,Medium Risk
CUST0001291,50,Female,"Toronto, Canada",High,High Risk
CUST0001292,42,Female,"Dubai, UAE",Middle,Medium Risk
CUST0001293,34,Male,"Berlin, Germany",Middle,Medium Risk
CUST0001294,50,Male,"Dubai, UAE",Low,High Risk
CUST0001295,64,Male,"London, UK",High,Medium Risk
CUST0001296,72,Female,"New York, USA",Middle,Low Risk
CUST0001297,19,Female,Singapore,High,Medium Risk
CUST0001298,31,Female,"New York, USA",Middle,Low Risk
CUST0001299,70,Male,"London, UK",High,High Risk
CUST0001300,57,Male,"London, UK",Low,High Risk
CUST0001301,57,Female,Singapore,High,Medium Risk
CUST0001302,68,Female,"Berlin, Germany",Middle,Low Risk
CUST0001303,56,Male,"London, UK",Low,Medium Risk
CUST0001304,68,Male,"Toronto, Canada",High,High Risk
CUST0001305,23,Male,"Dubai, UAE",Middle,Medium Risk
CUST0001306,23,Male,"Dubai, UAE",Low,Medium Risk
CUST0001307,20,Female,"Lagos, Nigeria",High,Low Risk
CUST0001308,24,Male,"Johannesburg, South Africa",Middle,High Risk
CUST0001309,68,Male,"London, UK",High,Medium Risk
CUST0001310,25,Male,"London, UK",High,Low Risk
CUST0001311,59,Female,"Toronto, Canada",Low,Medium Risk
CUST0001312,69,Female,"New York, USA",Low,Low Risk
CUST0001313,32,Male,"New York, USA",Middle,Low Risk
CUST0001314,64,Male,"Dubai, UAE",Low,Medium Risk
CUST0001315,46,Male,"Dubai, UAE",Middle,High Risk
CUST0001316,50,Female,"Berlin, Germany",High,High Risk
CUST0001317,69,Female,Singapore,High,Low Risk
CUST0001318,47,Female,"Johannesburg, South Africa",Middle,High Risk
CUST0001319,56,Male,"Toronto, Canada",High,Low Risk
CUST0001320,44,Female,Singapore,Low,High Risk
CUST0001321,53,Male,Singapore,High,Medium Risk
CUST0001322,46,Male,"Lagos, Nigeria",Low,High Risk
CUST0001323,55,Male,Singapore,Middle,Low Risk
CUST0001324,74,Female,"Lagos, Nigeria",Middle,Low Risk
CUST0001325,50,Male,Singapore,High,High Risk
CUST0001326,54,Female,"Toronto, Canada",High,Medium Risk
CUST0001327,44,Female,"Lagos, Nigeria",Low,Low Risk
CUST0001328,72,Male,"New York, USA",Low,Low Risk
CUST0001329,50,Male,"Lagos, Nigeria",High,Low Risk
CUST0001330,21,Female,"Lagos, Nigeria",High,Low Risk
CUST0001331,39,Male,"Toronto, Canada",Middle,Low Risk
CUST0001332,19,Female,"Toronto, Canada",Middle,Medium Risk
CUST0001333,27,Male,"Lagos, Nigeria",Middle,High Risk
CUST0001334,22,Female,"Johannesburg, South Africa",High,Medium Risk
CUST0001335,27,Female,"London, UK",High,Medium Risk
CUST0001336,50,Female,"Johannesburg, South Africa",High,Low Risk
CUST0001337,71,Female,"Toronto, Canada",Middle,Medium Risk
CUST0001338,55,Male,"Johannesburg, South Africa",High,Low Risk
CUST0001339,30,Male,"Johannesburg, South Africa",Low,Medium Risk
CUST0001340,48,Female,"Berlin, Germany",High,Low Risk
CUST0001341,64,Female,"Berlin, Germany",High,Low Risk
CUST0001342,53,Male,"New York, USA",High,Medium Risk
CUST0001343,62,Male,Singapore,High,Medium Risk
CUST0001344,41,Male,"Lagos, Nigeria",High,High Risk
CUST0001345,69,Male,"London, UK",Low,High Risk
CUST0001346,73,Male,"New York, USA",Low,High Risk
CUST0001347,32,Male,"Lagos, Nigeria",High,Medium Risk
CUST0001348,46,Female,"Johannesburg, South Africa",Middle,Medium Risk
CUST0001349,25,Male,"Toronto, Canada",High,Low Risk
CUST0001350,22,Male,"Berlin, Germany",High,High Risk
CUST0001351,46,Female,"Dubai, UAE",High,Low Risk
CUST0001352,64,Male,"London, UK",Middle,Low Risk
CUST0001353,21,Male,"Johannesburg, South Africa",Middle,Low Risk
CUST0001354,29,Male,"Dubai, UAE",Middle,Low Risk
CUST0001355,62,Male,"Berlin, Germany",Low,High Risk
CUST0001356,19,Male,"Johannesburg, South Africa",Middle,Low Risk
CUST0001357,44,Female,Singapore,Low,Medium Risk
CUST0001358,48,Male,Singapore,Low,Medium Risk
CUST0001359,68,Female,"Dubai, UAE",Middle,Medium Risk
CUST0001360,68,Female,"Toronto, Canada",Middle,High Risk
CUST0001361,53,Male,"Johannesburg, South Africa",Middle,Low Risk
CUST0001362,53,Female,"Lagos, Nigeria",Low,High Risk
CUST0001363,43,Male,"Johannesburg, South Africa",High,Low Risk
CUST0001364,60,Female,"Toronto, Canada",Middle,High Risk
CUST0001365,44,Female,"Johannesburg, South Africa",Middle,High Risk
CUST0001366,22,Male,"Dubai, UAE",Middle,Low Risk
CUST0001367,37,Male,"Toronto, Canada",Low,High Risk
CUST0001368,28,Male,"Berlin, Germany",Low,Low Risk
CUST0001369,27,Male,"London, UK",High,Medium Risk
CUST0001370,57,Male,"Toronto, Canada",Middle,Medium Risk
CUST0001371,55,Female,"Johannesburg, South Africa",Low,Medium Risk
CUST0001372,23,Female,"Berlin, Germany",High,High Risk
CUST0001373,25,Female,"London, UK",Middle,Medium Risk
CUST0001374,40,Female,Singapore,Low,Low Risk
CUST0001375,64,Female,"Lagos, Nigeria",Middle,Medium Risk
CUST0001376,43,Female,"Dubai, UAE",Middle,Medium Risk
CUST0001377,63,Female,"Johannesburg, South Africa",Low,High Risk
CUST0001378,60,Male,"Johannesburg, South Africa",Low,Low Risk
CUST0001379,29,Male,Singapore,Low,High Risk
CUST0001380,43,Female,"Lagos, Nigeria",Middle,High Risk
CUST0001381,30,Female,Singapore,Middle,Low Risk
CUST0001382,57,Male,"New York, USA",High,High Risk
CUST0001383,35,Male,Singapore,Middle,Low Risk
