payment_id,policy_id,premium_paid,payment_date,payment_status
PAY0000968,POL0000399,3794.93,2021-03-09,Paid
PAY0000969,POL0002954,416.75,2024-01-08,Paid
PAY0000970,POL0002109,650.42,2023-03-07,Paid
PAY0000971,POL0001939,3180.13,2022-06-13,Pending
PAY0000972,POL0001205,4223.32,2021-07-18,Paid
PAY0000973,POL0002361,4394.55,2020-02-25,Paid
PAY0000974,POL0000265,3504.17,2023-05-21,Failed
PAY0000975,POL0001053,1164.51,2021-07-06,Paid
PAY0000976,POL0000712,1136.1,2023-04-13,Paid
PAY0000977,POL0000913,4430.54,2022-06-28,Pending
PAY0000978,POL0001615,743.53,2021-05-05,Paid
PAY0000979,POL0001680,3493.14,2019-09-30,Paid
PAY0000980,POL0001735,2760.83,2019-01-05,Failed
PAY0000981,POL0002387,2222.82,2023-05-03,Failed
PAY0000982,POL0001446,2313.61,2021-05-01,Pending
PAY0000983,POL0002137,4737.0,2022-12-13,Paid
PAY0000984,POL0000332,4334.93,2020-08-02,Paid
PAY0000985,POL0000152,4351.92,2020-05-17,Paid
PAY0000986,POL0000708,2151.77,2022-06-18,Paid
PAY0000987,POL0002174,713.51,2023-06-04,Paid
PAY0000988,POL0000421,4989.63,2024-07-10,Paid
PAY0000989,POL0001709,897.65,2024-07-23,Paid
PAY0000990,POL0000253,2674.8,2018-06-28,Failed
PAY0000991,POL0000999,1470.17,2020-07-31,Paid
PAY0000992,POL0001835,2651.57,2018-08-12,Paid
PAY0000993,POL0001732,1663.68,2023-04-05,Paid
PAY0000994,POL0000293,4505.06,2019-10-06,Pending
PAY0000995,POL0001241,4848.04,2021-12-11,Paid
PAY0000996,POL0000169,2168.31,2018-07-11,Paid
PAY0000997,POL0002782,536.91,2018-07-01,Paid
PAY0000998,POL0002064,3384.01,2018-05-14,Paid
PAY0000999,POL0000037,2007.8,2018-10-13,Paid
PAY0001000,POL0001445,4932.65,2018-06-17,Paid
PAY0001001,POL0001927,629.0,2019-02-16,Paid
PAY0001002,POL0000296,771.81,2018-02-05,Paid
PAY0001003,POL0002483,3557.23,2019-09-25,Paid
PAY0001004,POL0002368,3841.52,2020-01-13,Paid
PAY0001005,POL0002582,2461.26,2024-07-08,Paid
PAY0001006,POL0002622,1530.87,2023-10-31,Paid
PAY0001007,POL0000923,1687.09,2020-03-28,Pending
PAY0001008,POL0001821,1822.27,2024-06-04,Paid
PAY0001009,POL0000981,1281.35,2024-03-01,Paid
PAY0001010,POL0002443,4283.08,2023-09-10,Paid
PAY0001011,POL0002325,512.37,2018-11-12,Paid
PAY0001012,POL0000649,2154.93,2018-05-07,Pending
PAY0001013,POL0000283,3788.5,2022-03-24,Paid
PAY0001014,POL0001663,218.36,2019-02-10,Paid
PAY0001015,POL0000999,4414.56,2019-06-08,Failed
PAY0001016,POL0000086,3590.21,2022-12-26,Paid
PAY0001017,POL0000207,552.19,2022-01-20,Paid
PAY0001018,POL0002611,4495.98,2021-03-03,Paid
PAY0001019,POL0002525,2539.06,2018-11-24,Paid
PAY0001020,POL0001767,3330.75,2018-07-30,Paid
PAY0001021,POL0002640,4433.76,2019-09-03,Paid
PAY0001022,POL0000131,4429.58,2018-03-21,Paid
PAY0001023,POL0002448,2161.97,2018-08-17,Paid
PAY0001024,POL0000136,1340.91,2021-12-18,Paid
PAY0001025,POL0002218,1435.62,2021-04-17,Paid
PAY0001026,POL0001187,3876.52,2023-06-26,Paid
PAY0001027,POL0000199,4661.27,2020-11-09,Paid
PAY0001028,POL0000739,546.71,2022-11-24,Paid
PAY0001029,POL0002813,272.09,2024-03-18,Paid
PAY0001030,POL0001518,4150.09,2021-08-29,Paid
PAY0001031,POL0000103,2055.69,2024-07-01,Paid
PAY0001032,POL0000548,1526.96,2021-12-12,Paid
PAY0001033,POL0000006,1104.19,2020-09-01,Paid
PAY0001034,POL0000711,1863.11,2021-05-10,Paid
PAY0001035,POL0000012,4863.05,2021-07-17,Paid
PAY0001036,POL0002151,4889.98,2019-04-11,Paid
PAY0001037,POL0002747,1791.26,2018-02-02,Paid
PAY0001038,POL0001857,4825.71,2018-09-15,Paid
PAY0001039,POL0001714,1639.34,2022-07-31,Paid
PAY0001040,POL0000427,4301.51,2019-02-17,Paid
PAY0001041,POL0000171,1217.62,2019-12-14,Paid
PAY0001042,POL0001713,4167.14,2019-09-14,Failed
PAY0001043,POL0000089,1897.91,2023-12-10,Pending
PAY0001044,POL0002764,1139.47,2018-02-20,Paid
PAY0001045,POL0000855,4686.94,2018-04-28,Paid
PAY0001046,POL0001458,1228.08,2018-12-17,Paid
PAY0001047,POL0002648,4960.81,2021-01-07,Paid
PAY0001048,POL0002474,721.15,2021-03-30,Paid
PAY0001049,POL0000178,248.1,2021-10-20,Paid
PAY0001050,POL0002611,4379.81,2020-07-11,Paid
PAY0001051,POL0000418,3015.7,2022-06-26,Pending
PAY0001052,POL0000554,2223.81,2021-06-01,Pending
PAY0001053,POL0000242,593.43,2020-09-07,Pending
PAY0001054,POL0001380,2959.48,2021-01-14,Paid
PAY0001055,POL0001597,2089.88,2018-04-10,Paid
PAY0001056,POL0001462,2521.39,2024-02-01,Failed
PAY0001057,POL0001466,3225.88,2018-03-10,Paid
PAY0001058,POL0002005,3271.68,2023-09-29,Paid
PAY0001059,POL0002456,4810.88,2023-01-24,Pending
PAY0001060,POL0001947,3344.26,2020-11-23,Paid
PAY0001061,POL0001301,1829.14,2020-07-26,Paid
PAY0001062,POL0001071,1782.24,2023-06-20,Paid
PAY0001063,POL0000822,2490.37,2022-11-29,Paid
PAY0001064,POL0002578,1444.77,2021-12-16,Paid
PAY0001065,POL0001920,2006.91,2018-11-26,Paid
PAY0001066,POL0002548,4242.14,2020-05-30,Paid
PAY0001067,POL0001789,4326.86,2020-02-06,Failed
PAY0001068,POL0000192,3213.4,2019-10-09,Pending
PAY0001069,POL0002097,2997.64,2024-11-17,Paid
PAY0001070,POL0002142,2250.08,2020-12-24,Paid
PAY0001071,POL0000931,3252.31,2020-06-18,Paid
PAY0001072,POL0001773,4069.06,2024-07-09,Pending
PAY0001073,POL0002215,3741.67,2020-07-29,Pending
PAY0001074,POL0002302,370.21,2021-03-21,Paid
PAY0001075,POL0000057,3709.42,2023-04-05,Paid
PAY0001076,POL0002054,3655.75,2023-03-07,Paid
PAY0001077,POL0001998,675.15,2022-07-24,Paid
PAY0001078,POL0000238,921.19,2024-12-14,Pending
PAY0001079,POL0000733,3981.96,2019-07-07,Paid
PAY0001080,POL0002638,2883.15,2023-12-22,Paid
PAY0001081,POL0002068,4143.82,2020-04-08,Paid
PAY0001082,POL0002825,1086.77,2023-05-07,Paid
PAY0001083,POL0001228,346.95,2018-12-24,Paid
PAY0001084,POL0000142,977.32,2022-11-20,Failed
PAY0001085,POL0002424,2372.34,2018-03-17,Paid
PAY0001086,POL0002455,2711.81,2018-05-29,Paid
PAY0001087,POL0000816,4316.97,2021-01-13,Paid
PAY0001088,POL0002018,3637.76,2022-06-26,Paid
PAY0001089,POL0002128,4953.88,2020-05-22,Paid
PAY0001090,POL0000210,577.85,2020-06-18,Paid
PAY0001091,POL0000768,825.06,2018-06-13,Failed
PAY0001092,POL0002425,604.91,2021-07-28,Failed
PAY0001093,POL0002088,2784.6,2023-09-01,Paid
PAY0001094,POL0000453,1480.93,2023-11-20,Paid
PAY0001095,POL0000714,3481.44,2019-11-11,Pending
PAY0001096,POL0000086,836.92,2021-05-19,Paid
PAY0001097,POL0001579,695.32,2022-04-16,Paid
PAY0001098,POL0002284,2408.79,2024-11-29,Paid
PAY0001099,POL0002017,2004.31,2021-09-25,Paid
PAY0001100,POL0001914,4179.99,2022-01-04,Failed
PAY0001101,POL0001606,4220.26,2019-02-10,Paid
PAY0001102,POL0000644,763.66,2024-09-16,Paid
PAY0001103,POL0001272,4099.15,2022-11-28,Paid
PAY0001104,POL0002715,2907.99,2020-07-17,Failed
PAY0001105,POL0001625,2617.08,2024-07-23,Paid
PAY0001106,POL0001563,654.86,2018-09-04,Failed
PAY0001107,POL0002409,3750.23,2019-02-14,Failed
PAY0001108,POL0002916,486.24,2018-03-20,Pending
PAY0001109,POL0000750,1532.92,2020-09-07,Paid
PAY0001110,POL0002223,658.07,2018-10-17,Paid
PAY0001111,POL0002876,2747.68,2022-06-16,Failed
PAY0001112,POL0002852,3297.1,2022-03-18,Failed
PAY0001113,POL0001398,4476.1,2022-03-20,Pending
PAY0001114,POL0001966,3722.59,2018-06-26,Paid
PAY0001115,POL0000061,4813.3,2023-01-17,Paid
PAY0001116,POL0001531,3852.56,2020-11-13,Pending
PAY0001117,POL0000775,1630.75,2021-03-03,Paid
PAY0001118,POL0002462,2828.41,2020-12-06,Paid
PAY0001119,POL0000116,2398.11,2018-06-02,Paid
PAY0001120,POL0001757,2916.65,2021-11-20,Paid
PAY0001121,POL0001448,2946.03,2019-03-03,Pending
PAY0001122,POL0001152,3570.09,2020-01-10,Paid
PAY0001123,POL0001350,598.61,2019-09-10,Paid
PAY0001124,POL0002746,3784.38,2022-07-16,Paid
PAY0001125,POL0001223,889.97,2020-07-22,Failed
PAY0001126,POL0002848,325.8,2020-02-09,Paid
PAY0001127,POL0000627,2690.75,2018-08-13,Paid
PAY0001128,POL0001357,2991.09,2021-03-29,Paid
PAY0001129,POL0001490,367.29,2021-07-18,Paid
PAY0001130,POL0001866,2673.78,2024-01-23,Failed
PAY0001131,POL0002472,2765.94,2020-01-22,Paid
PAY0001132,POL0001337,451.98,2023-10-08,Paid
PAY0001133,POL0000523,3615.61,2020-11-05,Paid
PAY0001134,POL0001640,1209.39,2018-09-06,Paid
PAY0001135,POL0002223,4013.4,2021-04-11,Pending
PAY0001136,POL0002946,1691.95,2019-04-13,Paid
PAY0001137,POL0001972,2493.88,2022-09-07,Paid
PAY0001138,POL0002422,4480.88,2020-06-03,Failed
PAY0001139,POL0000632,4069.66,2019-09-05,Paid
PAY0001140,POL0000237,3952.95,2021-03-09,Paid
PAY0001141,POL0001772,970.08,2023-06-25,Paid
PAY0001142,POL0000968,431.08,2022-10-26,Paid
PAY0001143,POL0001841,3107.64,2018-08-12,Paid
PAY0001144,POL0000443,2171.32,2019-12-11,Paid
PAY0001145,POL0002832,4563.57,2018-10-22,Paid
PAY0001146,POL0001912,1878.05,2023-07-04,Paid
PAY0001147,POL0001020,2170.63,2023-09-20,Paid
PAY0001148,POL0002007,2724.8,2018-03-07,Paid
PAY0001149,POL0002935,4022.72,2020-04-21,Pending
PAY0001150,POL0002894,1487.84,2024-07-10,Paid
PAY0001151,POL0001563,4720.74,2018-09-05,Paid
PAY0001152,POL0000842,2791.62,2024-03-25,Paid
PAY0001153,POL0000635,4236.69,2024-09-20,Paid
PAY0001154,POL0002204,2722.97,2019-12-07,Paid
PAY0001155,POL0002777,3905.57,2023-02-19,Paid
PAY0001156,POL0000813,446.82,2024-08-23,Paid
PAY0001157,POL0002688,4036.22,2021-08-03,Paid
PAY0001158,POL0001710,2715.01,2019-06-29,Pending
PAY0001159,POL0001571,2357.19,2022-07-19,Paid
PAY0001160,POL0001065,735.73,2024-04-16,Paid
PAY0001161,POL0000186,3759.5,2018-01-31,Paid
PAY0001162,POL0002509,829.59,2018-03-27,Pending
PAY0001163,POL0001719,1123.13,2020-12-12,Paid
PAY0001164,POL0001413,806.83,2021-04-01,Pending
PAY0001165,POL0002594,231.56,2021-03-17,Paid
PAY0001166,POL0001473,3377.19,2024-02-21,Paid
PAY0001167,POL0000699,1500.05,2023-09-28,Paid
PAY0001168,POL0002355,917.46,2022-07-24,Paid
PAY0001169,POL0000945,1735.87,2020-04-28,Paid
PAY0001170,POL0000137,2595.61,2021-11-21,Paid
PAY0001171,POL0001226,2616.38,2021-06-08,Paid
PAY0001172,POL0000893,1962.54,2021-11-13,Paid
PAY0001173,POL0002703,2575.67,2023-08-02,Failed
PAY0001174,POL0000621,2251.24,2021-05-28,Paid
PAY0001175,POL0002205,4148.79,2019-01-07,Paid
PAY0001176,POL0002229,342.15,2023-02-25,Paid
PAY0001177,POL0002457,4366.54,2018-04-20,Paid
PAY0001178,POL0000853,1370.79,2021-07-17,Paid
PAY0001179,POL0000871,3664.55,2023-08-07,Paid
PAY0001180,POL0000612,2144.19,2024-12-16,Paid
PAY0001181,POL0001539,1612.8,2024-04-22,Paid
PAY0001182,POL0001569,3153.67,2018-05-17,Pending
PAY0001183,POL0000069,3890.65,2018-07-17,Paid
PAY0001184,POL0000602,2359.69,2018-12-07,Paid
PAY0001185,POL0002065,2439.46,2022-07-08,Paid
PAY0001186,POL0002897,482.51,2023-06-07,Paid
PAY0001187,POL0000879,4635.18,2021-03-05,Paid
PAY0001188,POL0002883,4265.1,2019-01-28,Paid
PAY0001189,POL0000546,2110.37,2019-11-30,Paid
PAY0001190,POL0001800,3871.76,2022-06-18,Pending
PAY0001191,POL0001837,1703.74,2018-02-13,Paid
PAY0001192,POL0002108,3706.02,2024-01-12,Paid
PAY0001193,POL0000184,2680.12,2023-05-25,Paid
PAY0001194,POL0000838,2411.68,2018-01-20,Paid
PAY0001195,POL0001893,471.31,2022-01-20,Paid
PAY0001196,POL0001389,4834.03,2019-01-31,Failed
PAY0001197,POL0001942,4219.56,2018-04-08,Paid
PAY0001198,POL0001953,4008.26,2022-04-08,Paid
PAY0001199,POL0001458,1663.6,2022-06-12,Pending
PAY0001200,POL0002801,1590.03,2022-10-26,Paid
PAY0001201,POL0002771,2951.33,2019-05-10,Paid
PAY0001202,POL0001392,4261.87,2018-10-04,Paid
PAY0001203,POL0001454,4686.22,2022-05-31,Pending
PAY0001204,POL0002378,1490.86,2021-07-23,Paid
PAY0001205,POL0001173,3115.59,2021-09-05,Failed
PAY0001206,POL0001712,3674.73,2023-05-30,Paid
PAY0001207,POL0001401,1286.68,2020-12-17,Paid
PAY0001208,POL0000781,2155.85,2019-10-02,Paid
PAY0001209,POL0001029,1099.88,2022-04-11,Failed
PAY0001210,POL0002450,3554.74,2020-08-01,Paid
PAY0001211,POL0000628,4346.17,2020-09-17,Paid
PAY0001212,POL0002251,4412.16,2023-04-06,Pending
PAY0001213,POL0000054,3416.43,2019-04-21,Paid
PAY0001214,POL0000288,1866.33,2023-09-25,Paid
PAY0001215,POL0001069,3372.99,2021-09-16,Paid
PAY0001216,POL0000284,4348.48,2022-11-26,Paid
PAY0001217,POL0000833,3204.11,2019-02-22,Paid
PAY0001218,POL0000582,2181.88,2020-07-13,Paid
PAY0001219,POL0001995,4615.05,2024-10-19,Paid
PAY0001220,POL0002090,4209.04,2022-03-03,Paid
PAY0001221,POL0000272,4435.69,2019-04-04,Paid
PAY0001222,POL0000917,4535.32,2023-07-30,Pending
PAY0001223,POL0000571,2090.3,2018-09-25,Pending
PAY0001224,POL0002800,4326.27,2019-05-01,Paid
PAY0001225,POL0002095,2937.68,2023-07-17,Pending
PAY0001226,POL0001646,383.16,2019-11-12,Failed
PAY0001227,POL0002174,3252.01,2019-05-08,Paid
PAY0001228,POL0000472,2458.97,2022-11-09,Failed
PAY0001229,POL0000811,1520.74,2024-04-18,Failed
PAY0001230,POL0001947,4857.84,2023-11-09,Paid
PAY0001231,POL0000621,464.34,2023-05-23,Paid
PAY0001232,POL0000677,4740.21,2019-03-27,Paid
PAY0001233,POL0002418,964.48,2018-12-13,Paid
PAY0001234,POL0000771,2009.54,2021-11-03,Paid
PAY0001235,POL0002636,2202.73,2022-01-12,Pending
PAY0001236,POL0002055,3708.9,2019-02-25,Paid
PAY0001237,POL0000698,1234.92,2022-09-14,Paid
PAY0001238,POL0001615,4933.29,2022-09-03,Paid
PAY0001239,POL0000065,3795.26,2019-06-28,Paid
PAY0001240,POL0000202,3991.77,2024-10-15,Paid
PAY0001241,POL0000142,710.86,2024-01-01,Pending
PAY0001242,POL0002865,2486.3,2022-12-12,Paid
PAY0001243,POL0002265,4738.92,2019-10-23,Pending
PAY0001244,POL0001317,1496.32,2024-04-23,Pending
PAY0001245,POL0001158,897.84,2024-09-21,Paid
PAY0001246,POL0002310,2529.89,2022-04-08,Paid
PAY0001247,POL0002332,4665.89,2022-02-28,Paid
PAY0001248,POL0000102,2536.59,2021-06-21,Paid
PAY0001249,POL0000377,2143.2,2018-05-19,Paid
PAY0001250,POL0000206,3321.31,2021-06-03,Paid
PAY0001251,POL0000761,4697.04,2022-04-05,Paid
PAY0001252,POL0001147,435.48,2024-11-01,Paid
PAY0001253,POL0002058,936.3,2020-08-09,Paid
PAY0001254,POL0001191,837.22,2021-09-21,Paid
PAY0001255,POL0001635,609.6,2023-07-19,Paid
PAY0001256,POL0001743,1650.11,2020-02-21,Paid
PAY0001257,POL0002199,1300.68,2023-12-22,Paid
PAY0001258,POL0001061,2833.72,2018-05-02,Failed
PAY0001259,POL0001913,1770.99,2023-06-06,Paid
PAY0001260,POL0002824,2145.0,2024-07-14,Paid
PAY0001261,POL0001498,4720.95,2019-11-10,Paid
PAY0001262,POL0001468,947.15,2024-03-29,Paid
PAY0001263,POL0001029,2064.6,2019-07-25,Paid
PAY0001264,POL0000890,1433.99,2024-01-02,Pending
PAY0001265,POL0001250,2836.0,2020-02-20,Paid
PAY0001266,POL0001563,3734.41,2018-11-01,Paid
PAY0001267,POL0000403,4121.54,2023-02-14,Paid
PAY0001268,POL0002987,2673.42,2020-12-18,Paid
PAY0001269,POL0000811,4303.6,2020-02-24,Paid
PAY0001270,POL0001059,3968.36,2018-09-23,Paid
PAY0001271,POL0001261,953.62,2024-08-20,Paid
PAY0001272,POL0001492,1378.06,2019-07-19,Paid
PAY0001273,POL0002547,3424.26,2018-08-11,Paid
PAY0001274,POL0000512,4879.01,2020-01-31,Paid
PAY0001275,POL0001847,2005.42,2023-06-13,Paid
PAY0001276,POL0000317,1303.08,2021-07-30,Paid
PAY0001277,POL0000303,4371.82,2018-08-20,Paid
PAY0001278,POL0001126,1158.14,2021-04-16,Paid
PAY0001279,POL0001336,3547.56,2023-05-29,Paid
PAY0001280,POL0000082,364.4,2022-03-12,Paid
PAY0001281,POL0000658,291.11,2019-12-31,Paid
PAY0001282,POL0002241,2367.52,2018-07-10,Failed
PAY0001283,POL0002272,3351.39,2024-11-19,Paid
PAY0001284,POL0000053,883.69,2023-01-22,Pending
PAY0001285,POL0001015,3866.64,2018-07-03,Paid
PAY0001286,POL0000345,817.94,2019-12-16,Paid
PAY0001287,POL0001109,2761.8,2022-06-07,Paid
PAY0001288,POL0000987,1679.84,2018-05-04,Paid
PAY0001289,POL0001931,3810.82,2018-01-18,Paid
PAY0001290,POL0000641,4059.76,2019-04-24,Paid
PAY0001291,POL0000211,517.24,2019-07-03,Paid
PAY0001292,POL0000864,1124.5,2019-04-20,Paid
PAY0001293,POL0000776,4484.69,2022-12-26,Paid
PAY0001294,POL0000915,2194.94,2023-01-07,Paid
PAY0001295,POL0000183,2488.33,2022-04-17,Paid
PAY0001296,POL0000506,1006.51,2021-03-09,Failed
PAY0001297,POL0001858,4975.5,2022-08-26,Paid
PAY0001298,POL0002060,4630.63,2024-05-11,Paid
PAY0001299,POL0000093,209.72,2023-08-19,Paid
PAY0001300,POL0000330,2843.53,2020-11-26,Failed
PAY0001301,POL0002238,4386.88,2023-04-16,Paid
PAY0001302,POL0002914,2266.56,2021-12-25,Paid
PAY0001303,POL0002341,2296.71,2019-12-24,Paid
PAY0001304,POL0000261,2020.87,2021-09-09,Paid
PAY0001305,POL0000710,338.38,2019-09-16,Paid
PAY0001306,POL0001952,3993.36,2024-12-04,Paid
PAY0001307,POL0002371,2392.57,2023-03-27,Paid
PAY0001308,POL0002058,2749.12,2020-04-28,Paid
PAY0001309,POL0000088,1427.29,2018-08-02,Paid
PAY0001310,POL0002388,3963.77,2020-01-28,Paid
PAY0001311,POL0001573,4009.99,2022-12-29,Paid
PAY0001312,POL0002735,2854.02,2022-04-03,Paid
PAY0001313,POL0002257,4542.21,2022-01-04,Paid
PAY0001314,POL0001073,756.24,2019-08-13,Paid
PAY0001315,POL0002970,3975.81,2022-02-14,Paid
PAY0001316,POL0001847,2881.2,2024-08-02,Paid
PAY0001317,POL0002311,1308.86,2018-12-10,Failed
PAY0001318,POL0002718,835.06,2024-03-15,Paid
PAY0001319,POL0001489,1644.83,2024-05-06,Paid
PAY0001320,POL0001659,4310.32,2024-05-03,Paid
PAY0001321,POL0002068,3980.57,2020-06-13,Paid
PAY0001322,POL0002616,3296.64,2019-07-27,Paid
PAY0001323,POL0001132,633.57,2018-02-24,Paid
PAY0001324,POL0002188,4783.19,2023-06-08,Failed
PAY0001325,POL0001115,1666.11,2020-04-18,Paid
PAY0001326,POL0000271,3113.6,2019-01-01,Failed
PAY0001327,POL0001597,4054.89,2018-05-06,Paid
PAY0001328,POL0000284,837.71,2019-09-13,Paid
PAY0001329,POL0000366,3330.54,2020-04-15,Paid
PAY0001330,POL0002532,355.02,2020-09-03,Paid
PAY0001331,POL0000003,688.59,2021-04-21,Paid
PAY0001332,POL0000784,3671.09,2023-01-27,Pending
PAY0001333,POL0002212,944.39,2018-12-27,Failed
PAY0001334,POL0000388,2328.83,2018-05-09,Paid
PAY0001335,POL0001033,1392.0,2022-02-20,Paid
PAY0001336,POL0001390,2221.9,2019-04-03,Failed
PAY0001337,POL0002060,570.66,2023-06-20,Paid
PAY0001338,POL0000074,3823.52,2021-10-23,Paid
PAY0001339,POL0000238,579.4,2022-03-03,Paid
PAY0001340,POL0001986,4221.99,2018-04-30,Paid
PAY0001341,POL0002963,3380.52,2023-09-25,Paid
PAY0001342,POL0002282,2199.61,2021-11-01,Pending
PAY0001343,POL0001463,4359.14,2021-06-10,Paid
PAY0001344,POL0001781,1093.43,2018-10-13,Paid
PAY0001345,POL0001505,1469.91,2022-02-26,Paid
PAY0001346,POL0001116,858.19,2021-11-23,Failed
PAY0001347,POL0000872,2031.53,2018-06-14,Failed
PAY0001348,POL0001222,4936.32,2024-11-10,Paid
PAY0001349,POL0001140,972.93,2024-03-15,Paid
PAY0001350,POL0001667,4188.69,2022-04-21,Failed
PAY0001351,POL0002201,3329.02,2024-12-17,Paid
PAY0001352,POL0001657,275.91,2019-02-24,Pending
PAY0001353,POL0001132,4735.47,2023-11-01,Paid
PAY0001354,POL0001972,4861.24,2021-07-02,Paid
PAY0001355,POL0002576,4639.52,2024-04-27,Pending
PAY0001356,POL0000811,2608.35,2021-05-24,Pending
PAY0001357,POL0000056,1257.8,2022-03-23,Paid
PAY0001358,POL0002663,2078.07,2024-07-20,Paid
PAY0001359,POL0001534,3148.12,2023-06-06,Paid
PAY0001360,POL0000934,2018.41,2020-10-19,Paid
PAY0001361,POL0000663,3599.22,2022-01-23,Paid
PAY0001362,POL0001579,4018.76,2018-01-20,Paid
PAY0001363,POL0002348,1205.09,2022-05-25,Failed
PAY0001364,POL0002678,2143.72,2020-09-16,Paid
PAY0001365,POL0001872,4797.17,2021-01-20,Paid
PAY0001366,POL0001303,1399.07,2020-02-24,Paid
PAY0001367,POL0000144,1862.95,2023-01-28,Paid
PAY0001368,POL0000229,371.17,2021-07-01,Paid
PAY0001369,POL0002514,1795.36,2020-10-03,Paid
PAY0001370,POL0002185,1980.47,2019-01-03,Paid
PAY0001371,POL0000240,679.21,2018-06-24,Paid
PAY0001372,POL0002005,206.92,2019-07-26,Pending
PAY0001373,POL0002497,2961.95,2024-08-26,Paid
PAY0001374,POL0001339,1647.33,2023-03-31,Paid
PAY0001375,POL0000151,285.55,2020-01-19,Paid
PAY0001376,POL0000803,4327.73,2023-05-02,Paid
PAY0001377,POL0000353,3005.17,2021-08-26,Paid
PAY0001378,POL0001975,1021.61,2024-02-16,Pending
PAY0001379,POL0001134,4353.18,2020-12-31,Failed
PAY0001380,POL0000466,1417.21,2019-11-23,Paid
PAY0001381,POL0001064,1291.74,2023-08-03,Paid
PAY0001382,POL0002702,4494.24,2018-06-27,Paid
PAY0001383,POL0001396,1061.4,2022-08-24,Paid
PAY0001384,POL0001549,4419.13,2024-06-30,Paid
PAY0001385,POL0001531,4054.27,2022-06-10,Paid
PAY0001386,POL0000053,1686.93,2023-03-21,Paid
PAY0001387,POL0001769,365.11,2023-09-21,Paid
PAY0001388,POL0002399,596.35,2022-02-10,Paid
PAY0001389,POL0001575,725.74,2018-06-21,Failed
PAY0001390,POL0002787,4475.83,2024-04-16,Paid
PAY0001391,POL0002388,2139.37,2020-06-24,Paid
PAY0001392,POL0001145,356.14,2020-04-21,Failed
PAY0001393,POL0002113,2871.43,2024-01-28,Paid
PAY0001394,POL0001464,1198.36,2022-04-04,Paid
PAY0001395,POL0000296,1328.61,2019-05-06,Paid
PAY0001396,POL0002990,972.04,2018-01-15,Paid
PAY0001397,POL0002253,3857.7,2022-07-28,Paid
PAY0001398,POL0000647,202.94,2024-12-28,Paid
PAY0001399,POL0001581,2307.12,2020-10-05,Paid
PAY0001400,POL0002183,616.98,2018-04-09,Pending
PAY0001401,POL0002426,2851.4,2021-09-25,Paid
PAY0001402,POL0002916,1860.76,2019-08-22,Paid
PAY0001403,POL0002628,336.09,2018-12-25,Paid
PAY0001404,POL0000710,2412.68,2018-10-07,Pending
PAY0001405,POL0000067,2938.81,2023-02-24,Paid
PAY0001406,POL0002051,1388.74,2023-12-13,Paid
PAY0001407,POL0001594,3874.46,2024-02-11,Paid
PAY0001408,POL0001912,1981.03,2019-05-31,Paid
PAY0001409,POL0000510,3796.86,2020-03-16,Pending
PAY0001410,POL0001892,2979.28,2021-04-04,Paid
PAY0001411,POL0001462,4372.41,2019-04-11,Paid
PAY0001412,POL0002825,2825.24,2019-08-21,Failed
PAY0001413,POL0001974,1091.01,2022-06-01,Paid
PAY0001414,POL0002000,4148.44,2018-04-19,Paid
PAY0001415,POL0001971,3958.57,2020-08-19,Failed
PAY0001416,POL0001552,4867.31,2022-12-08,Pending
PAY0001417,POL0000102,649.19,2023-08-31,Paid
PAY0001418,POL0001461,3037.91,2024-08-20,Pending
PAY0001419,POL0002847,2560.01,2018-06-24,Paid
PAY0001420,POL0000734,3420.19,2020-07-13,Paid
PAY0001421,POL0002435,4904.86,2024-01-08,Paid
PAY0001422,POL0000533,2754.91,2021-12-27,Paid
PAY0001423,POL0000092,3491.55,2024-12-06,Paid
PAY0001424,POL0001820,1866.62,2023-05-26,Paid
PAY0001425,POL0001157,1635.06,2021-07-20,Pending
PAY0001426,POL0000839,1809.42,2018-04-30,Paid
PAY0001427,POL0000505,385.32,2018-11-27,Paid
PAY0001428,POL0001477,1566.76,2024-09-03,Pending
PAY0001429,POL0000841,1030.14,2022-10-06,Paid
PAY0001430,POL0000687,2395.65,2020-07-15,Paid
PAY0001431,POL0002773,2411.96,2022-08-13,Failed
PAY0001432,POL0002196,3873.1,2021-09-29,Paid
PAY0001433,POL0000934,2611.0,2019-03-20,Paid
PAY0001434,POL0001256,2422.79,2019-02-18,Paid
PAY0001435,POL0000884,1311.81,2020-12-13,Paid
PAY0001436,POL0000314,4291.9,2018-02-24,Pending
PAY0001437,POL0002705,636.8,2018-11-04,Paid
PAY0001438,POL0002346,4915.02,2021-11-20,Failed
PAY0001439,POL0000223,2485.16,2018-02-17,Paid
PAY0001440,POL0002401,1092.74,2018-05-15,Paid
PAY0001441,POL0000416,1900.77,2019-10-24,Paid
PAY0001442,POL0002110,273.78,2018-09-24,Pending
PAY0001443,POL0002656,999.31,2021-11-16,Paid
PAY0001444,POL0000624,1809.63,2024-04-28,Paid
PAY0001445,POL0002424,2861.19,2019-01-14,Paid
PAY0001446,POL0002647,821.51,2021-10-02,Paid
PAY0001447,POL0000405,3444.62,2020-12-14,Paid
PAY0001448,POL0002977,4252.53,2018-03-31,Paid
PAY0001449,POL0001279,2947.23,2022-12-03,Paid
PAY0001450,POL0000390,1625.13,2022-07-11,Paid
PAY0001451,POL0001649,782.68,2020-09-11,Paid
PAY0001452,POL0000766,274.57,2020-02-05,Paid
