customer_id,activity_score,device_usage,engagement_level
CUST0001688,0.711,Mixed,Medium
CUST0000438,0.626,Mixed,High
CUST0002272,0.341,Mobile,Low
CUST0002071,0.077,Mixed,Medium
CUST0000345,0.932,Mobile,Medium
CUST0000730,0.19,Mixed,High
CUST0002325,0.909,Web,Low
CUST0001734,0.225,Mixed,High
CUST0002198,0.071,Mobile,Medium
CUST0002682,0.084,Mobile,High
CUST0002157,0.358,Mobile,Medium
CUST0002763,0.152,Mobile,High
CUST0001829,0.482,Mobile,Low
CUST0002334,0.454,Mobile,Low
CUST0000877,0.836,Mobile,High
CUST0000076,0.696,Mixed,Low
CUST0001435,0.698,Mixed,High
CUST0002298,0.591,Mixed,Medium
CUST0002126,0.047,Web,Low
CUST0002815,0.747,Mobile,Low
CUST0000885,0.359,Mixed,Low
CUST0002945,0.836,Web,Medium
CUST0001018,0.247,Web,Low
CUST0001650,0.67,Mobile,Low
CUST0001905,0.604,Web,High
CUST0000840,0.112,Mixed,High
CUST0001256,0.136,Mobile,Medium
CUST0002586,1.0,Mixed,Medium
CUST0001882,0.336,Mixed,High
CUST0002737,0.407,Web,Low
CUST0000428,0.855,Mobile,High
CUST0002603,0.631,Web,High
CUST0000049,0.679,Web,Medium
CUST0000180,0.636,Mixed,Medium
CUST0000327,0.323,Mixed,Low
CUST0000672,0.829,Web,High
CUST0001642,0.034,Mixed,Low
CUST0000113,0.367,Web,Medium
CUST0001274,0.955,Mobile,Medium
CUST0000530,0.379,Mixed,Medium
CUST0002006,0.017,Mixed,Low
CUST0001821,0.192,Web,Low
CUST0001696,0.944,Web,High
CUST0000182,0.849,Mixed,Medium
CUST0000497,0.195,Mobile,High
CUST0002644,0.977,Mixed,Medium
CUST0002731,0.159,Web,High
CUST0000681,0.992,Mobile,Medium
CUST0000904,0.845,Mobile,High
CUST0002859,0.913,Mobile,Low
CUST0002995,0.14,Web,Low
CUST0000136,0.302,Mixed,High
CUST0001661,0.702,Mixed,Medium
CUST0001454,0.505,Mobile,Low
CUST0000545,0.292,Mixed,High
CUST0000314,0.695,Web,Low
CUST0002127,0.78,Mixed,High
CUST0000350,0.285,Web,High
CUST0001989,0.086,Mobile,Low
CUST0000083,0.574,Mobile,Low
CUST0000874,0.397,Web,High
CUST0002699,0.878,Mobile,High
CUST0000485,0.045,Mixed,High
CUST0000330,0.638,Mixed,High
CUST0002928,0.047,Mixed,High
CUST0002688,0.113,Web,Low
CUST0001953,0.369,Mixed,Medium
CUST0000445,0.229,Mobile,High
CUST0001112,0.162,Mixed,Medium
CUST0001565,0.793,Mixed,Medium
CUST0001767,0.232,Web,Medium
CUST0001179,0.365,Mobile,High
CUST0002062,0.908,Mixed,Low
CUST0000509,0.786,Mobile,Medium
CUST0000549,0.524,Web,High
CUST0001508,0.094,Web,Low
CUST0001240,0.945,Mixed,Low
CUST0001073,0.709,Mixed,Medium
CUST0001771,0.035,Mobile,Medium
CUST0002810,0.949,Mixed,Medium
CUST0002013,0.072,Web,Low
CUST0002063,0.603,Web,Low
CUST0000517,0.394,Web,Low
CUST0001006,0.981,Web,Medium
CUST0002791,0.923,Web,Medium
CUST0001837,0.599,Mixed,High
CUST0000897,0.701,Mobile,High
CUST0002351,0.822,Mixed,Medium
CUST0000290,0.82,Mixed,Low
CUST0001000,0.599,Mobile,Low
CUST0000136,0.252,Mixed,Medium
CUST0000238,0.313,Mobile,High
CUST0000087,0.666,Web,Medium
CUST0002276,0.688,Web,Medium
CUST0002853,0.371,Web,Low
CUST0000430,0.888,Web,Medium
CUST0000763,0.4,Web,Medium
CUST0001604,0.698,Mobile,Low
CUST0001735,0.209,Mixed,Low
CUST0001508,0.353,Mobile,Low
CUST0000598,0.546,Mobile,Low
CUST0001899,0.038,Mobile,High
CUST0002539,0.042,Mobile,High
CUST0001839,0.27,Mobile,Medium
CUST0002085,0.828,Web,Low
CUST0000200,0.217,Mixed,Low
CUST0001492,0.886,Web,Low
CUST0002091,0.716,Mobile,High
CUST0001305,0.689,Mixed,Medium
CUST0002802,0.674,Mobile,Medium
CUST0002534,0.976,Web,Medium
CUST0002706,0.634,Web,Low
CUST0001971,0.649,Mobile,High
CUST0000764,0.453,Mixed,Low
CUST0000302,0.872,Mobile,Low
CUST0002763,0.057,Mixed,High
CUST0001979,0.344,Mobile,Medium
CUST0000334,0.287,Mixed,High
CUST0001278,0.398,Mobile,Low
CUST0000854,0.48,Web,Low
CUST0000237,0.956,Mobile,High
CUST0002743,0.924,Mixed,High
CUST0002383,0.611,Mixed,High
CUST0002821,0.02,Web,Medium
CUST0000113,0.556,Mixed,Medium
CUST0000389,0.068,Mixed,High
CUST0000889,0.36,Mixed,High
CUST0000690,0.304,Web,Low
CUST0001427,0.648,Mobile,High
CUST0002722,0.018,Web,Medium
CUST0002357,0.789,Web,High
CUST0001045,0.826,Mobile,High
CUST0001325,0.032,Mixed,High
CUST0001596,0.082,Mobile,Low
CUST0001973,0.921,Web,Medium
CUST0002520,0.616,Mobile,High
CUST0002851,0.96,Web,Low
CUST0001874,0.458,Mobile,High
CUST0002809,0.191,Web,Medium
CUST0000014,0.37,Mixed,Low
CUST0001622,0.929,Mobile,Low
CUST0000615,0.115,Mobile,Low
CUST0002270,0.892,Mobile,Medium
CUST0001292,0.53,Mixed,High
CUST0000689,0.07,Mobile,Low
CUST0001740,0.4,Mobile,Medium
CUST0001143,0.243,Mobile,Low
CUST0002152,0.575,Web,Low
CUST0000732,0.152,Web,Low
CUST0001490,0.941,Mobile,Medium
CUST0001397,0.211,Mixed,Medium
CUST0000665,0.633,Web,High
CUST0000883,0.831,Mixed,Low
CUST0002800,0.596,Mixed,High
CUST0001051,0.656,Mixed,High
CUST0002206,0.409,Mobile,Low
CUST0001739,0.102,Mixed,Low
CUST0002747,0.131,Mixed,High
CUST0001965,0.702,Mixed,Low
CUST0001205,0.797,Mobile,Low
CUST0002638,0.842,Web,High
CUST0000301,0.363,Web,Low
CUST0002493,0.969,Mixed,Low
CUST0000267,0.642,Web,Medium
CUST0000078,0.154,Mobile,Low
CUST0002671,0.067,Mobile,Medium
CUST0001750,0.545,Mobile,Low
CUST0001226,0.741,Web,High
CUST0000228,0.018,Mixed,High
CUST0001048,0.023,Mixed,Medium
CUST0002593,0.578,Mixed,Low
CUST0002454,0.99,Web,Medium
CUST0001139,0.738,Mixed,Low
CUST0002851,0.152,Web,Low
CUST0001089,0.087,Web,Low
CUST0001882,0.814,Mixed,Medium
CUST0001457,0.81,Mobile,Medium
CUST0001090,0.457,Mixed,Medium
CUST0002478,0.036,Mobile,High
CUST0002693,0.766,Mobile,Medium
CUST0000679,0.412,Mobile,Low
CUST0000079,0.816,Web,Medium
CUST0000733,0.144,Web,High
CUST0001459,0.463,Mobile,High
CUST0002453,0.526,Mobile,High
CUST0002548,0.37,Mobile,Medium
CUST0002465,0.99,Mixed,High
CUST0002583,0.763,Mobile,High
CUST0000072,0.83,Web,High
CUST0000166,0.241,Mobile,High
CUST0002479,0.385,Mixed,High
CUST0000769,0.111,Mixed,Medium
CUST0002858,0.998,Mobile,High
CUST0000324,0.258,Mobile,Medium
CUST0001998,0.101,Mixed,Low
CUST0002764,0.205,Mobile,Medium
CUST0001561,0.572,Mixed,Medium
CUST0001652,0.336,Mixed,High
CUST0000368,0.164,Web,High
CUST0000185,0.468,Mobile,High
CUST0002228,0.67,Web,Medium
CUST0001927,0.665,Web,Medium
CUST0000903,0.015,Mobile,High
CUST0000952,0.755,Web,Low
CUST0001959,0.241,Web,Low
CUST0002131,0.922,Web,Low
CUST0000751,0.138,Mixed,Low
CUST0001788,0.399,Web,High
CUST0000118,0.312,Mixed,High
CUST0000650,0.491,Mobile,Medium
CUST0000876,0.314,Mixed,Low
CUST0000676,0.771,Mobile,Medium
CUST0000643,0.382,Mobile,High
CUST0002381,0.35,Web,Medium
CUST0000397,0.971,Mobile,Medium
CUST0001200,0.403,Mixed,Low
CUST0002672,0.13,Mixed,Low
CUST0002691,0.268,Web,Low
CUST0001599,0.723,Web,Low
CUST0002033,0.262,Web,Medium
CUST0001666,0.68,Mobile,High
CUST0001981,0.915,Mobile,Low
CUST0001979,0.374,Mobile,High
CUST0000779,0.193,Mobile,Medium
CUST0002886,0.717,Web,Medium
CUST0002883,0.438,Mobile,Low
CUST0000608,0.046,Mixed,Medium
CUST0001412,0.578,Mixed,High
CUST0000751,0.58,Web,Low
CUST0000541,0.682,Web,High
CUST0000145,0.735,Mixed,Low
CUST0000991,0.646,Mobile,Low
CUST0002723,0.338,Mobile,Medium
CUST0001712,0.835,Web,Medium
CUST0001111,0.935,Web,High
CUST0002352,0.302,Mixed,Low
CUST0001017,0.282,Mixed,High
CUST0000961,0.513,Web,Low
CUST0002677,0.986,Mobile,Medium
CUST0001227,0.163,Mixed,Medium
CUST0001281,0.495,Mobile,Low
CUST0001671,0.194,Mobile,High
CUST0002637,0.41,Web,Medium
CUST0000374,0.379,Mobile,Low
CUST0001620,0.571,Web,Low
CUST0001734,0.035,Web,Low
CUST0001822,0.807,Mobile,Low
CUST0001905,0.709,Mixed,High
CUST0001606,1.0,Mobile,Low
CUST0000611,0.256,Web,High
CUST0002132,0.868,Mobile,High
CUST0000166,0.61,Mixed,High
CUST0002206,0.231,Mobile,High
CUST0000499,0.296,Mobile,Medium
CUST0001121,0.02,Web,High
CUST0000310,0.344,Mobile,High
CUST0002015,0.899,Mobile,High
CUST0001936,0.075,Mobile,Low
CUST0001296,0.928,Mixed,Medium
CUST0002331,0.38,Mobile,High
CUST0002660,0.741,Mobile,High
CUST0001814,0.659,Mobile,Medium
CUST0001070,0.672,Mixed,High
CUST0002433,0.548,Mobile,Low
CUST0000502,0.464,Mobile,Low
CUST0001948,0.928,Mobile,High
CUST0001697,0.68,Mixed,Low
CUST0002015,0.615,Web,Medium
CUST0000313,0.418,Web,Medium
CUST0000326,0.225,Web,High
CUST0001732,0.002,Mobile,Low
CUST0000954,0.981,Mixed,Low
CUST0000516,0.756,Web,High
CUST0001034,0.994,Mixed,Medium
CUST0000775,0.77,Mixed,High
CUST0000987,0.046,Mobile,High
CUST0002361,0.444,Mobile,High
CUST0002950,0.117,Mixed,Low
CUST0000420,0.801,Web,Medium
CUST0002139,0.186,Mixed,Low
CUST0001099,0.658,Web,Low
CUST0001034,0.659,Mixed,Low
CUST0000450,0.639,Web,High
CUST0000664,0.878,Web,Low
CUST0002403,0.726,Mixed,Medium
CUST0002978,0.327,Mixed,High
CUST0002482,0.315,Mixed,Medium
CUST0002689,0.022,Mixed,High
CUST0000411,0.908,Mixed,Low
CUST0002055,0.103,Web,Low
CUST0001266,0.479,Web,High
CUST0000500,0.509,Mixed,Medium
CUST0000230,0.448,Web,High
CUST0001793,0.574,Web,Medium
CUST0002336,0.729,Web,Low
CUST0000657,0.196,Web,Low
CUST0000274,0.074,Web,Low
CUST0002628,0.857,Web,High
CUST0000922,0.495,Mixed,Low
CUST0001348,0.127,Web,Low
CUST0001111,0.672,Mixed,Low
CUST0002953,0.223,Mobile,Medium
CUST0001101,0.082,Web,Low
CUST0001598,0.283,Mixed,Medium
CUST0000073,0.297,Web,Low
CUST0001092,0.868,Mobile,Low
CUST0002266,0.307,Mixed,Medium
CUST0002294,0.78,Mobile,Medium
CUST0002143,0.577,Mobile,Low
CUST0002738,0.095,Mobile,High
CUST0002867,0.156,Web,Medium
CUST0002050,0.08,Mixed,High
CUST0000494,0.401,Web,Medium
CUST0002880,0.97,Web,Medium
CUST0002732,0.181,Mobile,Low
CUST0000564,0.342,Web,High
CUST0000549,0.82,Mixed,High
CUST0000066,0.876,Mixed,Low
CUST0001116,0.735,Mobile,Low
CUST0001208,0.467,Web,Low
CUST0002247,0.649,Web,Medium
CUST0001703,0.45,Mobile,High
CUST0000744,0.849,Web,Low
CUST0000372,0.41,Mobile,Medium
CUST0002134,0.818,Web,Medium
CUST0001852,0.586,Mixed,Low
CUST0002360,0.521,Mobile,High
CUST0000420,0.656,Mobile,Low
CUST0000897,0.292,Web,Low
CUST0001577,0.392,Mixed,Medium
CUST0002147,0.805,Mixed,High
CUST0000159,0.384,Mobile,High
CUST0002465,0.654,Mobile,Low
CUST0001021,0.664,Mixed,High
CUST0001413,0.87,Web,Medium
CUST0000427,0.444,Mobile,Medium
CUST0000395,0.903,Web,Medium
CUST0001056,0.993,Web,Low
CUST0001409,0.169,Web,Medium
CUST0001067,0.715,Mixed,Low
CUST0002652,0.698,Web,High
CUST0001233,0.456,Web,High
CUST0000882,0.304,Mobile,Medium
CUST0002827,0.027,Mobile,Low
CUST0000283,0.636,Mixed,High
CUST0001100,0.316,Mobile,Medium
CUST0000351,0.552,Mobile,Medium
CUST0000547,0.122,Web,Low
CUST0002585,0.044,Mixed,High
CUST0000804,0.802,Mixed,Medium
CUST0000661,0.123,Mobile,High
CUST0002359,0.137,Mixed,Medium
CUST0002084,0.571,Mixed,Medium
CUST0001420,0.731,Mobile,High
CUST0001226,0.008,Mixed,Low
CUST0002586,0.442,Mixed,Low
CUST0001197,0.631,Mixed,Low
CUST0000985,0.738,Mobile,Low
CUST0001544,0.948,Mixed,Low
CUST0002891,0.016,Web,Low
CUST0001661,0.899,Web,Medium
CUST0001937,0.967,Mobile,Low
CUST0001446,0.866,Mobile,High
CUST0002287,0.949,Web,High
CUST0001705,0.119,Mixed,High
CUST0001423,0.992,Mobile,Medium
CUST0002643,0.765,Mobile,High
CUST0001619,0.069,Mixed,Medium
CUST0002557,0.679,Mobile,Low
CUST0000074,0.703,Mixed,Low
CUST0000796,0.629,Mobile,Medium
CUST0000485,0.875,Web,High
CUST0000675,0.749,Web,High
CUST0001061,0.162,Mobile,High
CUST0000667,0.25,Mixed,High
CUST0002821,0.463,Web,Low
CUST0002754,0.395,Web,Medium
CUST0001896,0.663,Mobile,High
CUST0000881,0.136,Web,Low
CUST0000757,0.354,Mixed,Low
CUST0002037,0.243,Mixed,High
CUST0001725,0.294,Web,Low
CUST0001663,0.711,Mobile,High
CUST0002529,0.08,Mixed,Medium
CUST0002934,0.887,Mixed,Medium
CUST0001504,0.641,Mixed,High
CUST0000828,0.412,Web,High
CUST0001568,0.486,Mixed,High
CUST0002448,0.698,Mixed,Low
CUST0002022,0.731,Web,High
CUST0002413,0.805,Web,Low
CUST0002348,0.264,Web,High
CUST0001239,0.858,Mobile,Medium
CUST0002394,0.831,Mobile,Medium
CUST0002170,0.855,Web,High
CUST0002375,0.081,Mobile,Low
CUST0000674,0.144,Mixed,Medium
CUST0002290,0.625,Mobile,Low
CUST0000970,0.953,Mobile,High
CUST0000632,0.11,Mixed,Low
CUST0001622,0.739,Web,Medium
CUST0000277,0.136,Mixed,Medium
CUST0002963,0.95,Mixed,Low
CUST0002612,0.8,Mixed,Low
CUST0001063,0.288,Web,High
CUST0001369,0.048,Mobile,Medium
CUST0000909,0.437,Mixed,High
CUST0000683,0.525,Mixed,High
CUST0000374,0.527,Mobile,High
CUST0001503,0.852,Mobile,Medium
CUST0001218,0.981,Mixed,Low
CUST0001132,0.432,Mixed,Medium
CUST0001965,0.164,Mixed,Medium
CUST0001668,0.377,Mobile,Low
CUST0000756,0.712,Mixed,High
CUST0001920,0.584,Web,Medium
CUST0001596,0.087,Mobile,Medium
CUST0001330,0.21,Web,Low
CUST0000343,0.694,Mobile,High
CUST0000017,0.698,Mixed,Medium
CUST0002723,0.609,Mobile,High
CUST0002568,0.294,Mobile,Medium
CUST0002616,0.163,Mixed,Low
CUST0001724,0.229,Mobile,Medium
CUST0000263,0.808,Mixed,Medium
CUST0001089,0.489,Mixed,High
CUST0000281,0.351,Mobile,High
CUST0000499,0.136,Web,Medium
CUST0001560,0.393,Mixed,High
CUST0002145,0.418,Mixed,Low
CUST0001632,0.886,Mixed,Medium
CUST0001373,0.94,Mixed,Medium
CUST0002625,0.839,Web,Medium
CUST0002696,0.388,Mixed,Medium
CUST0000173,0.559,Web,High
CUST0002461,0.841,Web,Low
CUST0002079,0.05,Mixed,Medium
CUST0001849,0.533,Mobile,Medium
CUST0002531,0.399,Web,High
CUST0002183,0.381,Mobile,High
CUST0000159,0.35,Mixed,High
CUST0000621,0.64,Mobile,Medium
CUST0000242,0.417,Mobile,High
CUST0001696,0.322,Mixed,Medium
CUST0002654,0.566,Mobile,High
CUST0001341,0.373,Mixed,High
CUST0002237,0.035,Mobile,Low
CUST0000448,0.418,Web,High
CUST0000266,0.196,Mixed,Medium
CUST0001434,0.1,Mobile,Low
CUST0001093,0.873,Web,Low
CUST0000599,0.692,Web,High
CUST0001121,0.381,Mobile,High
CUST0002302,0.985,Mobile,Low
CUST0002853,0.367,Mobile,Low
CUST0000926,0.244,Web,High
CUST0001322,0.474,Mixed,Low
CUST0002244,0.946,Mobile,Medium
CUST0000986,0.664,Web,Low
CUST0001886,0.731,Mobile,High
CUST0000931,0.165,Web,Medium
CUST0000650,0.04,Mobile,Medium
CUST0001743,0.537,Mobile,High
CUST0002517,0.33,Mobile,Low
CUST0001089,0.043,Mobile,High
CUST0002809,0.896,Mobile,Medium
CUST0000898,0.025,Mixed,Low
CUST0001417,0.013,Web,Medium
CUST0000593,0.299,Mobile,Low
CUST0001872,0.497,Mobile,High
CUST0001474,0.451,Mobile,Medium
CUST0002384,0.36,Web,High
CUST0001891,0.864,Web,Medium
CUST0000732,0.298,Mixed,Low
CUST0001267,0.653,Web,High
CUST0000653,0.399,Mobile,High
CUST0000262,0.389,Web,Medium
CUST0001433,0.933,Mobile,High
CUST0001471,0.697,Mixed,High
CUST0001211,0.538,Mixed,Low
CUST0000743,0.175,Mixed,High
CUST0000942,0.138,Mixed,High
CUST0002294,0.194,Mobile,Low
CUST0000911,0.627,Web,Medium
CUST0001366,0.056,Mobile,Low
CUST0002090,0.464,Mixed,Medium
CUST0000657,0.46,Mobile,High
CUST0000383,0.918,Mixed,Low
CUST0001047,0.37,Web,Medium
CUST0001442,0.897,Web,Low
CUST0001758,0.615,Mixed,High
CUST0002625,0.39,Web,Medium
CUST0000848,0.527,Web,Low
CUST0000624,0.094,Web,Medium
CUST0001006,0.89,Web,High
CUST0002810,0.631,Mobile,Low
CUST0001111,0.436,Web,Medium
CUST0000290,0.776,Mobile,Medium
CUST0001481,0.404,Mixed,Medium
CUST0000912,0.461,Mobile,High
CUST0001381,0.422,Web,Medium
CUST0001970,0.997,Mobile,Low
CUST0001648,0.77,Mixed,Low
CUST0002494,0.929,Mobile,High
CUST0001292,0.38,Mobile,High
CUST0001623,0.49,Web,Medium
CUST0000584,0.201,Mobile,High
CUST0001763,0.01,Mixed,Medium
CUST0002128,0.195,Web,Medium
CUST0000084,0.929,Web,High
CUST0002588,0.456,Mobile,Medium
CUST0001438,0.131,Mobile,Medium
CUST0002449,0.453,Mobile,Medium
CUST0002698,0.793,Web,Medium
CUST0000984,0.501,Mobile,Low
CUST0002551,0.937,Web,High
CUST0002399,0.898,Mixed,Low
CUST0002571,0.473,Web,Medium
CUST0002696,0.083,Web,High
CUST0001055,0.704,Web,High
CUST0000357,0.356,Mixed,High
CUST0000161,0.786,Web,Medium
CUST0002697,0.309,Mobile,High
CUST0002734,0.331,Mobile,High
CUST0001923,0.542,Web,Low
CUST0001521,0.025,Mobile,High
CUST0002317,0.17,Mobile,Low
CUST0001436,0.851,Mixed,Medium
CUST0000564,0.957,Mobile,High
CUST0000010,0.192,Mixed,Medium
CUST0000682,0.772,Mobile,Medium
CUST0002213,0.112,Web,High
CUST0000527,0.473,Web,Medium
CUST0002410,0.508,Mixed,Medium
CUST0000677,0.564,Mixed,High
CUST0000193,0.361,Mixed,High
CUST0001421,0.856,Mixed,High
CUST0000827,0.303,Web,Low
CUST0000488,0.485,Mobile,Medium
CUST0000286,0.194,Web,Medium
CUST0001268,0.573,Mixed,Low
CUST0000835,0.197,Mobile,Medium
CUST0001300,0.242,Web,High
CUST0001123,0.437,Mobile,High
CUST0001307,0.278,Web,Medium
CUST0002928,0.04,Mobile,Medium
CUST0002157,0.796,Mixed,Medium
CUST0002291,0.82,Mobile,High
CUST0001065,0.901,Mixed,Medium
CUST0001248,0.98,Web,Medium
CUST0002099,0.113,Web,High
CUST0001377,0.275,Mobile,High
CUST0002128,0.631,Mobile,High
CUST0001565,0.876,Mixed,Medium
CUST0000347,0.162,Mobile,Medium
CUST0001759,0.484,Mobile,Low
CUST0002099,0.979,Mobile,Low
CUST0001339,0.331,Mobile,High
CUST0000600,0.491,Mobile,High
CUST0000896,0.694,Mobile,High
CUST0002697,0.422,Mobile,Medium
CUST0001133,0.718,Mixed,Low
CUST0000454,0.148,Mixed,High
CUST0001310,0.231,Mobile,Medium
CUST0000090,0.387,Web,Medium
CUST0001320,0.984,Web,Medium
CUST0001543,0.349,Mobile,Medium
CUST0002504,0.916,Mobile,Medium
CUST0001163,0.875,Mobile,Low
CUST0001539,0.756,Mixed,Medium
CUST0001924,0.37,Mobile,High
CUST0001789,0.33,Mixed,High
CUST0001249,0.64,Web,High
CUST0001797,0.233,Mixed,High
CUST0000674,0.361,Mixed,High
CUST0001678,0.815,Web,Medium
CUST0001421,0.211,Mixed,Low
CUST0000445,0.828,Mixed,High
CUST0002481,0.552,Mobile,Low
CUST0000045,0.512,Web,Medium
CUST0001304,0.614,Mixed,Low
CUST0002270,0.631,Mobile,Medium
CUST0001215,0.558,Web,Medium
CUST0001995,0.701,Web,High
CUST0001545,0.358,Web,High
CUST0002751,0.811,Web,High
CUST0002360,0.221,Mixed,High
CUST0000333,0.714,Web,Low
CUST0001357,0.385,Web,Low
CUST0000199,0.695,Web,Medium
CUST0000511,0.032,Mixed,Low
CUST0000128,0.39,Mobile,Medium
CUST0001066,0.963,Mixed,Medium
CUST0002561,0.573,Mixed,Medium
CUST0001088,0.499,Mixed,Medium
CUST0002632,0.247,Web,High
CUST0002885,0.491,Mobile,Medium
CUST0002454,0.823,Web,High
CUST0000964,0.338,Mobile,Medium
CUST0000506,0.565,Mobile,High
CUST0002216,0.674,Mixed,High
CUST0002478,0.401,Mixed,Low
CUST0000575,0.283,Mixed,Low
CUST0001885,0.156,Mobile,Medium
CUST0001799,0.101,Mobile,High
CUST0000216,0.241,Mixed,Medium
CUST0001583,0.02,Mixed,Low
CUST0002538,0.76,Mixed,Medium
CUST0002913,0.112,Mobile,Low
CUST0002920,0.899,Mobile,High
CUST0001734,0.511,Mixed,High
CUST0002184,0.457,Mobile,High
CUST0000690,0.065,Mobile,High
CUST0000886,0.133,Web,Medium
CUST0000590,0.857,Mixed,High
CUST0001165,0.673,Web,Low
CUST0002866,0.095,Mixed,Medium
CUST0002894,0.681,Mobile,Low
CUST0002211,0.131,Mobile,Low
CUST0002073,0.733,Mobile,High
CUST0002493,0.945,Mixed,Medium
CUST0000031,0.758,Mobile,Low
CUST0001783,0.824,Mobile,High
CUST0000561,0.621,Mobile,High
CUST0000683,0.004,Web,Medium
CUST0002349,0.785,Mobile,Medium
CUST0002676,0.404,Web,High
CUST0002260,0.873,Mobile,Medium
CUST0001514,0.573,Mobile,Medium
CUST0001381,0.192,Mobile,High
CUST0001031,0.055,Mixed,Medium
CUST0001226,0.555,Mobile,Medium
CUST0000646,0.567,Mobile,High
CUST0001241,0.86,Web,High
CUST0000454,0.039,Mobile,Low
CUST0002349,0.821,Mixed,High
CUST0002742,0.406,Mobile,Low
CUST0002684,0.528,Mixed,Medium
CUST0001169,0.533,Web,High
CUST0000343,0.382,Web,Medium
CUST0002461,0.186,Mixed,High
CUST0000704,0.079,Mixed,High
CUST0002659,0.207,Mixed,High
CUST0000632,0.714,Mixed,Low
CUST0002919,0.682,Mixed,High
CUST0002164,0.675,Mixed,High
CUST0001428,0.908,Mobile,Low
CUST0002842,0.457,Mixed,High
CUST0002525,0.759,Mobile,Low
CUST0001949,0.668,Web,Medium
CUST0000383,0.937,Mixed,Low
CUST0001186,0.67,Web,Medium
CUST0000517,0.18,Mobile,High
CUST0001229,0.744,Mixed,Low
CUST0002438,0.358,Mobile,Medium
CUST0002528,0.255,Mixed,Medium
CUST0002020,0.278,Mixed,Low
CUST0002337,0.825,Mixed,High
CUST0002731,0.453,Mixed,Medium
CUST0000955,0.469,Mobile,Low
CUST0001825,0.011,Mobile,Medium
CUST0001235,0.27,Web,Medium
CUST0001897,0.883,Mixed,Low
CUST0001170,0.498,Web,Low
CUST0002190,0.416,Web,High
CUST0001941,0.074,Web,High
CUST0002983,0.293,Mobile,Medium
CUST0001183,0.131,Web,High
CUST0000081,0.164,Mixed,Medium
CUST0001159,0.339,Mixed,Low
CUST0001365,0.067,Mixed,Low
CUST0001095,0.778,Web,High
CUST0002390,0.622,Web,Medium
CUST0002326,0.8,Web,High
CUST0000092,0.348,Mixed,Medium
CUST0000191,0.222,Mobile,Medium
CUST0001256,0.59,Web,Low
CUST0001280,0.022,Mobile,Low
CUST0000569,0.089,Web,Medium
CUST0002782,0.741,Mobile,High
CUST0002221,0.887,Mixed,High
CUST0001005,0.205,Mixed,High
CUST0000464,0.791,Web,Medium
CUST0002517,0.384,Web,Medium
CUST0001549,0.416,Mixed,Medium
CUST0001519,0.884,Mobile,Low
CUST0000964,0.621,Mobile,Medium
CUST0001630,0.812,Mixed,High
CUST0001166,0.776,Web,Medium
CUST0000293,0.574,Web,Medium
CUST0001787,0.748,Web,Low
CUST0001497,0.708,Mixed,Low
CUST0000347,0.48,Web,Low
CUST0001294,0.152,Web,Low
CUST0000450,0.266,Mobile,High
CUST0000706,0.376,Mixed,Medium
CUST0000673,0.587,Web,Medium
CUST0002946,0.298,Mixed,Low
CUST0001717,0.205,Mobile,High
CUST0002103,0.036,Mixed,High
CUST0001531,0.213,Mixed,Low
CUST0002221,0.539,Mobile,Low
CUST0001829,0.14,Mixed,Low
CUST0002778,0.029,Web,Medium
CUST0002902,0.075,Mixed,Low
CUST0000639,0.952,Web,Medium
CUST0001022,0.035,Mobile,Low
CUST0000647,0.472,Web,Low
CUST0001165,0.688,Web,High
CUST0002096,0.223,Mobile,High
CUST0002716,0.964,Web,Medium
CUST0000429,0.023,Web,Medium
CUST0002264,0.88,Mixed,High
CUST0002723,0.391,Web,High
CUST0001149,0.384,Mobile,Medium
CUST0000511,0.472,Mixed,High
CUST0002981,0.971,Mixed,Medium
CUST0001161,0.628,Web,Low
CUST0000882,0.879,Mixed,High
CUST0001154,0.028,Mobile,Medium
CUST0002490,0.897,Mobile,Low
CUST0000278,0.213,Web,High
CUST0000510,0.315,Web,Medium
CUST0000485,0.074,Mobile,Medium
CUST0000280,0.915,Mobile,Medium
CUST0002785,0.526,Mobile,Medium
CUST0000913,0.09,Mixed,High
CUST0002234,0.397,Web,Low
CUST0001087,0.381,Web,Medium
CUST0000191,0.051,Mobile,Medium
CUST0001388,0.348,Mobile,High
CUST0001395,0.293,Web,Low
CUST0001836,0.919,Mixed,High
CUST0002754,0.807,Web,High
CUST0000229,0.16,Web,High
CUST0000348,0.932,Web,High
CUST0000463,0.743,Mobile,Medium
CUST0001176,0.491,Web,Medium
CUST0000840,0.433,Web,High
CUST0000710,0.927,Web,Low
CUST0000435,0.306,Web,Low
CUST0002168,0.371,Mixed,High
CUST0002302,0.691,Mixed,Medium
CUST0001229,0.759,Mobile,Medium
CUST0000988,0.327,Web,Low
CUST0002410,0.922,Mobile,Low
CUST0001924,0.256,Web,High
CUST0001914,0.347,Mobile,Low
CUST0001695,0.197,Web,Medium
CUST0000286,0.537,Mixed,Low
CUST0001576,0.999,Mixed,Low
CUST0001262,0.718,Web,Medium
CUST0000629,0.471,Mobile,High
CUST0000556,0.983,Web,Low
CUST0000732,0.049,Web,Medium
CUST0000674,0.286,Web,High
CUST0000167,0.838,Mixed,Low
CUST0002692,0.524,Mobile,Low
CUST0001240,0.005,Mixed,High
CUST0001435,0.457,Web,Low
CUST0000298,0.022,Mobile,High
