claim_id,policy_id,claim_amount,claim_date,claim_type,fraud_flag,settlement_amount
CLM0001509,POL0000345,1113.96,2021-10-21,Medical,0,2876.42
CLM0001510,POL0001084,24037.25,2024-12-22,Accident,0,20602.75
CLM0001511,POL0002736,21771.32,2024-05-13,Theft,0,34404.19
CLM0001512,POL0001791,35251.32,2020-08-14,Accident,0,12688.92
CLM0001513,POL0002277,17858.45,2020-03-08,Theft,0,78384.88
CLM0001514,POL0000147,7246.24,2022-09-14,Accident,1,18024.56
CLM0001515,POL0002380,20062.98,2022-06-27,Natural Disaster,0,54325.51
CLM0001516,POL0002481,85491.59,2021-03-07,Medical,0,36492.78
CLM0001517,POL0000399,79805.41,2023-12-15,Accident,0,44545.28
CLM0001518,POL0001724,44488.57,2024-07-09,Medical,0,74634.6
CLM0001519,POL0002884,87842.6,2019-02-13,Fire,0,42664.84
CLM0001520,POL0001435,23650.23,2023-09-23,Natural Disaster,0,24626.55
CLM0001521,POL0000587,58628.81,2024-12-24,Theft,0,17898.9
CLM0001522,POL0002647,14721.03,2020-07-05,Fire,0,71391.83
CLM0001523,POL0001295,83423.37,2022-08-09,Natural Disaster,0,78941.99
CLM0001524,POL0002805,13492.86,2021-06-11,Fire,0,20371.02
CLM0001525,POL0002394,3670.09,2019-08-27,Medical,0,57838.12
CLM0001526,POL0001543,27707.7,2022-12-26,Natural Disaster,0,40608.47
CLM0001527,POL0001805,90143.04,2023-02-01,Fire,0,55977.06
CLM0001528,POL0002036,13380.98,2023-04-11,Theft,0,77147.9
CLM0001529,POL0001428,33401.69,2023-10-17,Natural Disaster,0,22304.11
CLM0001530,POL0000738,31983.29,2023-08-01,Natural Disaster,0,59273.69
CLM0001531,POL0001778,80263.8,2018-03-24,Fire,0,35204.36
CLM0001532,POL0000380,42441.78,2022-12-14,Accident,1,52306.97
CLM0001533,POL0002469,61350.92,2023-08-01,Theft,0,32710.16
CLM0001534,POL0001204,40736.11,2021-11-26,Theft,0,56754.38
CLM0001535,POL0001662,55369.97,2021-01-18,Fire,0,27198.88
CLM0001536,POL0001307,6712.85,2022-01-05,Medical,0,39221.9
CLM0001537,POL0002466,37715.93,2022-08-08,Medical,0,56790.85
CLM0001538,POL0000356,85583.03,2023-06-26,Accident,0,3703.73
CLM0001539,POL0000016,69261.22,2022-07-19,Accident,1,26448.74
CLM0001540,POL0000315,98191.99,2020-11-25,Fire,0,43830.92
CLM0001541,POL0002581,78897.99,2022-09-23,Medical,1,6208.57
CLM0001542,POL0001040,45425.22,2019-11-18,Theft,1,56341.59
CLM0001543,POL0001487,67789.91,2018-05-15,Medical,0,65118.97
CLM0001544,POL0002593,77703.41,2020-12-18,Fire,0,13317.19
CLM0001545,POL0000694,27333.52,2019-04-13,Medical,0,58757.0
CLM0001546,POL0000069,6471.78,2022-03-14,Natural Disaster,0,51802.15
CLM0001547,POL0000411,40881.8,2021-04-21,Fire,0,33047.01
CLM0001548,POL0002860,14894.98,2022-12-23,Natural Disaster,0,13449.55
CLM0001549,POL0000919,28085.49,2023-07-29,Fire,0,76403.81
CLM0001550,POL0002895,94711.13,2022-07-04,Theft,0,37281.67
CLM0001551,POL0000740,84784.72,2019-03-03,Fire,0,14936.38
CLM0001552,POL0001491,59450.15,2021-01-03,Fire,0,57537.69
CLM0001553,POL0002487,40425.04,2023-10-28,Fire,0,48749.47
CLM0001554,POL0002578,26800.87,2019-10-09,Fire,1,65350.98
CLM0001555,POL0002778,57360.1,2023-04-03,Accident,0,79688.91
CLM0001556,POL0000273,53549.44,2020-08-01,Natural Disaster,0,3875.91
CLM0001557,POL0000459,78187.69,2020-07-30,Fire,1,59223.47
CLM0001558,POL0000820,92838.01,2021-04-15,Fire,0,79133.73
CLM0001559,POL0001197,33229.26,2024-11-03,Accident,0,43197.06
CLM0001560,POL0002616,21026.56,2023-01-31,Medical,0,57341.45
CLM0001561,POL0000861,40578.56,2024-07-01,Accident,0,35456.51
CLM0001562,POL0001974,44035.36,2024-06-15,Accident,1,28734.87
CLM0001563,POL0001545,4467.09,2021-08-30,Accident,0,55807.71
CLM0001564,POL0002545,86238.8,2019-03-06,Fire,0,79050.73
CLM0001565,POL0000795,99561.44,2022-12-28,Accident,0,7605.81
CLM0001566,POL0000805,92359.26,2020-06-30,Accident,0,33943.08
CLM0001567,POL0001096,86136.17,2022-10-12,Accident,0,75267.32
CLM0001568,POL0002982,99263.73,2019-02-10,Fire,0,9290.02
CLM0001569,POL0001891,90826.94,2024-06-04,Theft,0,52179.38
CLM0001570,POL0000840,68992.58,2019-01-22,Theft,0,34584.14
CLM0001571,POL0002683,17092.29,2024-12-15,Medical,0,30338.33
CLM0001572,POL0000603,16056.84,2024-08-13,Fire,0,16992.35
CLM0001573,POL0002784,5353.58,2021-10-18,Accident,0,14353.84
CLM0001574,POL0001433,41477.17,2019-07-19,Accident,0,41448.05
CLM0001575,POL0001834,80978.0,2021-02-28,Accident,0,30381.75
CLM0001576,POL0000367,49284.45,2019-06-06,Theft,0,39476.09
CLM0001577,POL0000256,36949.01,2021-08-01,Accident,0,15916.22
CLM0001578,POL0002488,11368.97,2022-12-21,Accident,0,28211.08
CLM0001579,POL0001359,5649.45,2020-09-19,Theft,0,79714.49
CLM0001580,POL0002483,40218.32,2023-01-03,Accident,0,29635.25
CLM0001581,POL0000690,10442.58,2018-04-14,Medical,0,33192.92
CLM0001582,POL0000308,10803.04,2023-01-16,Natural Disaster,0,1884.12
CLM0001583,POL0002036,39837.17,2022-05-17,Medical,1,30651.82
CLM0001584,POL0001697,50532.92,2024-07-19,Fire,0,61142.29
CLM0001585,POL0000409,19074.95,2021-01-10,Medical,0,41393.06
CLM0001586,POL0000826,68621.25,2021-01-13,Medical,0,52666.52
CLM0001587,POL0001192,42159.85,2020-07-18,Theft,0,44657.21
CLM0001588,POL0002135,9646.29,2020-08-30,Fire,0,8707.64
CLM0001589,POL0002051,63884.9,2024-07-03,Medical,0,26771.91
CLM0001590,POL0002420,36016.01,2018-02-21,Natural Disaster,0,55630.38
CLM0001591,POL0001552,5705.99,2020-09-05,Medical,0,43970.73
CLM0001592,POL0002690,94824.17,2022-04-24,Accident,0,54094.4
CLM0001593,POL0000098,57334.1,2024-05-21,Theft,0,29006.38
CLM0001594,POL0002718,48033.18,2022-05-25,Accident,0,15737.02
CLM0001595,POL0001775,85984.17,2020-03-08,Fire,0,66436.18
CLM0001596,POL0001546,93705.67,2021-02-07,Fire,0,30291.2
CLM0001597,POL0000321,22422.03,2019-01-29,Theft,0,52504.38
CLM0001598,POL0000534,81109.38,2024-08-18,Medical,0,30685.34
CLM0001599,POL0002868,83192.45,2018-07-31,Fire,0,74202.11
CLM0001600,POL0002415,5913.08,2018-03-14,Natural Disaster,0,79357.56
CLM0001601,POL0001208,71338.44,2023-08-15,Theft,0,52019.63
CLM0001602,POL0000417,6765.3,2021-04-14,Accident,0,48291.45
CLM0001603,POL0002777,59669.99,2022-12-07,Natural Disaster,0,67313.91
CLM0001604,POL0001238,67089.06,2024-09-11,Theft,0,41443.67
CLM0001605,POL0000848,37022.34,2019-01-19,Natural Disaster,0,69599.62
CLM0001606,POL0000670,88138.36,2019-01-25,Theft,0,33211.18
CLM0001607,POL0001944,80150.91,2022-08-31,Accident,0,2842.2
CLM0001608,POL0002181,92632.99,2021-10-23,Medical,0,74149.25
CLM0001609,POL0002101,31831.51,2023-05-03,Theft,0,57805.82
CLM0001610,POL0000741,2642.02,2022-06-10,Fire,0,41008.14
CLM0001611,POL0002743,81240.4,2019-03-24,Accident,0,75608.03
CLM0001612,POL0000023,22686.25,2020-08-21,Accident,0,70975.41
CLM0001613,POL0001655,46982.03,2023-10-13,Natural Disaster,0,8941.55
CLM0001614,POL0000460,81823.46,2022-05-08,Fire,1,50064.48
CLM0001615,POL0000650,22005.45,2019-05-24,Natural Disaster,0,43186.9
CLM0001616,POL0000482,31534.92,2021-07-23,Accident,0,62184.96
CLM0001617,POL0000120,44188.46,2020-05-12,Theft,0,24271.2
CLM0001618,POL0000673,27546.57,2019-09-26,Fire,0,946.82
CLM0001619,POL0002256,46401.48,2021-10-06,Accident,0,15076.35
CLM0001620,POL0001885,1454.87,2022-11-22,Fire,0,17111.96
CLM0001621,POL0000318,21612.7,2018-06-01,Theft,0,23525.88
CLM0001622,POL0002386,83339.06,2018-01-22,Medical,0,29820.31
CLM0001623,POL0002203,41641.45,2019-04-06,Natural Disaster,0,56612.42
CLM0001624,POL0000868,63822.37,2020-09-10,Natural Disaster,0,6217.32
CLM0001625,POL0000394,23612.65,2023-12-11,Accident,1,39077.82
CLM0001626,POL0002553,65162.93,2024-08-22,Accident,0,40041.9
CLM0001627,POL0000971,99997.4,2018-01-10,Theft,0,49384.82
CLM0001628,POL0000313,59731.12,2024-07-26,Accident,1,25050.63
CLM0001629,POL0001283,63021.68,2021-03-03,Accident,0,21005.17
CLM0001630,POL0002062,11596.22,2021-01-10,Accident,0,38865.63
CLM0001631,POL0000077,40636.46,2019-01-19,Fire,0,52870.76
CLM0001632,POL0000409,86142.13,2018-01-22,Fire,0,3853.99
CLM0001633,POL0002442,83510.06,2021-04-26,Medical,0,23698.47
CLM0001634,POL0002268,52478.71,2020-07-19,Fire,0,63048.63
CLM0001635,POL0000744,90393.69,2024-08-04,Natural Disaster,0,38889.91
CLM0001636,POL0000433,14722.23,2021-10-16,Medical,0,76160.52
CLM0001637,POL0002854,65989.85,2020-04-11,Accident,0,69443.08
CLM0001638,POL0001479,25263.92,2022-12-18,Natural Disaster,0,27712.41
CLM0001639,POL0001678,64733.36,2021-03-31,Medical,0,58183.8
CLM0001640,POL0001832,9196.27,2020-04-23,Medical,1,22162.39
CLM0001641,POL0000988,94389.1,2020-04-15,Natural Disaster,0,14271.13
CLM0001642,POL0001522,78740.04,2019-10-28,Medical,1,70517.32
CLM0001643,POL0002702,20495.68,2022-09-04,Natural Disaster,0,28214.87
CLM0001644,POL0002865,63909.02,2024-06-08,Medical,0,16512.42
CLM0001645,POL0001554,76034.99,2018-01-04,Medical,0,77208.63
CLM0001646,POL0000755,21339.86,2022-08-02,Medical,0,2773.0
CLM0001647,POL0000676,9786.37,2024-03-09,Natural Disaster,0,29541.88
CLM0001648,POL0000832,35502.09,2019-01-01,Medical,0,3361.91
CLM0001649,POL0001120,14007.56,2023-11-11,Fire,0,40476.79
CLM0001650,POL0000028,56788.31,2023-03-30,Fire,0,32273.68
CLM0001651,POL0001254,42699.43,2020-10-05,Fire,1,57737.31
CLM0001652,POL0000416,46511.22,2018-12-29,Fire,0,76336.55
CLM0001653,POL0002073,54514.92,2019-01-16,Fire,0,41719.2
CLM0001654,POL0001711,98214.19,2021-04-25,Accident,0,23046.35
CLM0001655,POL0002721,79367.25,2021-06-17,Medical,0,69812.4
CLM0001656,POL0000542,63132.41,2020-11-06,Theft,1,48481.82
CLM0001657,POL0000165,36688.71,2019-08-13,Accident,0,44412.72
CLM0001658,POL0002256,3193.4,2019-07-28,Natural Disaster,0,15329.4
CLM0001659,POL0002997,12094.5,2021-09-05,Accident,0,3535.14
CLM0001660,POL0000985,73221.29,2021-08-18,Theft,0,37073.97
CLM0001661,POL0002662,37235.79,2022-05-18,Accident,0,42385.34
CLM0001662,POL0000373,33776.52,2020-08-02,Medical,1,10429.37
CLM0001663,POL0000618,88953.35,2023-07-20,Fire,0,5033.91
CLM0001664,POL0000069,48708.63,2021-04-10,Medical,1,17521.6
CLM0001665,POL0001544,90007.92,2024-09-11,Accident,0,5328.94
CLM0001666,POL0001659,88720.53,2020-07-04,Theft,0,4774.22
CLM0001667,POL0000101,8478.04,2022-09-24,Natural Disaster,0,35700.05
CLM0001668,POL0000001,94563.62,2021-02-28,Medical,0,64876.46
CLM0001669,POL0002399,8157.01,2018-06-02,Theft,0,53219.86
CLM0001670,POL0002055,96368.86,2018-08-07,Natural Disaster,0,54449.27
CLM0001671,POL0000318,45535.18,2023-10-12,Fire,0,21216.19
CLM0001672,POL0002671,76205.64,2019-11-14,Medical,0,1185.0
CLM0001673,POL0001879,70761.36,2022-03-29,Medical,0,36216.53
CLM0001674,POL0002557,52090.25,2020-09-08,Fire,0,30356.79
CLM0001675,POL0000186,62135.75,2024-02-07,Fire,0,75794.63
CLM0001676,POL0000728,95016.86,2018-07-20,Accident,0,6039.96
CLM0001677,POL0002510,92771.47,2022-04-01,Natural Disaster,0,62180.62
CLM0001678,POL0000343,65605.44,2022-07-30,Theft,0,31017.67
CLM0001679,POL0002683,65943.01,2019-10-10,Fire,0,66420.7
CLM0001680,POL0000713,25070.4,2019-10-21,Accident,0,39744.16
CLM0001681,POL0002624,82948.04,2018-12-31,Natural Disaster,0,65693.99
CLM0001682,POL0000136,63444.03,2024-01-31,Natural Disaster,0,37507.81
CLM0001683,POL0001923,82711.75,2023-07-14,Medical,0,32328.2
CLM0001684,POL0000383,65956.31,2020-12-10,Accident,0,77107.57
CLM0001685,POL0000186,30282.34,2024-07-20,Accident,0,29697.99
CLM0001686,POL0002687,19353.4,2023-04-23,Medical,0,64482.41
CLM0001687,POL0000928,8158.1,2018-01-28,Theft,0,5642.5
CLM0001688,POL0000964,58806.5,2021-11-28,Fire,0,5293.09
CLM0001689,POL0000561,28763.11,2018-11-15,Medical,0,35217.22
CLM0001690,POL0001190,63235.7,2019-02-08,Fire,0,46969.94
CLM0001691,POL0000898,6336.32,2022-12-30,Accident,0,48800.08
CLM0001692,POL0002687,37878.47,2022-08-31,Medical,0,3199.97
CLM0001693,POL0001929,26425.04,2023-01-01,Theft,0,55830.17
CLM0001694,POL0001838,37348.24,2023-05-02,Fire,0,10655.1
CLM0001695,POL0002369,5901.2,2018-11-18,Fire,0,76440.99
CLM0001696,POL0001713,72556.05,2023-12-12,Fire,0,26883.84
CLM0001697,POL0001739,12111.38,2018-06-11,Accident,0,21137.17
CLM0001698,POL0001181,1933.06,2023-04-12,Fire,1,23513.9
CLM0001699,POL0000858,94655.77,2020-04-18,Natural Disaster,0,75007.07
CLM0001700,POL0000285,19691.2,2018-01-16,Fire,0,38782.44
CLM0001701,POL0002399,82892.1,2024-06-06,Accident,0,34943.98
CLM0001702,POL0002131,96464.82,2019-06-04,Medical,0,45402.09
CLM0001703,POL0001648,53645.06,2018-09-22,Fire,0,74481.72
CLM0001704,POL0000666,52848.76,2018-06-11,Fire,0,24874.69
CLM0001705,POL0001394,37058.02,2024-12-18,Medical,0,14711.35
CLM0001706,POL0002589,42846.69,2023-09-17,Natural Disaster,1,47760.63
CLM0001707,POL0002025,48466.5,2022-02-21,Accident,0,39486.48
CLM0001708,POL0002528,15633.39,2019-09-27,Medical,0,5238.87
CLM0001709,POL0002261,36791.3,2020-02-08,Accident,0,41898.4
CLM0001710,POL0000930,81702.79,2019-06-14,Medical,0,45124.7
CLM0001711,POL0002408,18648.61,2019-03-17,Theft,0,55623.8
CLM0001712,POL0000214,73120.4,2018-04-29,Natural Disaster,0,79644.7
CLM0001713,POL0000304,65332.87,2020-05-21,Theft,0,33900.0
CLM0001714,POL0001404,6201.13,2019-10-11,Medical,0,40963.2
CLM0001715,POL0000200,2731.67,2023-05-20,Medical,0,6277.68
CLM0001716,POL0002286,35576.58,2019-05-16,Accident,0,66577.57
CLM0001717,POL0000671,69370.94,2021-11-06,Medical,0,8123.02
CLM0001718,POL0001729,33376.58,2021-08-25,Accident,0,74726.25
CLM0001719,POL0001250,66939.46,2024-06-14,Accident,1,28075.48
CLM0001720,POL0000879,66713.09,2020-12-17,Medical,0,27205.32
CLM0001721,POL0000251,80752.18,2022-02-28,Accident,0,26490.14
CLM0001722,POL0002524,10398.82,2020-08-15,Natural Disaster,0,76054.02
CLM0001723,POL0000498,57924.32,2021-07-19,Theft,0,78414.59
CLM0001724,POL0001988,6718.46,2018-08-08,Medical,0,77867.26
CLM0001725,POL0000978,18006.74,2021-06-01,Accident,0,56471.54
CLM0001726,POL0002749,32887.34,2022-07-30,Accident,0,9151.34
CLM0001727,POL0000784,70885.23,2024-06-22,Accident,0,31093.07
CLM0001728,POL0002477,97400.86,2020-10-01,Accident,0,23357.94
CLM0001729,POL0000539,34580.82,2020-10-18,Natural Disaster,0,56758.65
CLM0001730,POL0000901,52353.88,2023-12-02,Medical,0,39564.56
CLM0001731,POL0001467,26276.03,2018-03-17,Medical,0,49435.16
CLM0001732,POL0000210,67711.22,2021-12-23,Natural Disaster,0,995.87
CLM0001733,POL0001734,36975.29,2018-12-01,Natural Disaster,0,62694.27
CLM0001734,POL0000491,48418.82,2019-06-06,Natural Disaster,0,76178.53
CLM0001735,POL0002519,56997.38,2020-04-13,Medical,0,53649.05
CLM0001736,POL0001710,68781.11,2021-05-19,Fire,0,68199.41
CLM0001737,POL0001754,6475.14,2023-10-29,Theft,0,38416.56
CLM0001738,POL0002616,55712.66,2018-11-15,Natural Disaster,0,1910.58
CLM0001739,POL0001919,43400.83,2024-02-14,Natural Disaster,0,79240.4
CLM0001740,POL0002035,13809.63,2022-07-15,Medical,0,4988.92
CLM0001741,POL0002712,21199.65,2023-11-30,Medical,0,15664.1
CLM0001742,POL0001930,88447.06,2024-07-19,Theft,0,4479.48
CLM0001743,POL0001487,87241.71,2018-11-13,Accident,0,50109.18
CLM0001744,POL0002598,3816.36,2022-04-18,Medical,0,46783.5
CLM0001745,POL0002004,69095.45,2023-03-09,Theft,1,17010.67
CLM0001746,POL0001501,55641.64,2022-09-01,Medical,0,76545.26
CLM0001747,POL0000198,94011.68,2024-11-11,Medical,1,73104.86
CLM0001748,POL0001968,90846.57,2020-09-30,Medical,0,22600.86
CLM0001749,POL0000521,58166.41,2024-08-31,Fire,0,52811.52
CLM0001750,POL0001523,14326.01,2018-01-18,Fire,0,68462.1
CLM0001751,POL0001535,46251.59,2021-06-18,Natural Disaster,0,28975.91
CLM0001752,POL0001714,72653.85,2021-11-13,Fire,0,20510.52
CLM0001753,POL0001349,95197.8,2019-11-01,Theft,0,20718.34
CLM0001754,POL0000688,36701.03,2022-01-26,Medical,0,65690.38
CLM0001755,POL0000467,78574.81,2020-06-29,Fire,0,37206.7
CLM0001756,POL0000596,68492.4,2021-09-25,Medical,0,57312.44
CLM0001757,POL0000139,8290.13,2020-03-09,Accident,0,52128.97
CLM0001758,POL0001015,56018.7,2018-05-09,Natural Disaster,0,24706.19
CLM0001759,POL0000242,18759.13,2023-01-02,Fire,0,16883.71
CLM0001760,POL0002364,68513.15,2022-08-02,Medical,0,10325.11
CLM0001761,POL0002715,61203.44,2021-10-06,Accident,1,2203.68
CLM0001762,POL0000733,97318.29,2020-01-04,Natural Disaster,0,6776.14
CLM0001763,POL0000135,93570.58,2019-03-29,Natural Disaster,0,20722.86
CLM0001764,POL0002627,1432.6,2024-09-10,Accident,0,57173.89
CLM0001765,POL0002487,8462.93,2021-10-05,Fire,0,12647.04
CLM0001766,POL0002125,77028.86,2023-04-27,Fire,0,42014.61
CLM0001767,POL0002448,68721.49,2024-05-07,Medical,0,19837.03
CLM0001768,POL0002422,80194.09,2020-02-27,Theft,0,41091.24
CLM0001769,POL0001511,27048.08,2023-11-29,Medical,0,60075.89
CLM0001770,POL0001819,85007.62,2024-10-12,Medical,0,21498.7
CLM0001771,POL0000758,44520.74,2023-10-26,Medical,0,28027.54
CLM0001772,POL0002797,26559.89,2021-01-16,Accident,0,57923.15
CLM0001773,POL0002812,1555.47,2019-03-06,Natural Disaster,0,43843.15
CLM0001774,POL0000417,87200.72,2018-05-16,Natural Disaster,0,7836.96
CLM0001775,POL0000207,53766.71,2018-04-23,Theft,0,60724.9
CLM0001776,POL0002389,97550.52,2018-02-28,Fire,0,22411.89
CLM0001777,POL0001644,71610.8,2023-12-05,Medical,0,30989.1
CLM0001778,POL0002769,8501.51,2023-01-24,Accident,0,19840.6
CLM0001779,POL0000311,59025.02,2022-05-14,Accident,0,43605.55
CLM0001780,POL0001332,2203.89,2022-05-31,Medical,0,56709.13
CLM0001781,POL0002673,55999.29,2022-10-15,Accident,0,64316.34
CLM0001782,POL0001400,35345.07,2024-07-13,Accident,0,73793.15
CLM0001783,POL0001551,64507.94,2019-04-27,Medical,0,28929.57
CLM0001784,POL0000083,54386.63,2022-07-12,Theft,0,74629.35
CLM0001785,POL0001601,26504.36,2018-01-25,Accident,0,49471.29
CLM0001786,POL0001476,16653.89,2024-08-18,Natural Disaster,0,31350.69
CLM0001787,POL0001027,40768.79,2018-07-23,Natural Disaster,0,71017.34
CLM0001788,POL0001480,98690.21,2018-02-13,Natural Disaster,0,46496.47
CLM0001789,POL0002921,43852.01,2020-11-01,Medical,1,36506.4
CLM0001790,POL0002284,75004.32,2021-10-01,Natural Disaster,0,1216.67
CLM0001791,POL0002437,6168.87,2023-09-13,Fire,0,57485.38
CLM0001792,POL0002441,38197.14,2020-11-22,Accident,0,6464.64
CLM0001793,POL0001665,58242.14,2018-03-14,Theft,0,23364.61
CLM0001794,POL0001783,75244.05,2024-07-23,Natural Disaster,0,76947.04
CLM0001795,POL0002795,53074.17,2022-11-19,Medical,0,12670.48
CLM0001796,POL0002078,51771.91,2019-06-28,Theft,0,25149.21
CLM0001797,POL0001607,76508.74,2019-02-16,Medical,0,74607.45
CLM0001798,POL0000982,31672.13,2020-02-18,Theft,1,27213.4
CLM0001799,POL0000605,9515.75,2022-10-07,Theft,0,26495.4
CLM0001800,POL0002331,35041.47,2022-07-21,Accident,1,51941.98
CLM0001801,POL0000238,16320.13,2022-02-28,Theft,0,10769.17
CLM0001802,POL0000731,96611.45,2023-06-27,Fire,0,77828.31
CLM0001803,POL0001343,57962.4,2018-08-27,Fire,0,22219.3
CLM0001804,POL0001995,44936.74,2022-11-16,Fire,1,62919.4
CLM0001805,POL0001361,91249.16,2023-12-31,Medical,1,23222.86
CLM0001806,POL0002079,90085.96,2019-06-09,Accident,0,22247.18
CLM0001807,POL0000978,41861.88,2024-10-27,Medical,0,4883.76
CLM0001808,POL0000915,87535.37,2019-07-15,Natural Disaster,1,9809.86
CLM0001809,POL0001638,6870.58,2024-06-22,Fire,0,41900.79
CLM0001810,POL0001629,88629.05,2021-04-11,Accident,0,46274.4
CLM0001811,POL0002255,31403.06,2023-01-24,Fire,0,65322.73
CLM0001812,POL0001982,56729.67,2021-01-09,Accident,0,5099.15
CLM0001813,POL0002951,27334.01,2020-12-13,Medical,0,28685.17
CLM0001814,POL0000583,98487.56,2018-12-21,Medical,0,16252.66
CLM0001815,POL0000460,7642.11,2018-12-28,Fire,0,28822.84
CLM0001816,POL0000136,44972.05,2019-09-22,Theft,0,28538.24
CLM0001817,POL0001977,62288.32,2019-05-05,Accident,0,28536.1
CLM0001818,POL0000978,61753.42,2023-05-01,Natural Disaster,0,24977.78
CLM0001819,POL0000284,74006.46,2021-04-05,Theft,0,61189.05
CLM0001820,POL0002898,72579.32,2020-12-20,Medical,1,55269.59
CLM0001821,POL0002399,79417.7,2020-07-17,Accident,0,27515.1
CLM0001822,POL0000017,23811.6,2018-12-20,Theft,0,11975.1
CLM0001823,POL0001239,37365.4,2022-05-27,Natural Disaster,0,41606.95
CLM0001824,POL0001423,38512.3,2018-01-03,Theft,0,73532.16
CLM0001825,POL0002462,95606.05,2024-07-20,Natural Disaster,0,10147.68
CLM0001826,POL0001268,41226.53,2021-07-22,Medical,0,60316.48
CLM0001827,POL0002054,22575.99,2023-01-12,Accident,0,48070.51
CLM0001828,POL0000780,63418.27,2022-08-11,Medical,0,47210.63
CLM0001829,POL0002135,43013.06,2019-05-26,Accident,0,74792.18
CLM0001830,POL0002237,25382.97,2023-01-28,Theft,0,76488.46
CLM0001831,POL0001640,71655.98,2024-05-11,Medical,0,19734.03
CLM0001832,POL0000420,19596.57,2018-02-23,Accident,0,64735.62
CLM0001833,POL0001827,63518.73,2018-04-03,Natural Disaster,0,49777.7
CLM0001834,POL0002296,43337.81,2022-08-06,Accident,0,32884.99
CLM0001835,POL0000860,32257.13,2023-09-06,Medical,0,53350.02
CLM0001836,POL0000207,94625.24,2023-04-07,Medical,0,76490.55
CLM0001837,POL0002472,32778.55,2022-11-05,Theft,0,41494.96
CLM0001838,POL0002597,35076.98,2024-09-15,Natural Disaster,0,75224.36
CLM0001839,POL0002535,87128.52,2021-08-30,Accident,0,51538.11
CLM0001840,POL0002181,13339.81,2022-12-28,Medical,0,38787.87
CLM0001841,POL0002041,11252.84,2023-12-02,Accident,0,51640.38
CLM0001842,POL0000115,28629.42,2023-10-09,Fire,0,48322.52
CLM0001843,POL0002425,59367.77,2023-08-05,Natural Disaster,0,33909.28
CLM0001844,POL0000211,38737.87,2019-12-18,Natural Disaster,0,45128.09
CLM0001845,POL0000132,61051.17,2019-09-30,Fire,0,56348.92
CLM0001846,POL0001398,16395.19,2018-06-20,Natural Disaster,0,67157.64
CLM0001847,POL0000154,26514.36,2019-05-15,Fire,0,24555.16
CLM0001848,POL0000920,56733.65,2024-06-19,Accident,0,1467.44
CLM0001849,POL0001447,22106.35,2024-10-19,Fire,0,44232.07
CLM0001850,POL0000952,42569.06,2020-05-20,Theft,0,39295.95
CLM0001851,POL0002854,57478.46,2022-01-15,Fire,1,4619.64
CLM0001852,POL0001390,97378.26,2024-07-29,Accident,0,50710.76
CLM0001853,POL0001718,8448.72,2019-09-18,Natural Disaster,0,75329.61
CLM0001854,POL0000147,46311.19,2024-09-25,Theft,0,32357.87
CLM0001855,POL0001818,39928.96,2024-04-30,Fire,0,71580.51
CLM0001856,POL0000715,82512.0,2019-12-03,Accident,0,65104.18
CLM0001857,POL0001597,90079.56,2022-10-21,Theft,0,13188.79
CLM0001858,POL0002279,90747.81,2024-10-03,Theft,0,63046.2
CLM0001859,POL0002499,37826.36,2024-01-06,Theft,0,41481.47
CLM0001860,POL0001524,30813.19,2019-03-30,Fire,0,73514.69
CLM0001861,POL0000907,45189.16,2022-02-01,Accident,0,15397.27
CLM0001862,POL0001647,34726.64,2018-03-19,Accident,0,10266.2
CLM0001863,POL0001725,72025.67,2021-07-31,Accident,1,19530.05
CLM0001864,POL0002031,21750.32,2020-07-24,Medical,0,5052.25
CLM0001865,POL0002155,66039.07,2019-02-23,Natural Disaster,0,25810.38
CLM0001866,POL0002141,92735.26,2023-09-02,Accident,0,22855.81
CLM0001867,POL0001660,28351.4,2023-11-16,Medical,0,33472.34
CLM0001868,POL0000829,67850.62,2018-03-24,Medical,0,37199.28
CLM0001869,POL0002188,14784.33,2024-11-28,Theft,0,11834.23
CLM0001870,POL0001338,12577.7,2018-08-08,Natural Disaster,0,49664.1
CLM0001871,POL0000011,12006.63,2020-02-01,Theft,0,18118.32
CLM0001872,POL0002496,14283.55,2018-01-24,Natural Disaster,0,10017.71
CLM0001873,POL0002975,22008.4,2022-05-18,Theft,0,56792.24
CLM0001874,POL0002443,56501.63,2021-11-28,Fire,0,2112.0
CLM0001875,POL0001529,76815.07,2020-11-23,Natural Disaster,0,29658.77
CLM0001876,POL0000378,13122.27,2023-05-28,Medical,0,11808.94
CLM0001877,POL0000361,87066.49,2019-05-01,Medical,0,70658.58
CLM0001878,POL0002731,84350.27,2022-01-11,Natural Disaster,0,66009.33
CLM0001879,POL0001572,72875.11,2019-09-21,Theft,0,5123.98
CLM0001880,POL0000642,42883.6,2022-03-12,Fire,0,44170.95
CLM0001881,POL0000573,654.94,2023-02-07,Fire,0,23839.84
CLM0001882,POL0001956,73609.11,2024-02-21,Accident,0,15645.88
CLM0001883,POL0001585,87959.12,2023-09-20,Natural Disaster,0,25129.63
CLM0001884,POL0000923,33860.99,2020-03-25,Fire,0,65326.22
CLM0001885,POL0002444,71939.76,2022-02-05,Theft,0,4911.07
CLM0001886,POL0002234,6673.74,2018-05-13,Theft,1,51964.2
CLM0001887,POL0001542,71094.74,2019-06-14,Medical,0,73095.6
CLM0001888,POL0001815,7296.7,2021-01-19,Fire,0,36010.09
