policy_id,customer_id,policy_type,premium_amount,coverage_amount,start_date,end_date,underwriting_score
POL0001440,CUST0000066,Auto,4270.04,262240.45,2018-02-08,2019-07-29,0.875
POL0001441,CUST0001867,Auto,3808.77,415177.68,2022-03-24,2022-09-25,0.865
POL0001442,CUST0001623,Life,2358.51,47289.52,2018-07-22,2019-12-23,0.43
POL0001443,CUST0000458,Auto,3141.71,180762.72,2020-02-08,2021-12-12,0.756
POL0001444,CUST0001603,Auto,3503.77,413101.5,2018-03-03,2018-12-15,0.535
POL0001445,CUST0002501,Health,2661.14,327727.73,2021-02-03,2023-09-12,0.509
POL0001446,CUST0001958,Property,2483.12,152079.58,2022-11-02,2023-07-10,0.144
POL0001447,CUST0001741,Life,3296.47,424214.21,2022-07-04,2023-12-05,0.559
POL0001448,CUST0001450,Auto,2875.88,251713.85,2023-09-06,2026-01-06,0.82
POL0001449,CUST0001960,Auto,3290.92,254192.43,2020-01-16,2020-10-21,0.724
POL0001450,CUST0002226,Life,3141.7,488527.8,2019-02-18,2020-07-08,0.729
POL0001451,CUST0001955,Health,3652.14,474087.09,2021-10-07,2022-05-07,0.228
POL0001452,CUST0000280,Life,3285.46,185681.01,2022-02-12,2022-12-31,0.387
POL0001453,CUST0002392,Health,2694.76,78883.77,2022-02-08,2023-04-07,0.287
POL0001454,CUST0001041,Auto,3472.62,169576.7,2022-08-31,2025-03-03,0.353
POL0001455,CUST0002344,Property,2357.51,24936.8,2024-09-25,2027-03-19,0.564
POL0001456,CUST0002250,Health,1360.02,20176.26,2020-08-26,2022-11-15,0.392
POL0001457,CUST0000962,Health,206.81,203805.85,2020-06-11,2022-10-18,0.549
POL0001458,CUST0002732,Life,2887.83,471099.71,2020-06-11,2021-07-12,0.451
POL0001459,CUST0001943,Auto,3035.15,436965.1,2024-03-05,2025-11-08,0.329
POL0001460,CUST0001218,Property,4865.84,260606.99,2018-02-05,2020-08-01,0.176
POL0001461,CUST0000375,Life,1935.1,286960.93,2023-01-02,2023-08-23,0.813
POL0001462,CUST0001912,Life,2091.84,12907.41,2022-08-04,2025-01-19,0.109
POL0001463,CUST0000035,Property,1168.64,115595.57,2023-06-27,2025-08-06,0.101
POL0001464,CUST0001393,Auto,538.56,22139.32,2022-02-07,2023-01-03,0.761
POL0001465,CUST0002077,Property,3909.46,379724.37,2018-11-14,2019-07-06,0.897
POL0001466,CUST0000775,Life,1398.47,81366.44,2023-06-19,2025-05-15,0.682
POL0001467,CUST0000221,Life,3122.74,435833.08,2020-03-26,2021-12-13,0.112
POL0001468,CUST0002101,Health,3501.31,325228.91,2021-10-20,2022-05-22,0.281
POL0001469,CUST0002839,Property,2461.94,122415.15,2021-07-21,2022-05-15,0.877
POL0001470,CUST0002124,Property,4406.49,87282.96,2020-03-24,2021-04-04,0.747
POL0001471,CUST0000494,Property,2330.22,317536.1,2020-09-10,2022-09-25,0.553
POL0001472,CUST0001712,Life,1567.56,451410.12,2024-08-25,2027-04-02,0.289
POL0001473,CUST0002165,Auto,4500.87,361996.51,2024-01-27,2026-09-06,0.111
POL0001474,CUST0000280,Life,4335.51,180787.86,2019-06-06,2021-04-29,0.117
POL0001475,CUST0000746,Health,987.39,297817.96,2021-12-24,2024-02-05,0.59
POL0001476,CUST0002997,Life,324.61,162273.23,2023-11-27,2025-07-20,0.117
POL0001477,CUST0002812,Life,631.93,499583.29,2020-05-23,2022-04-19,0.895
POL0001478,CUST0002343,Life,1575.43,376931.2,2020-10-05,2023-02-17,0.247
POL0001479,CUST0001475,Health,4866.85,311047.0,2022-08-05,2023-06-19,0.669
POL0001480,CUST0001858,Property,2880.88,217396.98,2023-10-14,2026-03-16,0.224
POL0001481,CUST0001542,Auto,1991.66,312894.62,2024-07-13,2026-10-20,0.532
POL0001482,CUST0001097,Auto,4465.84,177391.87,2018-02-13,2020-10-28,0.164
POL0001483,CUST0002890,Health,2375.05,24143.77,2024-01-20,2026-04-06,0.713
POL0001484,CUST0001060,Property,1713.15,203593.38,2022-12-31,2023-08-11,0.568
POL0001485,CUST0001923,Property,4717.85,465935.6,2018-10-26,2021-07-02,0.169
POL0001486,CUST0002006,Health,4277.68,316887.54,2024-08-30,2025-10-02,0.779
POL0001487,CUST0000497,Life,4249.61,51138.29,2021-01-05,2023-01-22,0.538
POL0001488,CUST0002254,Property,2658.97,443646.87,2019-10-06,2022-04-26,0.837
POL0001489,CUST0002474,Auto,3989.3,141748.68,2019-10-02,2020-12-12,0.833
POL0001490,CUST0000044,Health,1060.9,129447.05,2022-10-01,2024-08-23,0.836
POL0001491,CUST0001852,Auto,2951.47,155574.57,2019-12-29,2021-07-07,0.162
POL0001492,CUST0002653,Life,4922.46,292829.1,2022-11-15,2024-02-26,0.197
POL0001493,CUST0000454,Health,1596.6,276897.17,2020-01-15,2021-10-25,0.89
POL0001494,CUST0000595,Auto,4012.89,250792.74,2022-12-12,2023-09-20,0.49
POL0001495,CUST0001357,Auto,2554.3,361593.06,2023-11-11,2026-07-21,0.291
POL0001496,CUST0000507,Life,391.07,165103.49,2024-03-15,2025-02-06,0.716
POL0001497,CUST0000794,Health,3862.49,393211.62,2020-04-05,2020-12-24,0.311
POL0001498,CUST0000021,Property,1009.13,95907.62,2024-03-19,2024-10-10,0.682
POL0001499,CUST0001400,Property,3231.07,393484.19,2020-04-22,2021-04-11,0.77
POL0001500,CUST0002668,Auto,611.19,335266.95,2022-03-22,2024-09-21,0.727
POL0001501,CUST0002462,Life,4744.96,344772.07,2022-06-11,2024-09-08,0.319
POL0001502,CUST0001095,Auto,1600.27,245961.16,2024-08-30,2026-04-23,0.421
POL0001503,CUST0001428,Life,1287.03,336830.75,2020-11-17,2023-02-28,0.431
POL0001504,CUST0001586,Property,819.85,49100.55,2022-12-01,2024-05-09,0.493
POL0001505,CUST0001815,Auto,4740.81,427260.05,2022-09-15,2024-01-09,0.234
POL0001506,CUST0001421,Auto,3617.14,37218.14,2024-12-12,2026-04-03,0.462
POL0001507,CUST0000337,Life,3759.97,82883.34,2021-12-30,2022-11-09,0.509
POL0001508,CUST0001668,Health,2597.14,292626.96,2018-06-09,2019-01-29,0.525
POL0001509,CUST0000910,Life,2478.69,372311.61,2021-01-04,2021-08-27,0.756
POL0001510,CUST0000276,Health,728.1,47363.27,2022-10-18,2024-04-23,0.514
POL0001511,CUST0000892,Property,2887.24,461174.76,2023-01-14,2025-02-19,0.285
POL0001512,CUST0000013,Auto,1385.2,487067.75,2022-08-21,2024-01-21,0.631
POL0001513,CUST0001027,Auto,4890.3,306915.58,2023-09-01,2025-05-29,0.738
POL0001514,CUST0000974,Life,4023.59,245809.29,2024-11-29,2026-05-17,0.355
POL0001515,CUST0000175,Life,2182.36,373283.54,2021-12-08,2022-10-15,0.616
POL0001516,CUST0001409,Property,926.44,170895.1,2023-12-12,2025-10-14,0.218
POL0001517,CUST0001626,Property,3969.59,251699.57,2023-12-30,2026-01-01,0.374
POL0001518,CUST0001944,Health,785.86,458914.0,2018-02-05,2018-11-21,0.827
POL0001519,CUST0002289,Property,1108.8,478271.16,2018-05-29,2020-06-28,0.829
POL0001520,CUST0000547,Property,1215.3,464263.87,2019-03-10,2021-11-09,0.56
POL0001521,CUST0002062,Property,2873.08,138599.55,2022-08-01,2023-06-02,0.662
POL0001522,CUST0001219,Property,3977.87,123909.83,2023-05-12,2024-08-29,0.783
POL0001523,CUST0001421,Health,1708.71,155855.61,2019-11-21,2020-11-13,0.867
POL0001524,CUST0001455,Property,606.42,226242.45,2018-09-11,2021-05-27,0.492
POL0001525,CUST0002773,Health,2429.78,163942.03,2024-05-15,2025-05-26,0.549
POL0001526,CUST0001434,Life,3790.93,193364.27,2024-06-14,2027-01-22,0.433
POL0001527,CUST0000003,Auto,1263.99,314112.11,2018-09-01,2019-06-08,0.158
POL0001528,CUST0002739,Life,1255.64,383637.58,2021-08-07,2023-08-29,0.438
POL0001529,CUST0001843,Property,4746.69,370423.52,2021-07-15,2022-07-12,0.733
POL0001530,CUST0000747,Auto,4779.94,409067.55,2018-01-09,2020-09-23,0.744
POL0001531,CUST0002817,Property,4954.24,25770.36,2024-02-23,2024-08-29,0.814
POL0001532,CUST0000872,Property,4076.77,33389.56,2022-02-13,2023-09-28,0.141
POL0001533,CUST0000495,Life,1103.28,396797.65,2019-12-23,2022-06-07,0.522
POL0001534,CUST0002465,Property,1217.51,271208.62,2021-10-15,2023-10-30,0.186
POL0001535,CUST0001415,Life,1833.08,293288.93,2023-04-11,2025-08-29,0.261
POL0001536,CUST0000628,Property,1727.04,35767.56,2022-06-16,2023-03-26,0.82
POL0001537,CUST0001076,Health,4791.33,135103.76,2019-06-30,2020-04-30,0.497
POL0001538,CUST0000142,Auto,3987.56,322793.61,2023-09-30,2025-09-24,0.707
POL0001539,CUST0001488,Life,3675.24,430999.13,2021-08-13,2023-12-17,0.152
POL0001540,CUST0000046,Life,1092.62,459321.86,2020-03-19,2022-12-03,0.433
POL0001541,CUST0002892,Auto,4565.72,255205.55,2022-05-10,2023-08-02,0.639
POL0001542,CUST0002058,Life,4173.78,277282.37,2022-07-17,2024-04-22,0.207
POL0001543,CUST0000664,Auto,985.48,418194.32,2020-12-26,2023-09-02,0.361
POL0001544,CUST0000573,Health,4381.62,273436.05,2021-06-16,2022-04-09,0.152
POL0001545,CUST0002030,Property,1506.79,263260.68,2019-01-22,2019-10-20,0.621
POL0001546,CUST0001554,Health,588.17,453491.18,2019-09-26,2021-11-25,0.877
POL0001547,CUST0001622,Property,3352.75,397067.03,2024-03-25,2026-01-18,0.762
POL0001548,CUST0002697,Auto,3338.26,455445.54,2021-08-15,2022-05-08,0.88
POL0001549,CUST0000913,Health,655.67,116941.06,2024-04-20,2025-06-07,0.776
POL0001550,CUST0000640,Property,1730.49,266943.99,2024-06-27,2025-04-26,0.784
POL0001551,CUST0002664,Auto,4965.51,422811.34,2023-02-26,2024-03-14,0.562
POL0001552,CUST0002746,Property,3456.45,64462.44,2019-10-11,2020-05-09,0.515
POL0001553,CUST0000909,Life,3704.36,399384.46,2023-02-05,2024-07-25,0.425
POL0001554,CUST0002226,Life,1222.0,99656.96,2018-06-06,2020-03-09,0.754
POL0001555,CUST0000869,Auto,578.15,405978.19,2023-02-07,2025-02-06,0.246
POL0001556,CUST0001030,Property,1529.13,309880.46,2018-03-09,2018-12-07,0.145
POL0001557,CUST0000853,Life,1394.71,104685.64,2018-07-20,2020-06-20,0.858
POL0001558,CUST0000307,Health,1325.81,241943.55,2020-04-13,2022-10-06,0.103
POL0001559,CUST0002596,Property,1125.22,344133.53,2021-01-24,2022-09-03,0.881
POL0001560,CUST0002375,Property,2958.83,320587.92,2021-07-03,2022-04-08,0.683
POL0001561,CUST0001817,Life,1774.9,219351.13,2023-02-19,2024-04-17,0.363
POL0001562,CUST0000395,Life,4137.66,450689.6,2024-12-08,2025-08-02,0.658
POL0001563,CUST0002348,Auto,1082.95,264439.07,2020-06-30,2021-12-18,0.754
POL0001564,CUST0000749,Property,2430.21,257874.98,2023-01-21,2024-11-21,0.296
POL0001565,CUST0002333,Health,265.56,40502.79,2019-02-20,2020-07-03,0.717
POL0001566,CUST0000330,Life,2512.08,461838.99,2019-02-12,2019-08-29,0.743
POL0001567,CUST0002098,Property,468.02,96787.12,2022-07-14,2024-01-01,0.299
POL0001568,CUST0002032,Life,4893.07,268888.9,2018-08-11,2019-06-03,0.134
POL0001569,CUST0000773,Auto,3994.84,403748.12,2021-12-13,2022-10-24,0.263
POL0001570,CUST0001646,Property,2552.54,115572.11,2020-05-29,2021-09-16,0.261
POL0001571,CUST0001733,Property,615.62,268412.91,2020-10-21,2022-09-25,0.152
POL0001572,CUST0000378,Auto,3043.74,127935.61,2019-06-05,2020-03-11,0.681
POL0001573,CUST0001788,Health,3842.07,382250.55,2018-02-16,2019-08-29,0.404
POL0001574,CUST0001624,Life,1115.44,286527.17,2024-01-05,2024-12-04,0.808
POL0001575,CUST0001000,Auto,2927.4,429428.17,2018-03-28,2020-05-09,0.302
POL0001576,CUST0001849,Property,4108.21,448333.42,2023-05-17,2025-07-04,0.463
POL0001577,CUST0001562,Auto,3887.59,327879.41,2018-02-19,2018-11-30,0.611
POL0001578,CUST0000774,Property,4054.36,365441.71,2020-01-24,2022-04-24,0.802
POL0001579,CUST0001084,Auto,4420.75,279117.85,2024-09-18,2027-05-09,0.52
POL0001580,CUST0002916,Health,4700.87,198370.08,2024-07-12,2026-06-17,0.399
POL0001581,CUST0001804,Property,2146.5,327577.78,2023-11-06,2024-09-08,0.794
POL0001582,CUST0001099,Auto,2930.09,455061.43,2024-07-07,2026-02-07,0.348
POL0001583,CUST0002051,Health,3995.17,214173.39,2021-04-28,2023-05-19,0.164
POL0001584,CUST0001599,Health,3546.27,164060.91,2021-02-06,2023-08-13,0.456
POL0001585,CUST0000748,Life,4978.5,200334.1,2019-02-26,2021-02-03,0.728
POL0001586,CUST0001472,Property,265.65,223344.84,2021-10-27,2023-11-02,0.125
POL0001587,CUST0001765,Life,1904.64,46044.9,2019-07-25,2021-07-23,0.569
POL0001588,CUST0002323,Health,1548.93,254236.5,2024-07-01,2025-04-30,0.576
POL0001589,CUST0001554,Life,1459.12,252213.98,2021-08-24,2023-02-14,0.843
POL0001590,CUST0001616,Life,1268.14,298337.48,2020-08-04,2021-04-04,0.329
POL0001591,CUST0002263,Auto,3603.79,187781.81,2024-06-18,2027-01-18,0.323
POL0001592,CUST0001509,Life,606.85,310422.72,2020-11-10,2023-06-21,0.452
POL0001593,CUST0000329,Health,3759.72,440325.99,2021-03-05,2023-05-17,0.386
POL0001594,CUST0002303,Life,3528.44,478180.79,2020-03-13,2020-12-19,0.689
POL0001595,CUST0001411,Property,1403.86,295969.99,2024-05-01,2026-05-11,0.613
POL0001596,CUST0000126,Auto,1413.6,30869.57,2024-12-12,2026-03-13,0.707
POL0001597,CUST0000767,Health,3218.53,484925.64,2019-05-17,2020-06-26,0.756
POL0001598,CUST0001574,Life,3858.42,355872.41,2018-07-22,2019-02-09,0.838
POL0001599,CUST0001228,Property,4407.13,174622.19,2023-05-24,2025-10-16,0.445
POL0001600,CUST0001196,Health,4290.27,82107.27,2024-03-24,2024-11-22,0.888
POL0001601,CUST0001759,Life,4831.44,80275.12,2024-10-01,2025-09-02,0.273
POL0001602,CUST0000217,Auto,2990.65,92194.76,2020-05-11,2023-01-10,0.671
POL0001603,CUST0001360,Life,4561.55,32330.54,2019-02-24,2020-09-15,0.527
POL0001604,CUST0001322,Health,4080.86,452055.55,2020-06-07,2021-05-01,0.754
POL0001605,CUST0000832,Health,4494.4,274976.43,2022-06-22,2023-12-16,0.481
POL0001606,CUST0000182,Health,255.81,352980.11,2022-06-05,2024-10-12,0.727
POL0001607,CUST0000334,Property,4836.33,415773.17,2018-08-19,2020-05-23,0.844
POL0001608,CUST0000511,Life,2472.94,397855.09,2022-08-22,2024-11-23,0.686
POL0001609,CUST0000383,Life,4031.28,442476.76,2020-12-09,2022-07-10,0.721
POL0001610,CUST0001897,Life,810.58,483954.77,2019-03-14,2020-10-18,0.154
POL0001611,CUST0000332,Auto,2100.52,225144.6,2019-02-28,2020-01-05,0.264
POL0001612,CUST0001189,Property,1503.01,475664.38,2019-11-21,2020-12-01,0.879
POL0001613,CUST0001266,Property,1599.96,364412.07,2018-11-08,2021-02-11,0.655
POL0001614,CUST0000900,Auto,791.63,44627.41,2019-09-02,2020-04-03,0.549
POL0001615,CUST0000642,Property,4067.67,344073.73,2023-09-25,2025-05-16,0.394
POL0001616,CUST0001251,Auto,244.36,346491.16,2024-08-20,2026-02-27,0.136
POL0001617,CUST0000634,Health,1700.03,453871.68,2024-10-10,2026-05-11,0.395
POL0001618,CUST0002499,Health,1037.17,192736.74,2023-10-10,2024-11-12,0.499
POL0001619,CUST0000196,Property,3027.39,296606.64,2021-09-03,2024-01-27,0.269
POL0001620,CUST0001894,Health,1420.41,15971.9,2019-07-30,2021-06-25,0.239
POL0001621,CUST0000458,Health,1443.19,172716.87,2024-08-28,2026-09-29,0.507
POL0001622,CUST0000830,Health,2544.02,40499.43,2019-06-26,2020-11-28,0.569
POL0001623,CUST0002305,Life,3332.91,265717.76,2020-07-23,2023-02-10,0.292
POL0001624,CUST0002057,Health,782.26,410549.35,2023-09-03,2025-04-20,0.57
POL0001625,CUST0002809,Life,1042.45,111156.92,2021-12-15,2023-09-11,0.82
POL0001626,CUST0002997,Auto,1386.44,268446.11,2020-12-21,2022-04-11,0.479
POL0001627,CUST0001225,Auto,4873.99,109964.23,2021-01-10,2022-06-04,0.786
POL0001628,CUST0000887,Auto,2106.33,69137.35,2018-02-26,2020-07-29,0.842
POL0001629,CUST0000393,Auto,3075.15,260388.43,2018-12-18,2021-04-25,0.174
POL0001630,CUST0001676,Auto,1359.41,48782.82,2021-09-22,2023-02-22,0.177
POL0001631,CUST0002447,Health,2554.21,297803.77,2021-02-19,2023-09-04,0.481
POL0001632,CUST0002379,Health,555.77,25355.36,2023-11-23,2026-08-04,0.57
POL0001633,CUST0002528,Health,366.76,62290.34,2021-12-12,2023-04-03,0.441
POL0001634,CUST0002182,Auto,2449.92,279498.77,2020-03-29,2022-10-24,0.361
POL0001635,CUST0000916,Auto,2113.56,299789.63,2020-09-27,2023-01-31,0.613
POL0001636,CUST0000935,Life,857.03,24203.6,2020-12-18,2022-04-23,0.102
POL0001637,CUST0000355,Property,3500.49,290954.63,2019-04-22,2021-05-23,0.874
POL0001638,CUST0002632,Health,4965.94,420866.24,2021-11-08,2024-05-18,0.286
POL0001639,CUST0001522,Property,2099.1,363934.93,2021-11-27,2022-07-19,0.834
POL0001640,CUST0002673,Auto,3197.88,74280.7,2024-03-31,2026-08-21,0.187
POL0001641,CUST0002338,Auto,4822.28,300312.58,2024-01-12,2025-12-25,0.29
POL0001642,CUST0002873,Auto,4191.37,339403.73,2018-05-30,2021-01-28,0.288
POL0001643,CUST0000629,Property,2425.05,28243.29,2021-10-18,2022-07-29,0.897
POL0001644,CUST0002680,Life,3739.95,429120.36,2024-05-31,2025-05-20,0.104
POL0001645,CUST0001171,Auto,815.05,454071.02,2020-09-11,2021-12-28,0.612
POL0001646,CUST0000327,Life,2658.1,426721.61,2019-07-13,2021-07-12,0.796
POL0001647,CUST0001439,Life,1539.49,414069.42,2018-05-12,2019-11-17,0.638
POL0001648,CUST0002258,Health,973.59,375032.95,2019-10-11,2021-07-01,0.39
POL0001649,CUST0001422,Property,2246.15,320381.7,2021-04-12,2022-12-27,0.867
POL0001650,CUST0001127,Auto,828.87,342527.23,2021-06-09,2022-02-03,0.815
POL0001651,CUST0002684,Life,3555.13,405133.69,2024-07-08,2026-01-30,0.447
POL0001652,CUST0001781,Property,2389.95,334624.24,2024-01-08,2026-09-25,0.559
POL0001653,CUST0001532,Property,2749.49,170586.21,2023-08-16,2026-05-02,0.874
POL0001654,CUST0001915,Auto,902.6,194220.94,2020-07-25,2022-02-14,0.886
POL0001655,CUST0002916,Health,870.9,449558.16,2020-11-28,2021-12-24,0.46
POL0001656,CUST0001233,Health,3000.39,18389.82,2020-11-22,2023-03-18,0.778
POL0001657,CUST0001957,Life,4928.05,352422.08,2018-03-11,2020-07-22,0.342
POL0001658,CUST0002476,Health,662.0,477841.0,2023-09-13,2025-08-27,0.397
POL0001659,CUST0000393,Health,1571.51,356051.8,2019-10-03,2020-11-25,0.232
POL0001660,CUST0000826,Health,4373.4,497016.87,2019-11-02,2021-08-30,0.267
POL0001661,CUST0002964,Property,546.91,346897.0,2020-11-13,2023-05-02,0.625
POL0001662,CUST0001913,Auto,4404.25,26837.88,2023-09-13,2024-07-10,0.509
POL0001663,CUST0002396,Property,2716.57,415234.84,2021-04-25,2022-07-01,0.285
POL0001664,CUST0000050,Property,2159.68,149468.66,2024-02-26,2025-01-11,0.422
POL0001665,CUST0002964,Auto,1686.47,228568.04,2018-07-04,2020-03-26,0.399
POL0001666,CUST0001397,Property,1626.16,162925.04,2021-01-09,2021-12-07,0.89
POL0001667,CUST0001051,Life,1667.85,141591.51,2018-02-23,2020-08-16,0.783
POL0001668,CUST0000800,Life,4447.05,221388.79,2021-05-02,2022-09-01,0.41
POL0001669,CUST0001793,Property,3674.22,195588.21,2018-10-21,2020-10-29,0.831
POL0001670,CUST0002697,Health,3414.67,320335.91,2023-10-15,2025-02-22,0.374
POL0001671,CUST0001364,Property,4034.0,408444.09,2023-12-01,2025-11-08,0.634
POL0001672,CUST0002349,Health,1434.15,155573.44,2024-05-26,2025-09-13,0.873
POL0001673,CUST0001566,Property,3166.61,114723.36,2021-04-29,2022-10-05,0.412
POL0001674,CUST0002214,Life,2408.32,336778.68,2019-08-30,2021-09-28,0.644
POL0001675,CUST0002364,Health,3955.72,338456.83,2020-12-28,2023-02-12,0.337
POL0001676,CUST0000001,Life,1684.43,451554.31,2020-02-19,2021-05-25,0.313
POL0001677,CUST0001020,Property,3287.26,17813.39,2021-08-11,2022-09-02,0.559
POL0001678,CUST0001285,Auto,4434.62,427989.92,2024-07-12,2026-07-13,0.883
POL0001679,CUST0000063,Health,2130.32,265291.06,2024-05-23,2025-02-22,0.463
POL0001680,CUST0002531,Health,519.79,314438.02,2024-12-03,2026-08-26,0.85
POL0001681,CUST0001870,Property,2677.04,54772.01,2019-10-03,2022-05-01,0.831
POL0001682,CUST0002270,Property,1860.67,221981.32,2022-03-19,2023-09-22,0.303
POL0001683,CUST0000152,Health,3426.68,121378.18,2022-10-27,2025-01-31,0.421
POL0001684,CUST0000644,Auto,4764.96,134570.26,2019-01-03,2019-09-12,0.615
POL0001685,CUST0000626,Property,2530.92,257006.61,2020-06-01,2023-02-18,0.514
POL0001686,CUST0000217,Property,2437.71,408103.42,2019-08-22,2022-04-12,0.177
POL0001687,CUST0000196,Property,3342.01,374452.66,2018-12-30,2021-05-08,0.895
POL0001688,CUST0001015,Auto,696.79,299589.98,2022-07-28,2023-12-22,0.702
POL0001689,CUST0002695,Health,1416.83,274314.91,2018-08-15,2020-03-09,0.45
POL0001690,CUST0002756,Life,4611.1,219379.96,2021-03-20,2023-08-26,0.595
POL0001691,CUST0001522,Property,3415.72,486627.89,2020-08-26,2021-06-07,0.17
POL0001692,CUST0001579,Auto,264.53,284494.35,2024-03-06,2024-12-11,0.496
POL0001693,CUST0001081,Health,1182.2,134443.54,2021-01-22,2022-07-14,0.845
POL0001694,CUST0001528,Health,3477.62,122744.49,2018-02-21,2020-09-04,0.817
POL0001695,CUST0000722,Auto,3869.12,309562.99,2020-02-04,2022-10-02,0.37
POL0001696,CUST0001608,Property,4231.33,266185.49,2022-08-07,2023-12-28,0.525
POL0001697,CUST0001760,Life,1602.45,13771.92,2022-03-09,2024-05-14,0.658
POL0001698,CUST0001563,Property,4668.94,416732.03,2020-07-16,2022-02-10,0.372
POL0001699,CUST0000640,Health,2854.15,355019.95,2023-06-06,2024-01-06,0.152
POL0001700,CUST0002154,Life,3543.39,334296.35,2018-06-03,2019-05-05,0.504
POL0001701,CUST0000165,Property,3064.35,43702.52,2023-01-20,2024-04-16,0.581
POL0001702,CUST0000215,Life,789.15,187407.37,2021-05-01,2022-11-27,0.105
POL0001703,CUST0001095,Auto,4822.95,468337.31,2019-07-01,2022-01-17,0.176
POL0001704,CUST0000090,Property,789.8,432668.73,2024-03-29,2025-04-19,0.266
POL0001705,CUST0001796,Health,1423.43,149916.04,2022-07-19,2025-02-09,0.378
POL0001706,CUST0002922,Health,4105.41,86958.85,2023-05-21,2025-07-13,0.533
POL0001707,CUST0001252,Life,3169.27,230053.1,2023-03-07,2025-05-15,0.335
POL0001708,CUST0001103,Auto,4223.12,184356.89,2018-06-02,2019-09-30,0.321
POL0001709,CUST0000608,Property,2675.53,344290.92,2019-03-28,2021-06-10,0.795
POL0001710,CUST0000349,Auto,2009.57,483553.06,2020-04-10,2022-03-26,0.216
POL0001711,CUST0002942,Auto,4624.86,187870.71,2024-10-18,2027-06-29,0.496
POL0001712,CUST0000246,Life,374.01,40489.84,2022-11-06,2024-08-08,0.862
POL0001713,CUST0000272,Life,4309.43,449830.86,2024-03-22,2025-05-27,0.6
POL0001714,CUST0002031,Property,1307.93,28595.37,2018-08-05,2019-10-25,0.674
POL0001715,CUST0000403,Health,4273.93,476855.29,2024-09-15,2025-10-08,0.445
POL0001716,CUST0001466,Property,868.14,335643.92,2021-07-31,2023-08-16,0.116
POL0001717,CUST0001196,Auto,2985.05,471427.71,2020-08-26,2022-08-14,0.617
POL0001718,CUST0002946,Life,4462.92,107833.25,2019-08-11,2021-06-23,0.606
POL0001719,CUST0001080,Auto,2472.99,29942.9,2018-02-27,2020-01-21,0.188
POL0001720,CUST0001615,Life,3783.52,249222.89,2022-06-01,2024-06-29,0.47
POL0001721,CUST0001127,Health,4062.42,230805.47,2023-04-22,2024-03-14,0.832
POL0001722,CUST0000284,Auto,3735.17,172431.21,2023-02-23,2025-05-24,0.264
POL0001723,CUST0000517,Life,4641.58,479251.67,2024-01-16,2024-10-04,0.469
POL0001724,CUST0002666,Property,2344.8,413066.03,2021-06-26,2022-02-02,0.469
POL0001725,CUST0001302,Property,1031.0,334175.19,2019-01-31,2020-01-01,0.749
POL0001726,CUST0000612,Property,429.49,89800.56,2019-11-25,2022-03-22,0.76
POL0001727,CUST0000750,Auto,1383.01,369818.47,2021-05-06,2023-01-28,0.707
POL0001728,CUST0001293,Life,887.35,366236.1,2023-05-28,2025-08-03,0.392
POL0001729,CUST0001857,Life,2878.15,218283.41,2024-09-04,2025-12-11,0.158
POL0001730,CUST0000400,Life,1087.74,463145.1,2023-11-14,2024-11-15,0.38
POL0001731,CUST0001527,Auto,386.88,91819.16,2022-07-08,2024-09-11,0.644
POL0001732,CUST0002025,Life,372.75,140995.41,2020-05-26,2022-08-07,0.662
POL0001733,CUST0002134,Health,4191.53,40979.93,2021-03-17,2022-12-30,0.872
POL0001734,CUST0000320,Auto,3038.96,399770.97,2023-01-17,2024-12-03,0.463
POL0001735,CUST0001056,Health,1918.81,314662.1,2021-07-12,2022-05-20,0.606
POL0001736,CUST0000336,Health,4492.29,164320.75,2018-07-29,2019-10-22,0.531
POL0001737,CUST0002099,Property,536.94,90268.7,2022-11-12,2025-01-21,0.22
POL0001738,CUST0000174,Auto,4905.55,29672.41,2019-11-05,2020-07-14,0.469
POL0001739,CUST0001642,Life,3158.2,91705.33,2023-01-20,2024-09-26,0.536
POL0001740,CUST0000501,Health,1080.63,232109.48,2024-02-21,2025-06-07,0.861
POL0001741,CUST0002124,Auto,3459.53,131116.71,2019-09-22,2022-01-03,0.393
POL0001742,CUST0002364,Life,3864.23,136901.27,2018-03-08,2020-10-14,0.884
POL0001743,CUST0001857,Property,2260.85,439032.42,2023-03-16,2025-10-07,0.534
POL0001744,CUST0001897,Auto,4335.84,262417.46,2020-02-24,2021-11-01,0.294
POL0001745,CUST0001664,Auto,923.52,367333.47,2019-11-21,2022-03-16,0.253
POL0001746,CUST0001719,Auto,1538.42,27498.37,2024-10-29,2027-02-16,0.213
POL0001747,CUST0001779,Life,648.76,188930.04,2018-03-10,2018-11-04,0.462
POL0001748,CUST0000697,Health,1212.21,244792.98,2024-12-04,2027-01-20,0.118
POL0001749,CUST0000732,Health,1345.9,101344.26,2022-04-14,2024-09-13,0.456
POL0001750,CUST0001095,Auto,4604.64,68893.86,2022-05-20,2023-10-08,0.891
POL0001751,CUST0002902,Auto,574.93,436448.85,2020-05-28,2021-05-24,0.636
POL0001752,CUST0002714,Life,2251.59,470321.5,2018-12-23,2021-08-27,0.708
POL0001753,CUST0000652,Property,2755.51,48615.28,2020-01-20,2022-09-10,0.195
POL0001754,CUST0001095,Auto,4513.73,181019.17,2021-07-03,2024-02-04,0.478
POL0001755,CUST0000046,Auto,4988.94,479559.96,2021-11-24,2023-07-30,0.329
