claim_id,anomaly_score,network_flag,fraud_reason
CLM0002004,0.228,0,Inflated Amount
CLM0001928,0.132,1,Fake Identity
CLM0000094,0.067,0,Fake Identity
CLM0002317,0.57,0,Fake Identity
CLM0001766,0.764,0,Inflated Amount
CLM0002974,0.504,1,Duplicate Claim
CLM0001684,0.844,0,Inflated Amount
CLM0001098,0.462,1,Fake Identity
CLM0002413,0.071,1,Duplicate Claim
CLM0000403,0.604,0,Duplicate Claim
CLM0001666,0.715,0,Fake Identity
CLM0002605,0.123,0,Duplicate Claim
CLM0001342,0.524,1,Duplicate Claim
CLM0001972,0.297,0,Fake Identity
CLM0000429,0.963,1,Inflated Amount
CLM0001804,0.212,1,Duplicate Claim
CLM0002559,0.683,0,Fake Identity
CLM0000824,0.309,0,Inflated Amount
CLM0001640,0.416,0,Inflated Amount
CLM0002022,0.827,1,Duplicate Claim
CLM0001301,0.997,0,Fake Identity
CLM0001185,0.121,0,Suspicious Pattern
CLM0002904,0.46,0,Inflated Amount
CLM0001591,0.62,1,Inflated Amount
CLM0000380,0.393,1,Suspicious Pattern
CLM0002299,0.132,1,Inflated Amount
CLM0000592,0.024,0,Suspicious Pattern
CLM0001027,0.031,0,Inflated Amount
CLM0002135,0.498,0,Fake Identity
CLM0001463,0.411,1,Fake Identity
CLM0001034,0.979,1,Inflated Amount
CLM0000544,0.912,1,Suspicious Pattern
CLM0002284,0.611,0,Inflated Amount
CLM0000333,0.475,1,Duplicate Claim
CLM0000467,0.573,1,Fake Identity
CLM0001824,0.464,0,Suspicious Pattern
CLM0000295,0.347,0,Fake Identity
CLM0001869,0.61,1,Inflated Amount
CLM0000009,0.93,1,Duplicate Claim
CLM0001292,0.646,1,Fake Identity
CLM0001030,0.177,0,Duplicate Claim
CLM0001594,0.476,1,Inflated Amount
CLM0000468,0.173,1,Fake Identity
CLM0000106,0.119,1,Duplicate Claim
CLM0000952,0.33,1,Fake Identity
CLM0002746,0.199,0,Inflated Amount
CLM0000201,0.935,1,Fake Identity
CLM0000956,0.056,1,Suspicious Pattern
CLM0000763,0.964,1,Inflated Amount
CLM0002692,0.841,1,Suspicious Pattern
CLM0000277,0.261,1,Duplicate Claim
CLM0002616,0.093,0,Duplicate Claim
CLM0002339,0.567,0,Duplicate Claim
CLM0000490,0.246,0,Suspicious Pattern
CLM0001408,0.251,0,Inflated Amount
CLM0002822,0.574,1,Suspicious Pattern
CLM0001434,0.458,0,Duplicate Claim
CLM0002971,0.507,0,Inflated Amount
CLM0002002,0.319,1,Duplicate Claim
CLM0000631,0.324,1,Suspicious Pattern
CLM0002492,0.999,1,Suspicious Pattern
CLM0002981,0.393,1,Inflated Amount
CLM0000565,0.223,0,Fake Identity
CLM0002229,0.704,1,Duplicate Claim
CLM0002256,0.784,1,Fake Identity
CLM0002593,0.235,1,Inflated Amount
CLM0002152,0.109,1,Inflated Amount
CLM0000732,0.294,1,Duplicate Claim
CLM0002044,0.525,1,Fake Identity
CLM0001710,0.381,1,Inflated Amount
CLM0001079,0.155,1,Duplicate Claim
CLM0002091,0.025,0,Fake Identity
CLM0001172,0.506,0,Duplicate Claim
CLM0000150,0.871,1,Suspicious Pattern
CLM0002297,0.595,1,Fake Identity
CLM0001205,0.869,0,Inflated Amount
CLM0000990,0.766,1,Inflated Amount
CLM0000367,0.343,1,Inflated Amount
CLM0002467,0.413,0,Fake Identity
CLM0002309,0.862,0,Fake Identity
CLM0002191,0.705,0,Duplicate Claim
CLM0001994,0.559,0,Inflated Amount
CLM0002915,0.947,0,Suspicious Pattern
CLM0000096,0.047,0,Suspicious Pattern
CLM0002125,0.857,1,Fake Identity
CLM0001105,0.319,1,Suspicious Pattern
CLM0002117,0.649,0,Inflated Amount
CLM0002221,0.915,1,Fake Identity
CLM0001096,0.354,1,Fake Identity
CLM0000303,0.495,0,Suspicious Pattern
CLM0000268,0.323,1,Fake Identity
CLM0001575,0.704,1,Duplicate Claim
CLM0000941,0.13,1,Suspicious Pattern
CLM0001528,0.753,0,Inflated Amount
CLM0000497,0.781,0,Suspicious Pattern
CLM0000050,0.066,1,Fake Identity
CLM0002930,0.4,1,Fake Identity
CLM0002595,0.697,0,Suspicious Pattern
CLM0000845,0.094,0,Duplicate Claim
CLM0001709,0.793,1,Inflated Amount
CLM0000806,0.642,1,Fake Identity
CLM0001438,0.463,0,Inflated Amount
CLM0002829,0.095,0,Suspicious Pattern
CLM0000399,0.071,1,Duplicate Claim
CLM0002387,0.245,1,Suspicious Pattern
CLM0001023,0.79,0,Duplicate Claim
CLM0002342,0.89,1,Inflated Amount
CLM0002282,0.248,0,Inflated Amount
CLM0000608,0.304,0,Inflated Amount
CLM0001236,0.17,0,Inflated Amount
CLM0002388,0.686,0,Fake Identity
CLM0002417,0.028,1,Duplicate Claim
CLM0000816,0.931,1,Fake Identity
CLM0002641,0.275,1,Suspicious Pattern
CLM0000094,0.77,0,Fake Identity
CLM0000260,0.965,1,Fake Identity
CLM0000086,0.147,1,Suspicious Pattern
CLM0002924,0.124,0,Suspicious Pattern
CLM0001420,0.276,1,Fake Identity
CLM0002067,0.59,1,Suspicious Pattern
CLM0000865,0.001,0,Suspicious Pattern
CLM0000704,0.606,0,Duplicate Claim
CLM0001410,0.577,0,Duplicate Claim
CLM0002684,0.046,1,Suspicious Pattern
CLM0002943,0.523,1,Fake Identity
CLM0000711,0.834,0,Fake Identity
CLM0002307,0.299,0,Duplicate Claim
CLM0001140,0.818,1,Suspicious Pattern
CLM0000696,0.442,1,Duplicate Claim
CLM0000892,0.842,1,Duplicate Claim
CLM0000086,0.471,1,Suspicious Pattern
CLM0000446,0.901,1,Duplicate Claim
CLM0000585,0.914,0,Suspicious Pattern
CLM0000719,0.006,0,Suspicious Pattern
CLM0002000,0.386,1,Fake Identity
CLM0001324,0.887,1,Duplicate Claim
CLM0001354,0.014,1,Suspicious Pattern
CLM0002000,0.102,0,Suspicious Pattern
CLM0002188,0.431,1,Fake Identity
CLM0002090,0.98,0,Inflated Amount
CLM0002164,0.927,0,Fake Identity
CLM0001493,0.585,1,Duplicate Claim
CLM0001901,0.253,0,Fake Identity
CLM0000314,0.642,0,Duplicate Claim
CLM0000883,0.323,0,Inflated Amount
CLM0000824,0.653,1,Duplicate Claim
CLM0001687,0.169,1,Duplicate Claim
CLM0002262,0.602,1,Duplicate Claim
CLM0001010,0.692,0,Duplicate Claim
CLM0000693,0.715,0,Fake Identity
CLM0000397,0.977,0,Duplicate Claim
CLM0002655,0.026,0,Inflated Amount
CLM0001425,0.077,0,Suspicious Pattern
CLM0002666,0.605,1,Fake Identity
CLM0001192,0.483,0,Duplicate Claim
CLM0001342,0.629,0,Inflated Amount
CLM0001725,0.694,1,Fake Identity
CLM0001230,0.034,0,Fake Identity
CLM0000483,0.482,1,Duplicate Claim
CLM0001879,0.497,0,Inflated Amount
CLM0002442,0.621,1,Fake Identity
CLM0000203,0.358,1,Duplicate Claim
CLM0002089,0.068,0,Suspicious Pattern
CLM0001028,0.323,1,Duplicate Claim
CLM0000889,0.218,0,Inflated Amount
CLM0001323,0.786,1,Suspicious Pattern
CLM0000550,0.88,1,Duplicate Claim
CLM0001148,0.174,0,Inflated Amount
CLM0001367,0.609,0,Fake Identity
CLM0001004,0.201,0,Suspicious Pattern
CLM0001485,0.832,1,Fake Identity
CLM0001521,0.772,1,Duplicate Claim
CLM0001366,0.582,0,Inflated Amount
CLM0000049,0.317,1,Fake Identity
CLM0000888,0.983,1,Inflated Amount
CLM0001120,0.646,0,Fake Identity
CLM0000362,0.739,0,Inflated Amount
CLM0001383,0.88,1,Fake Identity
CLM0002736,0.824,0,Inflated Amount
CLM0001933,0.821,1,Fake Identity
CLM0000687,0.254,1,Duplicate Claim
CLM0002581,0.316,1,Inflated Amount
CLM0002936,0.393,0,Duplicate Claim
CLM0002768,0.917,0,Fake Identity
CLM0002170,0.057,0,Inflated Amount
CLM0000649,0.259,0,Fake Identity
CLM0000345,0.443,1,Fake Identity
CLM0002384,0.715,0,Duplicate Claim
CLM0001354,0.162,0,Duplicate Claim
CLM0002035,0.507,1,Duplicate Claim
CLM0002332,0.335,0,Fake Identity
CLM0000846,0.216,0,Duplicate Claim
CLM0000261,0.062,1,Duplicate Claim
CLM0000970,0.822,0,Inflated Amount
CLM0000458,0.685,1,Inflated Amount
CLM0002721,0.281,0,Duplicate Claim
CLM0000816,0.389,0,Suspicious Pattern
CLM0001492,0.548,0,Duplicate Claim
CLM0002240,0.321,0,Duplicate Claim
CLM0000863,0.187,0,Duplicate Claim
CLM0001799,0.211,1,Suspicious Pattern
CLM0002651,0.851,1,Fake Identity
CLM0000648,0.485,1,Fake Identity
CLM0001422,0.472,1,Suspicious Pattern
CLM0000264,0.388,0,Inflated Amount
CLM0000259,0.723,0,Suspicious Pattern
CLM0000660,0.83,0,Duplicate Claim
CLM0001471,0.721,1,Suspicious Pattern
CLM0002509,0.485,0,Inflated Amount
CLM0002180,0.201,0,Fake Identity
CLM0000854,0.542,0,Duplicate Claim
CLM0002475,0.726,0,Duplicate Claim
CLM0000051,0.413,0,Fake Identity
CLM0002643,0.991,0,Suspicious Pattern
CLM0001024,0.935,1,Inflated Amount
CLM0001495,0.933,1,Fake Identity
CLM0000785,0.594,1,Inflated Amount
CLM0000388,0.553,1,Duplicate Claim
CLM0001053,0.534,0,Fake Identity
CLM0002399,0.469,0,Suspicious Pattern
CLM0001877,0.161,0,Fake Identity
CLM0002762,0.877,0,Fake Identity
CLM0002217,0.818,0,Duplicate Claim
CLM0000805,0.743,1,Duplicate Claim
CLM0002350,0.69,0,Inflated Amount
CLM0002570,0.466,1,Duplicate Claim
CLM0002788,0.996,1,Duplicate Claim
CLM0002012,0.441,0,Inflated Amount
CLM0000468,0.263,1,Fake Identity
CLM0001175,0.334,0,Fake Identity
CLM0002432,0.715,1,Duplicate Claim
CLM0000698,0.301,0,Suspicious Pattern
CLM0000639,0.669,0,Suspicious Pattern
CLM0002865,0.711,0,Fake Identity
CLM0002842,0.905,0,Inflated Amount
CLM0001132,0.46,1,Fake Identity
CLM0000811,0.49,0,Duplicate Claim
CLM0002972,0.069,1,Inflated Amount
CLM0002133,0.176,0,Fake Identity
CLM0000133,0.252,0,Fake Identity
CLM0002708,0.932,1,Fake Identity
CLM0002217,0.641,1,Suspicious Pattern
CLM0001490,0.902,1,Suspicious Pattern
CLM0001855,0.312,1,Inflated Amount
CLM0001753,0.33,0,Inflated Amount
CLM0000310,0.499,0,Inflated Amount
CLM0002604,0.66,0,Suspicious Pattern
CLM0002938,0.147,0,Inflated Amount
CLM0000765,0.173,0,Fake Identity
CLM0001412,0.803,0,Duplicate Claim
CLM0001357,0.863,0,Duplicate Claim
CLM0000324,0.007,0,Fake Identity
CLM0001178,0.71,0,Fake Identity
CLM0001334,0.358,1,Inflated Amount
CLM0002128,0.343,0,Duplicate Claim
CLM0001314,0.557,1,Inflated Amount
CLM0002399,0.755,1,Inflated Amount
CLM0002666,0.928,0,Suspicious Pattern
CLM0001361,0.011,1,Fake Identity
CLM0002265,0.266,0,Inflated Amount
CLM0000278,0.388,0,Fake Identity
CLM0000340,0.078,1,Duplicate Claim
CLM0002985,0.036,1,Duplicate Claim
CLM0001489,0.994,0,Inflated Amount
CLM0001198,0.646,1,Suspicious Pattern
CLM0002436,0.268,1,Inflated Amount
CLM0001419,0.376,1,Duplicate Claim
CLM0001082,0.707,0,Duplicate Claim
CLM0000295,0.145,1,Suspicious Pattern
CLM0002190,0.425,1,Duplicate Claim
CLM0000244,0.863,0,Suspicious Pattern
CLM0001147,0.271,1,Fake Identity
CLM0002926,0.173,0,Suspicious Pattern
CLM0001233,0.885,0,Suspicious Pattern
CLM0000879,0.95,1,Suspicious Pattern
CLM0002036,0.88,1,Fake Identity
CLM0000763,0.922,0,Suspicious Pattern
CLM0001838,0.408,0,Inflated Amount
CLM0002518,0.468,0,Inflated Amount
CLM0001128,0.621,0,Inflated Amount
CLM0002178,0.059,1,Inflated Amount
CLM0001641,0.682,1,Suspicious Pattern
CLM0000974,0.543,1,Duplicate Claim
CLM0001581,0.937,0,Suspicious Pattern
CLM0000934,0.544,0,Inflated Amount
CLM0002916,0.991,1,Suspicious Pattern
CLM0000551,0.969,1,Suspicious Pattern
CLM0001350,0.402,0,Inflated Amount
CLM0001977,0.034,1,Suspicious Pattern
CLM0000277,0.808,1,Inflated Amount
CLM0001861,0.853,1,Duplicate Claim
CLM0000894,0.553,0,Inflated Amount
CLM0000203,0.733,1,Inflated Amount
CLM0000282,0.477,1,Duplicate Claim
CLM0000375,0.633,1,Fake Identity
CLM0001264,0.512,0,Inflated Amount
CLM0000015,0.48,1,Inflated Amount
CLM0001640,0.82,1,Fake Identity
CLM0002902,0.179,0,Fake Identity
CLM0000324,0.425,1,Inflated Amount
CLM0001069,0.674,1,Inflated Amount
CLM0001650,0.986,1,Fake Identity
CLM0000719,0.572,0,Inflated Amount
CLM0002850,0.55,1,Inflated Amount
CLM0002181,0.508,1,Fake Identity
CLM0002691,0.052,1,Duplicate Claim
CLM0001619,0.651,0,Fake Identity
CLM0001335,0.964,1,Fake Identity
CLM0001285,0.723,0,Duplicate Claim
CLM0000584,0.32,1,Suspicious Pattern
CLM0002389,0.657,0,Inflated Amount
CLM0002884,0.504,0,Inflated Amount
CLM0000404,0.667,1,Inflated Amount
CLM0000501,0.998,1,Duplicate Claim
CLM0001400,0.61,1,Fake Identity
CLM0000254,0.019,1,Suspicious Pattern
CLM0000696,0.254,0,Duplicate Claim
CLM0002054,0.423,1,Suspicious Pattern
CLM0002871,0.07,0,Duplicate Claim
CLM0001880,0.463,1,Fake Identity
CLM0000573,0.452,1,Suspicious Pattern
CLM0001669,0.877,1,Fake Identity
CLM0002205,0.289,1,Fake Identity
CLM0001092,0.408,0,Duplicate Claim
CLM0000622,0.236,1,Suspicious Pattern
CLM0000826,0.8,0,Suspicious Pattern
CLM0001204,0.791,0,Suspicious Pattern
CLM0001171,0.945,0,Fake Identity
CLM0001042,0.832,0,Suspicious Pattern
CLM0002554,0.807,0,Inflated Amount
CLM0001990,0.236,1,Fake Identity
CLM0001311,0.684,1,Duplicate Claim
CLM0001025,0.042,0,Fake Identity
CLM0000006,0.022,0,Inflated Amount
CLM0001061,0.304,0,Duplicate Claim
CLM0001282,0.869,1,Fake Identity
CLM0000058,0.275,0,Fake Identity
CLM0001259,0.929,1,Fake Identity
CLM0002981,0.221,1,Inflated Amount
CLM0001495,0.047,1,Fake Identity
CLM0002348,0.594,1,Fake Identity
CLM0002348,0.817,0,Duplicate Claim
CLM0001009,0.57,0,Inflated Amount
CLM0000283,0.505,0,Fake Identity
CLM0002523,0.439,0,Duplicate Claim
CLM0001573,0.716,1,Inflated Amount
CLM0002904,0.966,1,Duplicate Claim
CLM0001883,0.314,1,Inflated Amount
CLM0000607,0.343,0,Duplicate Claim
CLM0002136,0.067,1,Duplicate Claim
CLM0001601,0.165,1,Fake Identity
CLM0001384,0.526,1,Duplicate Claim
CLM0000992,0.315,0,Inflated Amount
CLM0001816,0.82,1,Inflated Amount
CLM0001035,0.622,0,Inflated Amount
CLM0002098,0.731,0,Suspicious Pattern
CLM0001566,0.442,0,Fake Identity
CLM0000623,0.1,1,Fake Identity
CLM0002721,0.562,1,Suspicious Pattern
CLM0000874,0.259,0,Inflated Amount
CLM0001667,0.522,1,Duplicate Claim
CLM0001400,0.112,0,Inflated Amount
CLM0001877,0.779,1,Duplicate Claim
CLM0002839,0.399,0,Duplicate Claim
CLM0001010,0.665,1,Duplicate Claim
CLM0001208,0.492,0,Duplicate Claim
CLM0001089,0.467,0,Duplicate Claim
CLM0000564,0.382,1,Suspicious Pattern
CLM0002311,0.483,1,Inflated Amount
CLM0002159,0.613,1,Inflated Amount
CLM0000337,0.224,0,Fake Identity
CLM0001699,0.714,0,Inflated Amount
CLM0001936,0.486,0,Duplicate Claim
CLM0000307,0.617,0,Inflated Amount
CLM0002741,0.473,1,Suspicious Pattern
CLM0001987,0.164,1,Duplicate Claim
CLM0002380,0.328,1,Suspicious Pattern
CLM0002356,0.341,0,Fake Identity
CLM0001878,0.405,0,Inflated Amount
CLM0001249,0.319,1,Inflated Amount
CLM0000199,0.675,0,Suspicious Pattern
CLM0001719,0.994,1,Inflated Amount
CLM0000421,0.706,0,Duplicate Claim
CLM0001799,0.959,0,Fake Identity
CLM0002711,0.738,0,Suspicious Pattern
CLM0001665,0.587,0,Duplicate Claim
CLM0002808,0.706,0,Suspicious Pattern
CLM0000233,0.817,0,Inflated Amount
CLM0002316,0.834,0,Fake Identity
CLM0000097,0.128,0,Duplicate Claim
CLM0002811,0.625,0,Suspicious Pattern
CLM0001307,0.16,1,Fake Identity
CLM0000976,0.73,1,Duplicate Claim
CLM0002865,0.006,1,Fake Identity
CLM0001661,0.641,1,Duplicate Claim
CLM0000959,0.049,0,Fake Identity
CLM0002611,0.901,1,Inflated Amount
CLM0000152,0.744,0,Suspicious Pattern
CLM0000313,0.921,1,Inflated Amount
CLM0000429,0.485,1,Inflated Amount
CLM0001825,0.003,0,Duplicate Claim
CLM0000206,0.934,0,Fake Identity
CLM0000587,0.269,1,Inflated Amount
CLM0000538,0.335,1,Duplicate Claim
CLM0000884,0.553,1,Duplicate Claim
CLM0000460,0.217,0,Suspicious Pattern
CLM0002274,0.96,1,Duplicate Claim
CLM0000633,0.13,0,Suspicious Pattern
CLM0002425,0.334,0,Suspicious Pattern
CLM0000101,0.962,0,Fake Identity
CLM0001769,0.991,0,Fake Identity
CLM0000987,0.642,0,Fake Identity
CLM0000080,0.785,1,Fake Identity
CLM0001986,0.577,0,Fake Identity
CLM0000778,0.464,1,Duplicate Claim
CLM0000130,0.346,1,Duplicate Claim
CLM0000305,0.235,1,Duplicate Claim
CLM0000975,0.266,1,Inflated Amount
CLM0001934,0.487,1,Fake Identity
CLM0001727,0.943,0,Duplicate Claim
CLM0000937,0.87,0,Fake Identity
CLM0000508,0.327,0,Suspicious Pattern
CLM0001127,0.952,0,Inflated Amount
CLM0001966,0.158,0,Inflated Amount
CLM0001573,0.543,0,Duplicate Claim
CLM0001391,0.689,0,Inflated Amount
CLM0001515,0.942,1,Fake Identity
CLM0001783,0.235,1,Suspicious Pattern
CLM0002934,0.308,1,Suspicious Pattern
CLM0002085,0.117,1,Fake Identity
CLM0000421,0.336,1,Duplicate Claim
CLM0000771,0.838,0,Inflated Amount
CLM0000444,0.416,1,Duplicate Claim
CLM0002431,0.989,1,Suspicious Pattern
CLM0001132,0.397,1,Suspicious Pattern
CLM0002416,0.718,1,Duplicate Claim
CLM0001659,0.4,1,Fake Identity
CLM0002721,0.238,0,Duplicate Claim
CLM0001750,0.178,0,Suspicious Pattern
CLM0000751,0.174,0,Fake Identity
CLM0001273,0.646,1,Duplicate Claim
CLM0000961,0.074,1,Suspicious Pattern
CLM0000432,0.638,1,Fake Identity
CLM0001600,0.415,0,Fake Identity
CLM0001084,0.663,1,Duplicate Claim
CLM0000659,0.022,0,Duplicate Claim
CLM0001467,0.138,1,Duplicate Claim
CLM0001834,0.873,0,Inflated Amount
CLM0000015,1.0,0,Duplicate Claim
CLM0001331,0.842,1,Fake Identity
CLM0002941,0.126,0,Fake Identity
CLM0000208,0.201,1,Fake Identity
CLM0001315,0.176,1,Duplicate Claim
CLM0001127,0.868,1,Inflated Amount
CLM0001291,0.827,0,Inflated Amount
CLM0001415,0.411,1,Fake Identity
CLM0002718,0.124,0,Suspicious Pattern
CLM0002606,0.889,0,Inflated Amount
CLM0001090,0.582,0,Inflated Amount
CLM0000513,0.977,0,Suspicious Pattern
CLM0001919,0.282,1,Duplicate Claim
CLM0000403,0.037,1,Fake Identity
CLM0002673,0.982,1,Fake Identity
CLM0000175,0.353,0,Inflated Amount
CLM0001687,0.448,0,Fake Identity
CLM0001296,0.087,1,Duplicate Claim
CLM0002062,0.593,1,Inflated Amount
CLM0001274,0.26,0,Inflated Amount
CLM0002310,0.681,0,Suspicious Pattern
CLM0002308,0.76,1,Suspicious Pattern
CLM0001861,0.288,0,Duplicate Claim
CLM0002851,0.441,0,Duplicate Claim
CLM0002714,0.345,1,Suspicious Pattern
CLM0001969,0.979,1,Duplicate Claim
CLM0002295,0.848,1,Duplicate Claim
CLM0000197,0.421,0,Inflated Amount
CLM0002861,0.514,1,Suspicious Pattern
CLM0001894,0.984,1,Fake Identity
CLM0001182,0.272,0,Suspicious Pattern
CLM0002108,0.885,1,Suspicious Pattern
CLM0001824,0.942,0,Duplicate Claim
CLM0000099,0.46,0,Fake Identity
CLM0001823,0.248,1,Fake Identity
CLM0000980,0.155,0,Duplicate Claim
CLM0000946,0.073,0,Fake Identity
CLM0001597,0.182,0,Fake Identity
CLM0002193,0.337,0,Fake Identity
CLM0002227,0.773,0,Fake Identity
CLM0000655,0.388,1,Inflated Amount
CLM0002188,0.363,1,Inflated Amount
CLM0000011,0.844,1,Suspicious Pattern
CLM0002922,0.595,0,Duplicate Claim
CLM0000584,0.46,1,Fake Identity
CLM0000579,0.63,1,Suspicious Pattern
CLM0002785,0.56,0,Inflated Amount
CLM0002676,0.444,1,Suspicious Pattern
CLM0002073,0.4,1,Duplicate Claim
CLM0000806,0.885,1,Fake Identity
CLM0001897,0.184,0,Fake Identity
CLM0002737,0.158,1,Inflated Amount
CLM0001259,0.801,0,Duplicate Claim
CLM0000195,0.121,1,Fake Identity
CLM0002456,0.97,1,Inflated Amount
CLM0000724,0.279,0,Inflated Amount
CLM0000655,0.853,1,Duplicate Claim
CLM0002861,0.647,1,Inflated Amount
CLM0000365,0.809,1,Duplicate Claim
CLM0001577,0.4,0,Duplicate Claim
CLM0002950,0.203,0,Duplicate Claim
CLM0000818,0.948,0,Suspicious Pattern
CLM0002417,0.787,1,Duplicate Claim
CLM0001730,0.15,0,Suspicious Pattern
CLM0000126,0.443,1,Suspicious Pattern
CLM0002145,0.33,0,Fake Identity
CLM0001614,0.155,1,Suspicious Pattern
CLM0000136,0.592,1,Fake Identity
CLM0002425,0.74,1,Suspicious Pattern
CLM0002506,0.234,1,Inflated Amount
CLM0001638,0.55,0,Inflated Amount
CLM0000202,0.201,0,Suspicious Pattern
CLM0001235,0.661,1,Duplicate Claim
CLM0002539,0.699,1,Fake Identity
CLM0001241,0.502,1,Inflated Amount
CLM0001945,0.665,1,Duplicate Claim
CLM0002942,0.699,0,Suspicious Pattern
CLM0002719,0.912,1,Inflated Amount
CLM0000879,0.835,0,Fake Identity
CLM0002949,0.822,0,Suspicious Pattern
CLM0000847,0.022,0,Suspicious Pattern
CLM0002460,0.263,0,Duplicate Claim
CLM0000584,0.193,1,Inflated Amount
CLM0000364,0.994,1,Fake Identity
CLM0002189,0.564,0,Fake Identity
CLM0000583,0.174,0,Fake Identity
CLM0001941,0.57,0,Suspicious Pattern
CLM0001681,0.694,1,Fake Identity
CLM0002209,0.823,0,Duplicate Claim
CLM0001003,0.279,1,Fake Identity
CLM0000930,0.558,1,Duplicate Claim
CLM0001928,0.302,1,Fake Identity
CLM0001773,0.45,0,Suspicious Pattern
CLM0000486,0.407,0,Fake Identity
CLM0001279,0.214,1,Fake Identity
CLM0001993,0.293,0,Fake Identity
CLM0000641,0.257,1,Inflated Amount
CLM0001653,0.811,0,Suspicious Pattern
CLM0002654,0.145,1,Fake Identity
CLM0002861,0.972,0,Suspicious Pattern
CLM0001086,0.402,0,Duplicate Claim
CLM0002911,0.226,0,Fake Identity
CLM0001348,0.763,0,Inflated Amount
CLM0000676,0.092,0,Suspicious Pattern
CLM0001679,0.815,0,Duplicate Claim
CLM0000376,0.311,1,Duplicate Claim
CLM0000114,0.172,0,Inflated Amount
CLM0001102,0.845,0,Fake Identity
CLM0000945,0.595,0,Suspicious Pattern
CLM0002066,0.538,1,Fake Identity
CLM0002187,0.299,1,Duplicate Claim
CLM0002384,0.501,1,Duplicate Claim
CLM0001227,0.781,1,Duplicate Claim
CLM0001931,0.477,1,Duplicate Claim
CLM0001785,0.631,0,Inflated Amount
CLM0002523,0.039,0,Duplicate Claim
CLM0000439,0.593,0,Duplicate Claim
CLM0001467,0.231,1,Duplicate Claim
CLM0000836,0.735,1,Suspicious Pattern
CLM0000063,0.314,0,Suspicious Pattern
CLM0001916,0.294,1,Fake Identity
CLM0002233,0.415,0,Suspicious Pattern
CLM0001178,0.118,0,Inflated Amount
CLM0001386,0.754,1,Fake Identity
CLM0002893,0.628,1,Fake Identity
CLM0000854,0.281,1,Inflated Amount
CLM0000880,0.772,1,Fake Identity
CLM0000616,0.962,0,Duplicate Claim
CLM0002133,0.857,1,Duplicate Claim
CLM0001675,0.414,0,Suspicious Pattern
CLM0000186,0.294,0,Duplicate Claim
CLM0001858,0.008,0,Inflated Amount
CLM0002685,0.259,0,Duplicate Claim
CLM0000346,0.116,1,Duplicate Claim
CLM0001653,0.828,0,Fake Identity
CLM0002804,0.777,0,Suspicious Pattern
CLM0002814,0.471,0,Duplicate Claim
CLM0002509,0.117,1,Inflated Amount
CLM0000975,0.52,1,Fake Identity
CLM0002034,0.531,1,Suspicious Pattern
CLM0001399,0.631,1,Inflated Amount
CLM0000051,0.526,0,Inflated Amount
CLM0000639,0.1,0,Suspicious Pattern
CLM0000230,0.639,0,Fake Identity
CLM0001714,0.991,1,Inflated Amount
CLM0001171,0.633,1,Duplicate Claim
CLM0001018,0.363,1,Inflated Amount
CLM0000940,0.622,1,Fake Identity
CLM0001516,0.559,0,Fake Identity
CLM0002123,0.095,1,Duplicate Claim
CLM0000513,0.634,0,Duplicate Claim
CLM0000862,0.653,1,Inflated Amount
CLM0001943,0.35,0,Fake Identity
CLM0002928,0.301,0,Fake Identity
CLM0001045,0.497,0,Duplicate Claim
CLM0000412,0.145,1,Inflated Amount
CLM0000395,0.092,0,Duplicate Claim
CLM0001688,0.755,1,Duplicate Claim
CLM0002627,0.183,0,Suspicious Pattern
CLM0001697,0.248,1,Duplicate Claim
CLM0000077,0.381,0,Fake Identity
CLM0002346,0.719,0,Fake Identity
CLM0002873,0.567,1,Suspicious Pattern
CLM0001680,0.458,0,Fake Identity
CLM0001108,0.984,0,Fake Identity
CLM0002263,0.471,0,Suspicious Pattern
CLM0002750,0.587,0,Inflated Amount
CLM0002954,0.083,1,Suspicious Pattern
CLM0001215,0.272,0,Fake Identity
CLM0001303,0.293,0,Suspicious Pattern
CLM0000465,0.223,1,Inflated Amount
CLM0000946,0.296,0,Fake Identity
CLM0002120,0.484,0,Fake Identity
CLM0002564,0.856,1,Suspicious Pattern
CLM0001864,0.645,1,Suspicious Pattern
CLM0000151,0.798,0,Fake Identity
CLM0001058,0.488,0,Fake Identity
CLM0000481,0.568,1,Suspicious Pattern
CLM0002318,0.069,0,Inflated Amount
CLM0002517,0.141,0,Duplicate Claim
CLM0002564,0.831,1,Duplicate Claim
CLM0002522,0.993,0,Duplicate Claim
CLM0001874,0.783,1,Fake Identity
CLM0001573,0.197,0,Duplicate Claim
CLM0001729,0.025,0,Suspicious Pattern
CLM0002238,0.039,1,Inflated Amount
CLM0000592,0.268,1,Inflated Amount
CLM0002615,0.881,0,Inflated Amount
CLM0000544,0.213,0,Suspicious Pattern
CLM0001742,0.643,0,Duplicate Claim
CLM0001968,0.138,0,Inflated Amount
CLM0002171,0.707,1,Fake Identity
CLM0000039,0.147,0,Inflated Amount
CLM0001526,0.384,0,Suspicious Pattern
CLM0001931,0.206,0,Duplicate Claim
CLM0001341,0.277,1,Duplicate Claim
CLM0002691,0.71,0,Suspicious Pattern
CLM0002191,0.562,0,Suspicious Pattern
CLM0002056,0.101,0,Duplicate Claim
CLM0000765,0.834,0,Duplicate Claim
CLM0000090,0.604,0,Inflated Amount
CLM0001364,0.282,1,Inflated Amount
CLM0001586,0.399,0,Fake Identity
CLM0000066,0.882,0,Inflated Amount
