date,inflation_rate,unemployment_rate,interest_rate
2022-01-09,4.34,10.32,5.44
2022-01-10,11.67,9.74,0.81
2022-01-11,4.21,3.76,9.85
2022-01-12,9.61,7.03,4.13
2022-01-13,12.68,7.27,9.87
2022-01-14,4.8,11.34,2.21
2022-01-15,12.25,11.26,0.78
2022-01-16,2.29,2.62,7.28
2022-01-17,2.63,11.99,9.48
2022-01-18,6.61,9.87,1.24
2022-01-19,6.7,5.76,7.49
2022-01-20,8.23,9.43,1.16
2022-01-21,1.33,5.77,8.04
2022-01-22,2.64,11.36,6.02
2022-01-23,1.14,5.78,7.93
2022-01-24,14.36,9.66,4.03
2022-01-25,5.39,3.55,9.1
2022-01-26,10.63,10.52,3.38
2022-01-27,9.52,8.2,3.19
2022-01-28,11.15,10.08,9.63
2022-01-29,13.36,6.18,1.67
2022-01-30,4.26,5.46,6.13
2022-01-31,6.96,7.33,5.95
2022-02-01,5.6,5.88,2.75
2022-02-02,2.15,7.14,3.51
2022-02-03,1.45,6.31,3.22
2022-02-04,11.71,3.97,8.54
2022-02-05,2.81,11.77,4.2
2022-02-06,1.22,2.16,3.91
2022-02-07,7.14,11.26,6.55
2022-02-08,5.51,10.27,5.21
2022-02-09,1.93,6.21,4.55
2022-02-10,1.72,5.22,7.24
2022-02-11,13.78,3.65,4.42
2022-02-12,14.16,3.33,2.61
2022-02-13,7.75,7.51,7.55
2022-02-14,12.88,3.05,1.14
2022-02-15,12.2,6.76,10.0
2022-02-16,9.11,10.15,6.17
2022-02-17,11.51,9.57,2.55
2022-02-18,14.03,3.33,2.38
2022-02-19,8.93,11.61,3.1
2022-02-20,8.16,4.86,8.85
2022-02-21,1.05,9.06,8.35
2022-02-22,8.59,5.0,1.87
2022-02-23,12.45,8.17,6.2
2022-02-24,11.67,7.72,9.15
2022-02-25,10.04,3.78,7.46
2022-02-26,1.34,8.53,6.08
2022-02-27,13.96,5.26,2.48
2022-02-28,7.01,8.11,9.46
2022-03-01,9.0,7.41,8.97
2022-03-02,6.57,10.43,3.55
2022-03-03,5.88,4.14,5.23
2022-03-04,8.15,3.51,1.28
2022-03-05,7.93,10.55,6.5
2022-03-06,5.99,6.45,1.02
2022-03-07,12.25,9.82,9.11
2022-03-08,1.71,11.6,8.86
2022-03-09,2.64,7.44,3.17
2022-03-10,2.16,5.01,7.55
2022-03-11,8.91,9.94,4.67
2022-03-12,6.78,11.31,8.53
2022-03-13,7.33,4.45,1.08
2022-03-14,9.07,8.88,5.3
2022-03-15,5.54,9.81,4.28
2022-03-16,3.56,2.27,2.97
2022-03-17,5.3,7.92,2.49
2022-03-18,14.92,8.33,6.93
2022-03-19,14.34,8.37,2.42
2022-03-20,14.39,2.84,6.51
2022-03-21,1.39,2.22,4.2
2022-03-22,2.25,4.94,2.8
2022-03-23,1.64,5.58,7.95
2022-03-24,12.42,3.45,3.96
2022-03-25,14.88,7.1,0.64
2022-03-26,8.6,4.28,8.59
2022-03-27,10.81,5.38,3.49
2022-03-28,5.93,4.93,8.31
2022-03-29,11.72,9.72,5.69
2022-03-30,10.19,10.77,8.87
2022-03-31,12.21,4.98,4.47
2022-04-01,8.0,5.77,2.11
2022-04-02,3.72,10.15,0.67
2022-04-03,7.66,9.59,7.9
2022-04-04,5.37,9.09,7.9
2022-04-05,10.72,9.08,2.36
2022-04-06,2.92,4.97,9.58
2022-04-07,5.65,11.37,9.52
2022-04-08,1.09,10.09,3.97
2022-04-09,12.42,4.12,1.9
2022-04-10,6.69,8.62,3.2
2022-04-11,11.87,3.55,9.33
2022-04-12,2.37,7.78,6.29
2022-04-13,3.71,4.89,9.19
2022-04-14,12.91,3.05,0.72
2022-04-15,9.34,8.03,9.91
2022-04-16,1.08,10.84,6.47
2022-04-17,13.67,3.41,2.26
2022-04-18,14.77,10.99,5.31
2022-04-19,10.26,3.28,8.29
2022-04-20,11.19,9.42,1.84
2022-04-21,2.87,11.9,6.28
2022-04-22,11.73,2.94,7.09
2022-04-23,2.39,4.13,4.42
2022-04-24,13.46,6.64,5.65
2022-04-25,8.07,9.38,8.45
2022-04-26,2.98,10.98,9.54
2022-04-27,2.24,9.29,5.76
2022-04-28,7.16,9.71,7.17
2022-04-29,1.07,6.52,3.57
2022-04-30,14.46,5.56,3.67
2022-05-01,3.39,7.08,8.94
2022-05-02,6.87,8.5,1.44
2022-05-03,9.49,7.02,2.45
2022-05-04,10.45,9.9,3.06
2022-05-05,8.91,3.57,1.4
2022-05-06,3.5,5.96,6.84
2022-05-07,7.61,2.67,9.11
2022-05-08,5.52,8.71,0.76
2022-05-09,2.25,9.57,2.9
2022-05-10,6.43,8.67,9.25
2022-05-11,9.52,11.55,4.92
2022-05-12,2.43,11.32,8.91
2022-05-13,3.31,4.7,9.47
2022-05-14,2.21,4.43,9.91
2022-05-15,1.02,2.25,4.26
2022-05-16,14.11,7.03,3.76
2022-05-17,12.74,10.61,7.61
2022-05-18,4.24,3.58,6.15
2022-05-19,9.09,7.93,6.76
2022-05-20,12.22,9.2,5.56
2022-05-21,6.13,5.68,5.38
2022-05-22,11.35,9.03,3.49
2022-05-23,13.16,10.37,6.16
2022-05-24,7.98,2.11,3.05
2022-05-25,13.43,9.35,3.88
2022-05-26,3.94,8.0,6.49
2022-05-27,13.62,10.45,6.55
2022-05-28,12.28,3.39,5.98
2022-05-29,12.76,10.07,6.91
2022-05-30,1.06,3.41,4.41
2022-05-31,10.29,7.85,6.15
2022-06-01,6.61,4.71,1.41
2022-06-02,9.46,4.4,5.1
2022-06-03,2.17,6.99,6.07
2022-06-04,4.31,9.57,4.51
2022-06-05,5.92,8.45,0.66
2022-06-06,11.06,11.89,7.16
2022-06-07,8.74,3.19,4.83
2022-06-08,1.2,9.22,1.98
2022-06-09,5.69,2.55,9.74
2022-06-10,14.16,5.57,9.45
2022-06-11,3.52,5.44,2.01
2022-06-12,4.31,4.56,7.22
2022-06-13,5.3,7.32,5.42
2022-06-14,4.75,4.44,3.25
2022-06-15,2.7,5.68,7.0
2022-06-16,5.38,10.59,4.75
2022-06-17,8.55,5.24,9.04
2022-06-18,10.45,11.86,7.18
2022-06-19,10.0,4.76,5.32
2022-06-20,3.28,11.03,4.79
2022-06-21,9.6,6.31,0.8
2022-06-22,6.02,11.08,2.03
2022-06-23,12.51,6.27,0.93
2022-06-24,6.07,9.7,1.1
2022-06-25,14.67,6.0,1.14
2022-06-26,9.61,8.21,0.63
2022-06-27,7.01,2.51,8.02
2022-06-28,8.04,7.99,5.05
2022-06-29,3.46,5.16,7.62
2022-06-30,10.52,11.96,2.09
2022-07-01,14.48,10.11,8.49
2022-07-02,8.21,2.8,1.39
2022-07-03,14.89,3.98,3.56
2022-07-04,3.11,8.16,4.02
2022-07-05,9.93,5.0,2.74
2022-07-06,10.49,4.13,1.8
2022-07-07,5.36,5.56,6.47
2022-07-08,5.92,3.06,0.58
2022-07-09,14.24,7.54,8.02
2022-07-10,9.57,4.83,0.9
2022-07-11,11.94,10.67,9.66
2022-07-12,11.16,2.33,8.75
2022-07-13,9.55,5.51,4.44
2022-07-14,1.67,7.5,1.86
2022-07-15,10.28,4.35,8.77
2022-07-16,5.83,2.57,6.62
2022-07-17,7.57,2.72,5.3
2022-07-18,12.92,3.59,3.53
2022-07-19,14.56,4.72,5.83
2022-07-20,10.72,9.06,4.44
2022-07-21,4.25,6.75,4.92
2022-07-22,5.45,2.33,8.53
2022-07-23,2.93,3.55,9.55
2022-07-24,9.13,5.68,9.65
2022-07-25,14.02,6.2,9.13
2022-07-26,12.35,2.63,8.12
2022-07-27,8.61,3.21,4.81
2022-07-28,14.18,4.62,1.34
2022-07-29,13.55,10.37,6.49
2022-07-30,6.06,4.09,4.32
2022-07-31,8.7,4.27,7.03
2022-08-01,5.14,6.95,2.6
2022-08-02,1.12,10.91,7.76
2022-08-03,7.32,7.28,2.12
2022-08-04,11.5,2.79,8.18
2022-08-05,9.88,3.86,9.16
2022-08-06,13.98,10.56,9.05
2022-08-07,10.6,10.77,3.79
2022-08-08,2.98,9.95,4.2
2022-08-09,4.74,7.42,8.46
2022-08-10,2.75,6.39,7.08
2022-08-11,12.13,4.68,5.5
2022-08-12,14.31,7.48,9.63
2022-08-13,4.17,8.83,5.4
2022-08-14,11.72,7.99,2.82
2022-08-15,7.12,4.26,6.96
2022-08-16,5.97,11.03,5.37
2022-08-17,14.82,5.9,2.44
2022-08-18,5.84,10.85,1.95
2022-08-19,10.25,5.97,3.87
2022-08-20,10.98,2.38,9.72
2022-08-21,11.82,9.38,1.88
2022-08-22,13.07,11.2,4.98
2022-08-23,8.93,4.55,3.61
2022-08-24,9.46,7.42,9.46
2022-08-25,10.96,10.08,4.09
2022-08-26,3.08,5.21,2.65
2022-08-27,3.8,4.86,5.04
2022-08-28,11.7,6.11,1.96
2022-08-29,2.89,7.51,4.1
2022-08-30,10.64,7.53,7.46
2022-08-31,1.45,6.86,6.19
2022-09-01,5.73,10.2,0.6
2022-09-02,10.27,3.53,5.23
2022-09-03,10.89,2.85,8.22
2022-09-04,9.82,3.69,5.85
2022-09-05,7.18,9.04,4.97
2022-09-06,4.57,3.45,4.44
2022-09-07,9.59,5.23,5.6
2022-09-08,3.59,10.8,1.2
2022-09-09,1.84,3.4,8.1
2022-09-10,1.27,7.28,8.64
2022-09-11,4.75,7.06,6.13
2022-09-12,1.42,2.34,9.8
2022-09-13,4.49,3.15,5.77
2022-09-14,5.05,11.5,0.76
2022-09-15,5.83,11.61,4.91
2022-09-16,10.99,10.75,4.3
2022-09-17,7.18,6.32,2.34
2022-09-18,14.79,7.93,5.58
2022-09-19,14.26,10.24,4.82
2022-09-20,14.74,8.76,2.13
2022-09-21,6.77,10.95,5.31
2022-09-22,1.62,5.16,8.43
2022-09-23,13.04,8.24,5.34
2022-09-24,7.09,7.67,2.57
2022-09-25,9.98,11.85,7.02
2022-09-26,12.81,10.78,8.76
2022-09-27,9.5,3.65,3.78
2022-09-28,11.32,2.59,1.18
2022-09-29,4.48,6.46,9.19
2022-09-30,3.73,7.46,6.98
2022-10-01,8.77,9.9,9.92
2022-10-02,9.93,3.6,7.1
2022-10-03,13.2,11.2,1.68
2022-10-04,12.5,7.72,4.61
2022-10-05,14.85,10.43,0.91
2022-10-06,14.53,10.36,3.74
2022-10-07,9.73,11.52,7.96
2022-10-08,8.05,8.59,5.78
2022-10-09,11.65,9.84,4.86
2022-10-10,4.66,10.21,8.55
2022-10-11,5.93,6.68,2.18
2022-10-12,11.74,6.32,5.62
2022-10-13,14.3,11.47,6.65
2022-10-14,13.54,2.67,9.29
2022-10-15,2.02,11.53,2.05
2022-10-16,4.25,7.78,7.21
2022-10-17,4.83,4.95,0.94
2022-10-18,6.36,7.57,5.89
2022-10-19,1.99,8.38,6.63
2022-10-20,4.23,3.11,8.48
2022-10-21,11.03,8.7,3.58
2022-10-22,4.42,11.03,7.12
2022-10-23,14.2,11.71,1.38
2022-10-24,6.92,8.0,2.61
2022-10-25,2.4,5.27,7.85
2022-10-26,12.8,7.63,8.98
2022-10-27,13.82,2.03,0.65
2022-10-28,13.99,11.19,2.08
2022-10-29,7.92,9.85,2.5
2022-10-30,13.89,3.66,5.43
2022-10-31,10.93,8.09,1.96
2022-11-01,3.74,2.21,9.77
2022-11-02,8.46,4.16,4.18
2022-11-03,7.06,3.7,1.86
2022-11-04,7.31,3.56,7.86
2022-11-05,6.79,7.52,5.84
2022-11-06,3.45,11.64,9.18
2022-11-07,6.46,3.3,9.39
2022-11-08,8.17,10.73,8.63
2022-11-09,5.0,2.82,5.86
2022-11-10,3.48,2.83,2.61
2022-11-11,3.78,8.28,4.57
2022-11-12,3.7,7.75,5.08
2022-11-13,7.25,5.44,9.77
2022-11-14,3.93,7.33,2.9
2022-11-15,11.04,9.55,4.63
2022-11-16,5.7,9.73,5.84
2022-11-17,14.15,2.12,4.22
2022-11-18,1.88,2.78,1.65
2022-11-19,5.34,2.03,8.96
2022-11-20,11.34,2.16,8.11
2022-11-21,10.59,10.4,2.94
2022-11-22,6.89,2.84,4.75
2022-11-23,13.18,9.11,7.48
2022-11-24,2.0,11.8,9.75
2022-11-25,8.13,10.21,2.09
2022-11-26,3.81,2.66,6.56
2022-11-27,6.24,10.94,8.27
2022-11-28,10.79,11.58,0.75
2022-11-29,2.39,9.06,8.2
2022-11-30,1.61,8.16,8.0
2022-12-01,6.89,8.02,9.27
2022-12-02,4.8,10.2,1.3
2022-12-03,11.09,7.53,1.68
2022-12-04,1.92,5.34,5.43
2022-12-05,14.53,11.7,8.78
2022-12-06,9.69,2.48,8.81
2022-12-07,8.02,8.65,7.15
2022-12-08,6.78,7.86,4.76
2022-12-09,11.49,8.39,2.7
2022-12-10,5.99,8.42,5.01
2022-12-11,11.88,3.24,2.56
2022-12-12,10.95,3.34,7.84
2022-12-13,8.72,2.67,4.5
2022-12-14,13.44,11.38,5.62
2022-12-15,5.84,8.1,6.97
2022-12-16,1.81,2.77,5.5
2022-12-17,6.27,6.34,7.68
2022-12-18,13.25,5.59,7.97
2022-12-19,2.08,3.48,2.81
2022-12-20,11.68,10.22,3.33
2022-12-21,12.55,9.76,1.06
2022-12-22,6.99,6.64,1.35
2022-12-23,3.72,7.22,8.38
2022-12-24,5.98,6.36,2.53
2022-12-25,6.58,7.51,8.43
2022-12-26,14.05,9.33,9.87
2022-12-27,4.98,10.76,2.81
2022-12-28,14.62,7.92,4.87
2022-12-29,2.52,3.26,5.6
2022-12-30,14.64,9.72,9.46
2022-12-31,4.13,5.72,2.2
2023-01-01,3.35,8.3,8.44
2023-01-02,2.68,3.99,9.6
2023-01-03,5.43,3.63,5.77
2023-01-04,9.63,2.53,1.95
2023-01-05,10.33,5.14,3.67
2023-01-06,6.18,7.97,9.61
2023-01-07,4.23,5.19,2.1
2023-01-08,14.93,4.41,5.13
2023-01-09,4.79,11.95,2.3
2023-01-10,6.3,11.99,9.09
2023-01-11,7.73,8.05,6.11
2023-01-12,11.35,5.24,9.27
2023-01-13,3.13,10.62,9.49
2023-01-14,4.73,9.37,5.15
2023-01-15,14.96,8.16,9.4
2023-01-16,12.55,11.08,0.51
2023-01-17,7.21,6.45,2.33
2023-01-18,2.52,4.55,7.47
2023-01-19,13.13,11.67,5.5
2023-01-20,11.96,10.6,9.91
2023-01-21,9.13,11.12,7.95
2023-01-22,6.66,11.18,6.81
2023-01-23,14.1,5.83,9.17
2023-01-24,5.14,10.61,3.7
2023-01-25,5.49,10.89,2.09
2023-01-26,13.26,7.48,5.7
2023-01-27,9.77,8.25,2.77
2023-01-28,14.31,7.77,2.71
2023-01-29,10.03,2.16,3.41
2023-01-30,1.46,7.36,6.91
2023-01-31,3.48,2.38,0.72
2023-02-01,4.95,6.51,8.57
2023-02-02,13.14,2.46,6.31
2023-02-03,12.63,6.55,3.39
2023-02-04,12.06,5.05,1.57
2023-02-05,8.75,9.74,8.01
2023-02-06,2.95,6.79,4.65
2023-02-07,2.84,7.12,4.64
2023-02-08,2.77,11.04,4.97
2023-02-09,12.96,6.82,4.43
2023-02-10,2.98,3.56,5.38
2023-02-11,12.32,3.13,6.49
2023-02-12,12.83,5.06,4.59
2023-02-13,2.47,4.65,9.74
2023-02-14,13.63,10.18,4.28
2023-02-15,13.57,9.59,2.54
2023-02-16,9.93,2.59,9.81
2023-02-17,8.18,4.01,3.31
2023-02-18,10.06,6.49,6.4
2023-02-19,6.67,2.87,8.37
2023-02-20,9.24,3.66,0.54
2023-02-21,14.57,11.08,3.19
2023-02-22,2.59,7.41,5.55
2023-02-23,4.27,9.97,4.83
2023-02-24,8.34,5.31,1.19
2023-02-25,4.62,5.75,4.75
2023-02-26,14.9,10.58,1.51
2023-02-27,11.08,8.57,2.87
2023-02-28,7.08,8.78,7.61
2023-03-01,13.64,8.39,2.2
2023-03-02,3.02,7.41,6.82
2023-03-03,5.03,11.91,9.74
2023-03-04,14.38,10.94,2.85
2023-03-05,8.8,9.11,2.97
2023-03-06,13.89,8.78,9.55
2023-03-07,14.78,2.84,6.82
2023-03-08,6.04,6.85,7.82
2023-03-09,9.07,6.96,8.02
2023-03-10,12.85,2.52,7.43
2023-03-11,4.82,9.56,9.78
2023-03-12,7.25,2.02,3.11
2023-03-13,3.15,6.25,5.42
2023-03-14,10.14,11.03,6.81
2023-03-15,1.06,5.4,7.22
2023-03-16,7.29,7.83,2.33
2023-03-17,14.01,5.08,8.82
2023-03-18,13.56,3.79,8.24
2023-03-19,12.25,9.3,3.01
2023-03-20,2.98,4.05,5.67
2023-03-21,8.28,2.72,3.3
2023-03-22,11.07,6.35,3.98
2023-03-23,2.42,9.09,5.57
2023-03-24,3.06,7.8,5.63
2023-03-25,1.56,4.44,5.55
2023-03-26,5.52,10.18,5.67
2023-03-27,13.28,2.97,6.54
2023-03-28,8.1,8.7,0.65
2023-03-29,12.95,8.07,1.83
2023-03-30,2.17,10.99,4.97
2023-03-31,1.79,7.27,7.23
2023-04-01,12.25,10.19,5.34
2023-04-02,7.97,4.15,6.47
2023-04-03,7.59,7.45,9.72
2023-04-04,7.66,7.33,7.44
2023-04-05,6.33,4.95,9.43
2023-04-06,13.41,2.05,0.68
2023-04-07,8.29,9.44,4.75
2023-04-08,14.63,5.97,3.87
2023-04-09,12.85,5.0,7.2
2023-04-10,11.33,3.94,9.33
2023-04-11,9.91,10.52,0.88
2023-04-12,12.69,5.34,1.04
2023-04-13,13.34,4.04,6.89
2023-04-14,2.87,7.23,3.79
2023-04-15,6.04,9.82,2.43
2023-04-16,12.28,8.02,9.57
2023-04-17,4.1,11.6,0.63
2023-04-18,9.21,11.57,3.1
2023-04-19,11.93,11.02,3.65
2023-04-20,4.14,7.65,7.94
2023-04-21,6.63,9.68,5.84
2023-04-22,13.81,4.89,3.62
2023-04-23,5.98,7.75,2.11
2023-04-24,9.47,2.66,2.57
2023-04-25,7.07,4.63,0.87
2023-04-26,13.28,5.25,8.45
2023-04-27,6.94,5.61,1.61
2023-04-28,6.03,3.61,8.32
2023-04-29,3.43,2.83,1.82
2023-04-30,5.89,7.78,9.11
2023-05-01,10.37,6.91,6.95
2023-05-02,3.46,7.85,3.84
2023-05-03,10.88,3.29,4.23
2023-05-04,1.15,11.48,3.2
2023-05-05,6.14,6.13,2.51
2023-05-06,7.52,6.49,9.16
2023-05-07,2.35,7.47,2.25
2023-05-08,10.58,8.9,2.17
2023-05-09,2.44,5.85,3.92
2023-05-10,2.26,3.43,9.85
2023-05-11,6.15,9.83,4.92
2023-05-12,11.34,4.61,3.88
2023-05-13,14.49,6.43,9.99
2023-05-14,11.86,8.32,7.53
2023-05-15,7.52,11.65,9.47
2023-05-16,4.82,2.34,2.86
2023-05-17,5.22,7.19,7.66
2023-05-18,4.97,11.36,8.96
2023-05-19,4.9,4.55,5.53
2023-05-20,1.97,3.12,4.53
2023-05-21,4.09,7.97,3.31
2023-05-22,2.51,3.52,5.89
2023-05-23,1.1,10.79,2.33
2023-05-24,5.0,9.23,4.6
2023-05-25,5.93,3.21,6.98
2023-05-26,13.98,7.77,6.7
2023-05-27,14.93,2.27,7.15
2023-05-28,9.11,10.45,6.07
2023-05-29,13.61,4.05,0.52
2023-05-30,9.66,9.32,0.75
2023-05-31,7.97,3.06,6.01
2023-06-01,1.6,6.72,9.68
2023-06-02,1.62,11.29,2.35
2023-06-03,1.43,2.74,7.32
2023-06-04,3.1,4.95,4.62
2023-06-05,2.08,9.83,1.82
2023-06-06,3.73,6.63,0.82
2023-06-07,8.27,8.5,7.28
2023-06-08,8.04,10.12,1.87
2023-06-09,5.82,9.84,3.34
2023-06-10,10.32,5.95,4.31
2023-06-11,6.49,6.31,7.21
2023-06-12,4.08,7.71,4.18
2023-06-13,10.69,3.23,4.17
2023-06-14,14.72,10.7,8.05
2023-06-15,12.35,2.93,0.57
2023-06-16,6.8,3.85,7.66
2023-06-17,6.26,11.45,5.46
2023-06-18,1.54,4.82,5.65
2023-06-19,10.2,4.44,3.78
2023-06-20,4.12,6.25,1.38
2023-06-21,10.57,9.24,1.36
2023-06-22,11.64,5.66,3.74
2023-06-23,13.32,10.75,7.34
2023-06-24,8.68,3.49,8.97
2023-06-25,12.62,3.18,8.22
2023-06-26,11.12,2.77,8.08
2023-06-27,5.94,4.98,0.55
2023-06-28,2.49,4.0,2.32
2023-06-29,4.39,6.61,9.48
2023-06-30,12.82,11.96,8.77
2023-07-01,8.48,10.69,1.7
2023-07-02,10.32,10.95,6.54
2023-07-03,12.29,10.31,4.61
2023-07-04,10.34,4.72,0.57
2023-07-05,12.98,4.26,8.1
2023-07-06,2.21,9.32,9.46
2023-07-07,13.65,7.99,9.25
2023-07-08,12.38,4.06,4.15
2023-07-09,13.64,11.67,7.98
2023-07-10,11.23,6.24,5.23
2023-07-11,4.84,10.14,9.81
2023-07-12,2.59,2.74,9.65
2023-07-13,2.81,2.35,7.85
2023-07-14,7.98,6.56,4.98
2023-07-15,6.47,3.19,9.07
2023-07-16,10.16,11.79,2.63
2023-07-17,8.05,10.12,2.54
2023-07-18,2.75,6.54,5.8
2023-07-19,1.03,11.8,8.28
2023-07-20,2.8,4.38,1.09
2023-07-21,3.05,8.79,7.95
2023-07-22,11.08,2.18,9.52
2023-07-23,4.99,5.72,5.69
2023-07-24,2.31,2.79,2.53
2023-07-25,11.58,5.67,6.5
2023-07-26,14.17,5.81,2.37
2023-07-27,2.41,5.75,4.21
2023-07-28,14.48,6.14,7.15
2023-07-29,14.3,8.17,4.12
2023-07-30,8.32,3.89,5.1
2023-07-31,5.14,4.34,5.68
2023-08-01,2.93,8.45,3.72
2023-08-02,12.53,6.66,1.23
2023-08-03,9.47,3.62,5.35
2023-08-04,10.12,9.87,5.13
2023-08-05,13.05,11.31,4.55
2023-08-06,7.22,6.65,2.25
2023-08-07,6.15,8.14,1.0
2023-08-08,11.67,10.15,8.35
2023-08-09,5.16,11.64,5.56
2023-08-10,5.59,11.69,9.81
2023-08-11,6.34,11.23,9.79
2023-08-12,12.99,10.16,6.01
2023-08-13,11.91,6.26,5.16
2023-08-14,5.08,8.7,2.27
2023-08-15,3.01,9.63,4.1
2023-08-16,6.5,2.92,7.96
2023-08-17,9.74,3.16,9.65
2023-08-18,10.47,9.05,6.2
2023-08-19,3.81,8.67,6.36
2023-08-20,4.49,10.04,9.45
2023-08-21,14.02,3.85,1.71
2023-08-22,6.39,11.37,6.31
2023-08-23,5.4,4.38,6.06
2023-08-24,10.74,3.35,2.45
2023-08-25,7.55,5.24,7.85
2023-08-26,4.46,10.09,1.63
2023-08-27,6.73,2.28,1.1
2023-08-28,3.02,4.27,5.12
2023-08-29,4.91,11.56,3.35
2023-08-30,6.86,2.17,4.64
2023-08-31,8.25,4.78,1.57
2023-09-01,11.38,5.26,4.8
2023-09-02,6.39,11.24,4.68
2023-09-03,8.64,10.51,9.68
2023-09-04,14.31,6.6,7.36
2023-09-05,12.46,5.18,9.24
2023-09-06,4.32,11.44,7.92
2023-09-07,3.99,3.88,7.98
2023-09-08,10.28,6.77,8.72
2023-09-09,9.33,6.18,2.93
2023-09-10,8.66,11.35,4.55
2023-09-11,3.16,9.56,8.81
2023-09-12,6.08,6.63,1.14
2023-09-13,11.63,8.07,1.02
2023-09-14,11.13,11.08,6.66
2023-09-15,3.31,10.31,9.14
2023-09-16,6.98,8.15,8.04
2023-09-17,7.2,11.15,8.09
2023-09-18,8.12,5.8,3.92
2023-09-19,7.46,9.33,6.12
2023-09-20,8.02,2.16,7.83
2023-09-21,12.38,7.83,8.04
2023-09-22,6.45,3.37,6.02
2023-09-23,8.73,7.24,8.1
2023-09-24,9.49,4.47,0.76
2023-09-25,14.19,5.81,9.45
2023-09-26,10.17,9.92,8.77
2023-09-27,2.83,2.59,0.99
2023-09-28,9.15,7.37,4.48
2023-09-29,10.27,3.45,9.24
2023-09-30,1.13,7.73,5.37
2023-10-01,2.05,8.34,1.37
2023-10-02,1.27,3.82,9.68
2023-10-03,1.68,2.06,3.91
2023-10-04,2.26,2.85,5.4
2023-10-05,14.41,8.9,6.5
2023-10-06,3.89,5.8,8.41
2023-10-07,3.86,5.73,8.79
2023-10-08,13.0,8.92,6.7
2023-10-09,11.54,6.97,9.51
2023-10-10,10.46,8.37,2.58
2023-10-11,6.9,11.19,9.1
2023-10-12,1.44,7.07,2.31
2023-10-13,12.57,8.38,9.0
2023-10-14,13.05,8.4,2.55
2023-10-15,7.75,7.35,7.33
2023-10-16,10.03,8.64,8.26
2023-10-17,7.69,10.34,4.21
2023-10-18,5.15,10.08,1.58
2023-10-19,8.56,2.57,3.94
2023-10-20,10.64,11.52,1.09
2023-10-21,3.16,10.47,6.76
2023-10-22,8.43,11.71,7.12
2023-10-23,11.86,3.94,3.05
2023-10-24,7.66,7.36,6.69
2023-10-25,3.2,6.4,1.06
2023-10-26,13.18,5.77,0.8
2023-10-27,10.43,6.07,4.38
2023-10-28,9.86,11.04,5.1
2023-10-29,10.12,8.98,0.68
2023-10-30,4.43,5.25,6.1
2023-10-31,7.89,5.79,8.41
2023-11-01,5.56,6.69,4.4
2023-11-02,12.67,5.67,7.6
2023-11-03,9.24,4.1,1.94
2023-11-04,11.04,6.35,5.53
2023-11-05,10.24,2.8,8.0
2023-11-06,7.77,10.54,6.98
2023-11-07,12.27,10.25,7.91
2023-11-08,9.62,10.92,7.35
2023-11-09,4.17,6.46,1.65
2023-11-10,5.07,8.51,1.48
2023-11-11,12.58,10.1,9.77
2023-11-12,14.18,5.15,5.08
2023-11-13,8.67,8.33,7.46
2023-11-14,6.4,6.38,6.97
2023-11-15,9.75,5.74,0.92
2023-11-16,7.77,10.59,5.22
2023-11-17,12.78,8.24,5.45
2023-11-18,12.66,8.23,8.18
2023-11-19,7.39,3.57,9.64
2023-11-20,12.26,5.47,3.25
2023-11-21,3.7,10.41,1.06
2023-11-22,6.23,4.13,5.02
2023-11-23,2.11,11.7,0.78
2023-11-24,12.31,10.32,4.16
2023-11-25,14.65,4.68,3.1
2023-11-26,9.07,3.08,2.81
2023-11-27,11.73,3.7,0.52
2023-11-28,6.62,4.42,2.88
2023-11-29,8.86,4.38,3.54
2023-11-30,5.86,2.16,9.15
2023-12-01,10.76,9.15,1.34
2023-12-02,4.45,11.77,7.79
2023-12-03,3.15,4.86,7.39
2023-12-04,13.58,2.16,3.6
2023-12-05,13.1,11.18,9.12
2023-12-06,12.69,4.06,6.73
2023-12-07,12.5,2.07,1.42
2023-12-08,11.21,4.24,2.44
2023-12-09,13.25,3.04,4.31
2023-12-10,3.94,9.26,9.69
2023-12-11,13.19,2.02,3.01
2023-12-12,13.85,6.41,4.57
2023-12-13,11.02,6.92,5.83
2023-12-14,9.39,9.84,3.88
2023-12-15,4.3,7.22,7.16
2023-12-16,13.13,3.25,6.78
2023-12-17,9.08,6.26,1.07
2023-12-18,9.55,11.35,4.57
2023-12-19,9.49,4.37,7.92
2023-12-20,13.13,4.99,6.58
2023-12-21,2.92,10.73,4.87
2023-12-22,1.86,9.86,7.43
2023-12-23,4.14,4.96,6.87
2023-12-24,7.88,9.08,8.46
2023-12-25,7.57,2.85,0.98
2023-12-26,8.17,7.43,5.59
2023-12-27,2.6,10.71,6.77
2023-12-28,12.1,10.43,6.92
2023-12-29,5.23,4.03,9.26
2023-12-30,13.79,7.33,4.41
2023-12-31,12.76,5.98,8.05
2024-01-01,1.89,7.61,7.97
2024-01-02,1.75,2.75,3.05
2024-01-03,9.81,11.81,3.05
2024-01-04,2.08,7.64,9.46
2024-01-05,9.01,3.19,3.58
2024-01-06,2.11,8.42,4.44
2024-01-07,7.71,2.08,6.24
2024-01-08,6.87,2.06,3.51
2024-01-09,9.27,3.79,6.79
2024-01-10,5.99,4.71,3.25
2024-01-11,2.96,4.63,5.51
2024-01-12,12.79,6.43,5.82
2024-01-13,5.19,7.13,8.11
